Date,Fund_Return,SPY_Return,Residual,Fund,Year,Quantile
2015-02-20,-0.0062302871772885,0.0060005016023798,-0.0124264210839714,FNARX,2015,2
2003-03-17,0.0178390966669412,0.0314993485825074,-0.0124250173557673,PRNEX,2003,2
2010-03-15,-0.0119872966982848,0.0002595504114804,-0.0124228993289008,VGENX,2010,2
2023-05-31,-0.0183579992152977,-0.0055450040731908,-0.0124217556873688,RYEIX,2023,2
2012-07-10,-0.0212558383210009,-0.0087203844196389,-0.0124186324647513,FRNRX,2012,2
2009-09-24,-0.023592884835622,-0.0110189495313046,-0.0124182330200526,FRNRX,2009,2
2024-02-09,-0.0065076113795387,0.0057794722428632,-0.0124155311647037,FRNRX,2024,2
2024-01-19,0.0,0.0124662752365976,-0.0124155282195726,ICPAX,2024,2
2023-10-23,-0.0140683557826752,-0.0017331622013642,-0.0124135880869403,FSENX,2023,2
2016-05-04,-0.0183844474043937,-0.0055778992791354,-0.012413257390897,RYEIX,2016,2
2016-05-02,-0.0039495254715814,0.0079482195545472,-0.0124112601598422,FSENX,2016,2
2003-09-26,-0.0157272364982684,-0.0032910554196644,-0.0124111982036425,FRNRX,2003,2
2016-04-04,-0.0156380592421185,-0.0032379138714564,-0.0124109102229724,FSENX,2016,2
2014-05-08,-0.0131830753934131,-0.0010644333619743,-0.0124102915445504,VGENX,2014,2
2023-12-12,-0.0080430264202717,0.0045672645774959,-0.0124102358122677,VGENX,2023,2
2016-02-16,0.0047682580183658,0.01687817075253,-0.0124088164621461,FNARX,2016,2
2000-10-16,-0.0079003154856355,0.0045434754908908,-0.0124078862812208,PRNEX,2000,2
2024-03-12,-0.0010078908577622,0.0107573675585093,-0.0124050280738416,FSENX,2024,2
2025-08-04,0.0036991897028169,0.0151997858645525,-0.0124029605518846,RYEIX,2025,2
2005-04-07,-0.0066041114931443,0.0053961029153182,-0.0123990270520767,FSENX,2005,2
2003-07-22,-0.0027766998105247,0.0090555046217974,-0.0123954854554591,FSENX,2003,2
2007-05-29,-0.0088868624975282,0.0036258841686516,-0.0123948835966607,VGENX,2007,2
2009-06-15,-0.0354016681396867,-0.022928098130074,-0.0123945572922511,FNARX,2009,2
2021-10-29,-0.0102889895757537,0.0020292022591774,-0.0123941530385353,PRNEX,2021,2
2013-10-23,-0.0175257029156246,-0.0047889287981203,-0.0123926820132957,RYEIX,2013,2
2000-07-07,0.0045676369507119,0.0160803206488524,-0.0123916884928354,FSENX,2000,2
2017-08-02,-0.0122697081807645,0.000485313562837,-0.0123907676232812,ICPAX,2017,2
2020-09-30,-0.0045978382513213,0.0075820144375953,-0.0123904997063724,FNARX,2020,2
2003-04-29,-0.0088108171746555,0.0034862291389372,-0.0123867030314339,FRNRX,2003,2
2008-11-18,0.0067683213717568,0.018837236785574,-0.0123864183044984,FNARX,2008,2
2020-07-07,-0.0233464101621857,-0.0103136653883059,-0.0123859126183642,ICPAX,2020,2
2010-06-29,-0.0444443329767162,-0.030875520833138,-0.0123839357212985,ICPAX,2010,2
2010-06-22,-0.0279855917477186,-0.0165159578053185,-0.0123707127087545,PRNEX,2010,2
2010-03-19,-0.0170403224940307,-0.0050618512873966,-0.0123699299739871,PRNEX,2010,2
2020-09-01,-0.0024078201765805,0.0094186303715324,-0.0123683135788312,RYEIX,2020,2
2000-04-04,-0.0197370088671385,-0.0074376462150032,-0.0123674146230461,FNARX,2000,2
2001-05-21,0.0012692483416856,0.0147220458940513,-0.0123661263337636,VGENX,2001,2
2010-02-23,-0.0238039443919144,-0.012144933078044,-0.012365612962899,PRNEX,2010,2
2012-06-18,-0.01018208870326,0.001938256937769,-0.0123637486384271,FSENX,2012,2
2009-11-27,-0.0269961368172858,-0.0162505954910655,-0.0123630977599458,VGENX,2009,2
2005-10-27,-0.0218745454070727,-0.0106391543778019,-0.0123630113920228,VGENX,2005,2
2015-08-13,-0.0135040783264808,-0.0012443367645832,-0.0123601058685779,FSENX,2015,2
2008-02-05,-0.0395548891860035,-0.0267737859307783,-0.0123589036719474,FRNRX,2008,2
1999-05-17,-0.0092376986215013,0.0030365301930508,-0.0123562787536615,FRNRX,1999,2
2010-02-23,-0.0248867097415464,-0.012144933078044,-0.0123522238866518,FSENX,2010,2
2009-06-05,-0.0119999531055565,0.0002113498127904,-0.012351973636767,FNARX,2009,2
2001-10-03,0.0038332788571824,0.016764005789061,-0.0123511022503301,PRNEX,2001,2
2009-01-27,-0.0019902063020796,0.0101582377948463,-0.0123509596373348,FRNRX,2009,2
2002-08-19,0.0114611030866362,0.0233855492994843,-0.0123507052882458,FRNRX,2002,2
2011-09-19,-0.0224444539683985,-0.0099574478343031,-0.0123492594367993,FRNRX,2011,2
2015-02-20,-0.0065682923864626,0.0060005016023798,-0.012348856382796,ICPAX,2015,2
1999-11-11,-0.006762291669587,0.0056723502129456,-0.0123485109095313,PRNEX,1999,2
2007-04-17,-0.0094131450519917,0.0026588678710357,-0.0123478031033496,FSENX,2007,2
2009-11-06,-0.0094536280861634,0.0026200615981906,-0.0123477357531186,FSENX,2009,2
2016-05-18,-0.0118801200297131,0.0002933479526412,-0.0123465693312605,VGENX,2016,2
2001-07-11,-0.01112962286531,0.0010148315172058,-0.0123463548899683,FSENX,2001,2
2023-11-06,-0.0099759596766731,0.0023006090654831,-0.0123461703772775,FRNRX,2023,2
2002-07-19,-0.0497739652837068,-0.0351933008891187,-0.0123406161126438,RYEIX,2002,2
2021-11-17,-0.014780342162699,-0.0024294184401096,-0.012340515669096,FRNRX,2021,2
2016-07-25,-0.0147691712263855,-0.0027160172014696,-0.0123402411450647,PRNEX,2016,2
2008-06-04,-0.0128231073904858,-0.0005068093728024,-0.0123384114141437,FRNRX,2008,2
2013-11-25,-0.0132025589584058,-0.0009957072495675,-0.0123360627570321,FNARX,2013,2
2020-03-16,-0.1249998696606182,-0.1094238652035575,-0.0123357451212249,ICPAX,2020,2
2022-12-22,-0.0270851312293559,-0.0142663496348481,-0.0123338837390416,FSENX,2022,2
2024-05-15,0.0,0.012383079801699,-0.0123301558008465,ICPAX,2024,2
2024-01-10,-0.0064822481215149,0.0056554632401819,-0.0123300679088137,FNARX,2024,2
2021-02-11,-0.0110495762640202,0.0016151760845322,-0.0123300634614699,ICPAX,2021,2
2005-07-08,-0.0002387598551468,0.0114214151790414,-0.0123297896896118,FSENX,2005,2
2004-01-07,-0.0087874282075448,0.0033761595332384,-0.0123286543068232,RYEIX,2004,2
2002-05-14,0.0098554164582511,0.0217848133667926,-0.012328579104708,FRNRX,2002,2
2010-05-24,-0.0238403890520265,-0.012830914186857,-0.0123284582250004,VGENX,2010,2
2017-12-15,-0.0045294415517406,0.0083271109924969,-0.012328224399466,VGENX,2017,2
2011-11-17,-0.0287601684647781,-0.0158768161122699,-0.0123260735908003,FSENX,2011,2
2021-07-02,-0.0048545551760743,0.0076435995154082,-0.0123212122039558,ICPAX,2021,2
2019-08-06,0.0006759847455668,0.014022652788574,-0.0123210609794497,VGENX,2019,2
2025-08-06,-0.0044491096640852,0.0076597375264968,-0.0123202321027037,FNARX,2025,2
2013-04-02,-0.0074392713278529,0.0049342065153084,-0.0123201886103572,PRNEX,2013,2
2020-09-10,-0.0299442427174755,-0.0173633197832359,-0.012317903919213,FRNRX,2020,2
2015-11-17,-0.012915021727873,-0.0007292061095475,-0.0123175567997456,FNARX,2015,2
2016-10-25,-0.0161293120258193,-0.0033502794374619,-0.0123144120964813,ICPAX,2016,2
2024-01-09,-0.01374311346767,-0.0015170810317232,-0.0123141385071999,FSENX,2024,2
2012-02-29,-0.0161381153510181,-0.0039253761697519,-0.0123141362671011,FNARX,2012,2
2006-02-08,-0.0030030941349877,0.009084870958562,-0.0123128800695509,FNARX,2006,2
2014-08-05,-0.0222856318573269,-0.0096962192145734,-0.0123099150151713,FSENX,2014,2
2010-06-29,-0.0416452832192918,-0.030875520833138,-0.0123097317097462,PRNEX,2010,2
2017-06-14,-0.0133532368409363,-0.0012675629115282,-0.012308315929142,PRNEX,2017,2
2008-04-23,-0.0138180745474542,-0.0015948693629054,-0.0123078151321726,FSENX,2008,2
2008-07-03,-0.0111556218350454,0.0010303658618151,-0.0123063894688346,PRNEX,2008,2
2015-10-23,-0.0010998583185599,0.0109618631946908,-0.0123044564521303,FNARX,2015,2
2010-05-20,-0.051428807285168,-0.037759349221899,-0.012304451768571,ICPAX,2010,2
2003-04-15,-0.0027450134512386,0.0093311847640453,-0.0123034516681235,FNARX,2003,2
2002-10-22,-0.0190247015198526,-0.0072087468794574,-0.0123029338158892,PRNEX,2002,2
2005-04-05,-0.0071723281061191,0.0047602167707212,-0.0123027782137395,FSENX,2005,2
2018-05-24,-0.0143541359400728,-0.0020485066261337,-0.0123016644863233,FRNRX,2018,2
2023-11-06,-0.0098392315898696,0.0023006090654831,-0.012300346576929,FNARX,2023,2
2000-11-24,0.0093855678100522,0.0204557693264719,-0.0123003185825614,RYEIX,2000,2
2022-11-09,-0.0318191290303616,-0.0206019310511577,-0.0123000712555191,PRNEX,2022,2
2024-09-03,-0.0331937151830763,-0.020578848189152,-0.0122974564502682,FRNRX,2024,2
2011-04-06,-0.0091159249612712,0.0031524135575471,-0.0122943254236976,PRNEX,2011,2
2012-03-14,-0.0133506474891303,-0.0010702726845013,-0.0122929570674835,FRNRX,2012,2
1999-06-04,0.0090181242715987,0.0201007619000062,-0.0122906171374461,RYEIX,1999,2
2018-06-21,-0.0178125912291978,-0.0062692182019901,-0.0122894533689263,VGENX,2018,2
2010-04-27,-0.0347180468578172,-0.0236508573674683,-0.0122857166322749,PRNEX,2010,2
2021-03-18,-0.0253663305993214,-0.0145497027474331,-0.0122856789923847,VGENX,2021,2
2012-09-24,-0.0137889825100513,-0.0015085600307926,-0.0122855909936606,FRNRX,2012,2
2004-04-01,-0.0065994155802588,0.006012287559679,-0.0122854827023988,VGENX,2004,2
2005-09-23,-0.0114162300380791,0.0008242748862432,-0.0122851339693619,FRNRX,2005,2
2008-09-03,-0.0132424015265822,-0.0008595186497742,-0.0122838209749439,RYEIX,2008,2
2014-09-22,-0.0199401031323184,-0.0077226976442398,-0.0122827512113078,FNARX,2014,2
2009-11-12,-0.0213634752279442,-0.0101681213172558,-0.0122818482806117,VGENX,2009,2
2001-10-01,-0.0138247549524987,-0.0016279249039765,-0.0122799543458375,FSENX,2001,2
2025-02-25,-0.0176079953338588,-0.0049731571937893,-0.0122792579194861,RYEIX,2025,2
2013-05-15,-0.0067684200273658,0.0053868422258782,-0.0122770683531096,FRNRX,2013,2
2016-02-05,-0.0320263766314324,-0.0190499556392135,-0.012276528448845,FSENX,2016,2
2009-01-09,-0.034026720893715,-0.021419315348517,-0.0122757782732814,FRNRX,2009,2
2008-06-25,-0.0072992437582164,0.0047259089413762,-0.0122743869544471,RYEIX,2008,2
2000-02-25,-0.015921220715515,-0.0036198313611494,-0.012270845145845,FRNRX,2000,2
2005-01-28,-0.0121121087456055,0.0,-0.0122683986017791,FSENX,2005,2
2010-03-15,-0.0119706279357452,0.0002595504114804,-0.0122652549257467,FRNRX,2010,2
2021-07-22,-0.0099206075192476,0.002094214149485,-0.0122652340168233,FSENX,2021,2
2018-03-28,-0.0147621937866823,-0.0029547703920852,-0.0122641186203259,VGENX,2018,2
2009-01-12,-0.0372884833435901,-0.0240204470285393,-0.0122625373409156,ICPAX,2009,2
2004-01-29,-0.0111421698971173,0.0009702059028475,-0.0122602510166745,FNARX,2004,2
2002-10-15,0.0364333306309796,0.0480919978609395,-0.0122539116830965,FNARX,2002,2
2004-03-25,0.001763775845661,0.0132354296624599,-0.0122515248607448,RYEIX,2004,2
2016-09-14,-0.012491240251613,-0.0003752078057931,-0.0122511344491499,FNARX,2016,2
2012-03-14,-0.0130288906184753,-0.0010702726845013,-0.0122507772795294,VGENX,2012,2
2019-09-12,-0.0086952359054431,0.003464131857382,-0.0122486506992001,FRNRX,2019,2
2001-12-17,-0.0016696755027783,0.0103419103060125,-0.0122484349814696,FNARX,2001,2
2002-05-06,-0.0299503808528467,-0.0196132952106297,-0.0122482400760307,VGENX,2002,2
2011-09-21,-0.0389353501884728,-0.0294583772881595,-0.0122477034633454,VGENX,2011,2
2009-03-13,-0.0042690187488405,0.0078144497280483,-0.0122463382111831,FRNRX,2009,2
2004-11-02,-0.0118560741580413,0.0003526566970923,-0.0122453823515407,FRNRX,2004,2
2003-04-04,-0.006536091965006,0.0059299416742881,-0.0122442496840758,ICPAX,2003,2
2025-10-27,-0.0001945705304955,0.0117976678540983,-0.0122429083632234,FNARX,2025,2
2008-07-08,0.0056024281621172,0.0177569691262391,-0.0122422360989817,ICPAX,2008,2
2006-10-09,-0.0114664809577444,0.0005925878031334,-0.0122419919203954,FSENX,2006,2
2020-07-22,-0.0068450623837655,0.0056921090611463,-0.0122389058575468,VGENX,2020,2
1999-10-06,0.0025578696905914,0.0153107308399766,-0.0122378960706562,PRNEX,1999,2
2015-03-02,-0.0062765456139278,0.0063133783451969,-0.012237415223538,VGENX,2015,2
2023-09-29,-0.014671579647921,-0.0024270830936706,-0.0122341280037707,FRNRX,2023,2
2002-06-04,-0.0096675789229576,0.0024909424642263,-0.012231342562984,FRNRX,2002,2
2016-09-23,-0.0170332023594865,-0.0054793697508455,-0.0122309511205894,VGENX,2016,2
2025-02-21,-0.0301587227833041,-0.0171041357825412,-0.0122300678814394,ICPAX,2025,2
2018-01-30,-0.0231313733742764,-0.0102573115745236,-0.0122287042604992,ICPAX,2018,2
2013-04-17,-0.0268376399871466,-0.0146118075105977,-0.0122257737299457,FNARX,2013,2
2009-08-04,-0.009471483655376,0.0025887409812874,-0.0122234660517302,FNARX,2009,2
2021-02-04,-0.0011955004096518,0.0113659265864993,-0.0122219754886092,PRNEX,2021,2
2003-04-14,0.0068287895256464,0.020653921700976,-0.012220547667131,VGENX,2003,2
2021-11-18,-0.0091115680912993,0.0033965639329351,-0.0122200569031755,ICPAX,2021,2
2011-10-03,-0.0392451920674837,-0.0284576521244611,-0.0122199326304999,PRNEX,2011,2
2007-07-24,-0.0286193212334388,-0.0173408117812114,-0.0122162879019411,PRNEX,2007,2
2011-12-19,-0.0228702805395866,-0.0106913211113524,-0.012216121358816,FNARX,2011,2
2017-06-19,-0.0033599821813158,0.0083252531022042,-0.0122156958366171,FSENX,2017,2
2019-01-22,-0.0259226944606641,-0.013510503591955,-0.012214343276764,FRNRX,2019,2
2003-07-29,-0.0168699975592028,-0.004605748016127,-0.0122135383719062,FSENX,2003,2
1999-12-06,-0.0187553900933287,-0.0073867152564587,-0.0122123240749095,VGENX,1999,2
2008-01-10,-0.0060273163478271,0.0065542054836174,-0.0122079864291602,VGENX,2008,2
2020-08-13,-0.0136547934991876,-0.0018075825273664,-0.0122037449905153,VGENX,2020,2
2022-10-10,-0.0200220146693463,-0.0076355614123537,-0.012199569962754,FSENX,2022,2
2023-02-15,-0.0092419831872506,0.0032473585014387,-0.0121973622931742,ICPAX,2023,2
1999-05-25,-0.0292042066866338,-0.0162059369366374,-0.0121972538957722,ICPAX,1999,2
2000-05-26,-0.0114095864938753,0.0011346714925772,-0.01219699568441,ICPAX,2000,2
2018-08-01,-0.0142858604018973,-0.0016706190717351,-0.0121945726904093,ICPAX,2018,2
2002-07-26,0.0061729364976892,0.0190478783576508,-0.0121937023440912,PRNEX,2002,2
2005-03-29,-0.018379288819363,-0.0066487900017753,-0.0121925642014212,PRNEX,2005,2
2013-04-03,-0.022471786294828,-0.010139315485789,-0.0121916477714579,FRNRX,2013,2
2008-03-07,-0.0227987452638063,-0.0103005896840452,-0.0121914950879409,FSENX,2008,2
2017-04-27,-0.0112269029466259,0.0008390900697934,-0.0121914455094888,VGENX,2017,2
2006-10-11,-0.0133629968691058,-0.0011827363090931,-0.0121909404703813,FRNRX,2006,2
2000-09-06,-0.0242245666129387,-0.0113607538463499,-0.0121895813355965,ICPAX,2000,2
2006-02-15,-0.0086572847466924,0.003522452781562,-0.0121892605222492,PRNEX,2006,2
2018-04-27,-0.0112359300034415,0.0009386304698615,-0.0121876275745198,RYEIX,2018,2
2019-07-15,-0.0117113209083629,0.0003322420748634,-0.0121853814398101,FNARX,2019,2
2016-05-24,0.0015165350711539,0.012962258721304,-0.0121845900742563,FSENX,2016,2
2014-09-02,-0.0127583430528144,-0.0004980395185339,-0.0121837827521589,RYEIX,2014,2
2018-05-22,-0.0145218005418571,-0.0027800824046811,-0.012183161319006,VGENX,2018,2
2009-03-11,-0.0055279806479615,0.0065123769545167,-0.0121812024252808,FRNRX,2009,2
2009-03-30,-0.0469239197870667,-0.0345537754685288,-0.0121807586680231,FNARX,2009,2
2012-06-18,-0.0101661309904764,0.001938256937769,-0.0121797897480212,RYEIX,2012,2
2002-06-24,-0.0071809538094596,0.0052382227044134,-0.0121792922745168,ICPAX,2002,2
2013-03-01,-0.0087951436568762,0.0032974501206619,-0.0121790572474645,FRNRX,2013,2
2015-03-09,-0.0078558736359254,0.0041447301072614,-0.0121786175520496,FNARX,2015,2
2005-04-13,-0.0243447180422927,-0.0117942102145137,-0.0121767179612763,FSENX,2005,2
2015-02-20,-0.0060423744439203,0.0060005016023798,-0.0121750623597208,FRNRX,2015,2
2008-07-07,-0.0225301556022698,-0.0102132075137616,-0.0121748751473817,FRNRX,2008,2
2013-11-18,-0.0156740609884843,-0.0034991624000312,-0.0121739218705304,FSENX,2013,2
2009-11-19,-0.026061625236018,-0.0130313403422835,-0.0121722123975012,RYEIX,2009,2
2004-01-14,-0.0040250266719592,0.008351719254168,-0.0121714035553642,PRNEX,2004,2
2015-07-16,-0.0043369087797112,0.0080243239914166,-0.0121704569816355,PRNEX,2015,2
2009-06-25,0.0097720343738856,0.0217489083656328,-0.0121690266268938,ICPAX,2009,2
2014-10-08,0.0063649935983975,0.0174887929675411,-0.012168901690035,RYEIX,2014,2
2013-04-17,-0.0275387723776876,-0.0146118075105977,-0.0121676627677581,ICPAX,2013,2
2002-10-01,0.0388349941045857,0.0480497101403536,-0.0121655363743722,RYEIX,2002,2
2008-10-21,-0.0421658224670299,-0.0298556339549413,-0.0121654065129678,FNARX,2008,2
2015-07-10,0.0006859941339203,0.0125916300723889,-0.0121638437092022,FNARX,2015,2
2001-11-26,-0.0099322375684667,0.0021612009107963,-0.0121635267540097,PRNEX,2001,2
2017-06-15,-0.0138345852159226,-0.0019239475607352,-0.0121624837437561,PRNEX,2017,2
2017-07-07,-0.0053175656137843,0.0064851137787977,-0.0121616141625278,RYEIX,2017,2
2023-12-06,-0.0162258309992252,-0.0040297869063042,-0.0121585653759911,FRNRX,2023,2
2001-08-24,0.0098477990064484,0.0207546666413154,-0.0121556233431386,RYEIX,2001,2
2018-05-22,-0.0153846153846153,-0.0027800824046811,-0.0121548328946934,ICPAX,2018,2
2017-10-06,-0.0136986116343598,-0.0011390922922694,-0.0121527592203256,ICPAX,2017,2
2003-10-20,-0.0045133211398631,0.0074811694960748,-0.0121517228453869,FRNRX,2003,2
2020-12-24,-0.0080618335807211,0.003890143168084,-0.0121490943121433,RYEIX,2020,2
1999-08-16,-0.0075811775358763,0.0044594008542453,-0.0121466965695121,FRNRX,1999,2
2006-05-18,-0.0172464033152599,-0.0050452994788513,-0.0121464474509308,FRNRX,2006,2
2014-09-02,-0.0125104080687502,-0.0004980395185339,-0.0121462744870715,FSENX,2014,2
2015-04-21,-0.0132340925439419,-0.0011911484697176,-0.0121456988789608,FSENX,2015,2
2010-01-27,-0.007017834691738,0.0047567962005912,-0.0121447104949103,FSENX,2010,2
2000-02-22,-0.0142651471350901,-0.0025410747412516,-0.0121446477677045,VGENX,2000,2
2015-10-21,-0.0182680816304955,-0.0062033815696704,-0.0121444700078355,FNARX,2015,2
2012-05-03,-0.0202900306387916,-0.0076249092474862,-0.0121441831862525,RYEIX,2012,2
2019-10-28,-0.0062003846064583,0.005636735385023,-0.0121431515719806,RYEIX,2019,2
2001-09-26,-0.0157066854210438,-0.0035379879729882,-0.0121395376424786,FRNRX,2001,2
2006-10-20,-0.0119487666736366,0.0002192568445182,-0.0121362319107297,RYEIX,2006,2
2015-03-09,-0.0081529901579833,0.0041447301072614,-0.0121345566507368,VGENX,2015,2
2008-06-25,-0.0074518855225697,0.0047259089413762,-0.0121337728775752,PRNEX,2008,2
2023-10-30,0.0005158587234723,0.0119558251618834,-0.0121335996495792,FSENX,2023,2
2006-08-04,-0.0137233892576624,-0.0017130104904823,-0.0121327798153752,FNARX,2006,2
2017-02-24,-0.0107752905800009,0.0012688123741744,-0.0121320363049837,VGENX,2017,2
2009-08-31,-0.020466147844664,-0.0088989075045419,-0.0121294187164198,PRNEX,2009,2
2014-12-10,-0.0272794068532495,-0.0160310630818958,-0.012127848436919,PRNEX,2014,2
2012-03-02,-0.0150671891529519,-0.0030497420510144,-0.0121271573641354,FNARX,2012,2
2014-09-04,-0.0132485919216871,-0.0014465214787701,-0.0121270801476318,VGENX,2014,2
2000-06-22,-0.0281164686030048,-0.0152158861636678,-0.0121254733493944,ICPAX,2000,2
2025-09-19,-0.0074183871051463,0.0049528251606558,-0.0121238599984472,ICPAX,2025,2
2018-06-01,-0.0021081310699697,0.0098174286354031,-0.0121223103671014,FRNRX,2018,2
2008-04-29,-0.0155173345121886,-0.0039393692043394,-0.0121206260571974,VGENX,2008,2
2019-05-01,-0.0191360224178742,-0.0075167053536762,-0.0121199980327632,PRNEX,2019,2
2006-08-14,-0.0111991507302153,0.0007873164391656,-0.0121176827788494,PRNEX,2006,2
2018-07-16,-0.0129961907988292,-0.0008942814061083,-0.0121174685954276,FRNRX,2018,2
2022-11-21,-0.0160251695357721,-0.0036360192522991,-0.0121169513257247,RYEIX,2022,2
2002-05-16,-0.0071656923548013,0.0051917608941802,-0.0121163532384763,ICPAX,2002,2
2019-11-19,-0.0121795684870373,-0.0002884168819872,-0.0121150469606215,VGENX,2019,2
2015-09-23,-0.0134752301375434,-0.001598973070753,-0.012113644279933,PRNEX,2015,2
2015-08-05,-0.0086557700327191,0.0032958994670235,-0.0121117312076685,RYEIX,2015,2
2008-11-06,-0.0710225940208169,-0.0554111293756525,-0.0121106727864504,RYEIX,2008,2
2016-01-15,-0.0339078323680075,-0.021465934601128,-0.0121094819177547,FRNRX,2016,2
2024-07-09,-0.0109352634885413,0.0009725175646924,-0.0121077797997538,FSENX,2024,2
2004-01-14,-0.0042823380468238,0.008351719254168,-0.0121035806038621,VGENX,2004,2
1999-08-16,-0.007407340063035,0.0044594008542453,-0.0120993562578319,RYEIX,1999,2
2016-02-18,-0.0164948562708633,-0.0040959062406075,-0.0120980734345042,RYEIX,2016,2
2001-09-25,-0.0010660465563789,0.0104272426661082,-0.0120980473100452,RYEIX,2001,2
2011-12-07,-0.0083743357005071,0.0037224598349683,-0.0120974197476928,PRNEX,2011,2
2021-07-07,-0.0084705793798647,0.0035340765644817,-0.0120951220142716,FRNRX,2021,2
2005-04-05,-0.0075497162219753,0.0047602167707212,-0.0120930311117531,VGENX,2005,2
2017-11-08,-0.0101591866082227,0.0017009943494337,-0.0120929204104221,FSENX,2017,2
2020-12-18,-0.01638009879741,-0.0039931009573722,-0.0120925319772975,RYEIX,2020,2
2021-03-31,-0.0077001970142035,0.0040534585655171,-0.0120921243315735,FSENX,2021,2
2015-07-10,0.0007460672675649,0.0125916300723889,-0.0120892398306943,FRNRX,2015,2
2009-08-31,-0.0215866881590803,-0.0088989075045419,-0.0120873984518045,RYEIX,2009,2
2010-06-22,-0.0294115669086095,-0.0165159578053185,-0.0120864808998958,ICPAX,2010,2
2016-05-24,0.0011375916702953,0.012962258721304,-0.0120863935303647,FNARX,2016,2
2004-04-29,-0.0208050216316195,-0.0087753516655663,-0.0120850219049594,FNARX,2004,2
2021-09-08,-0.0134240765463329,-0.0012182117805028,-0.0120844354736749,RYEIX,2021,2
2015-09-01,-0.042404411164467,-0.0298472218116198,-0.0120830017742539,FRNRX,2015,2
2013-02-20,-0.0253651515637048,-0.0124633019179064,-0.0120791988960385,RYEIX,2013,2
2013-10-23,-0.0169171130445006,-0.0047889287981203,-0.0120778644399839,FRNRX,2013,2
2016-06-27,-0.0290228725480427,-0.0179097919165888,-0.0120761743386754,PRNEX,2016,2
2016-08-22,-0.0119185465092302,-4.549641727946696e-05,-0.0120757360120784,VGENX,2016,2
2021-11-12,-0.0040322187408926,0.0075467188136577,-0.0120744076138152,FSENX,2021,2
2007-05-24,-0.0205567572828335,-0.0090526220704707,-0.012073152709356,PRNEX,2007,2
1999-09-28,-0.0144436402254585,-0.0019441671303953,-0.0120716464940533,ICPAX,1999,2
2005-09-22,-0.0083370291973575,0.0035564729176282,-0.012069812665083,RYEIX,2005,2
2016-12-07,0.0012801941321227,0.0130807965136214,-0.0120634542459352,FNARX,2016,2
2017-03-02,-0.0189003195042065,-0.0062975176869144,-0.0120610606274731,ICPAX,2017,2
2014-12-15,-0.0190162961281691,-0.0068698793673684,-0.0120608971153185,FRNRX,2014,2
2001-12-06,-0.0125496859925556,-0.0005117000173567,-0.01206001664509,FRNRX,2001,2
2016-07-27,-0.0130099851227871,-0.0010612245770371,-0.0120573546580576,FSENX,2016,2
2009-03-24,-0.0318090215645965,-0.0197034302118928,-0.012057193286533,FNARX,2009,2
2004-11-08,-0.0133797880403591,-0.0014492586960112,-0.0120554344237777,FNARX,2004,2
2020-10-01,-0.0057533953808084,0.0064199803395761,-0.012053980933764,PRNEX,2020,2
2002-10-21,0.0055095011801435,0.0172606816447833,-0.0120537157099873,FNARX,2002,2
2001-02-12,-0.0014012178576428,0.0114537979966535,-0.0120536960278765,VGENX,2001,2
2011-08-22,-0.011210287999963,0.0007990575174039,-0.0120535480038239,FRNRX,2011,2
2023-04-21,-0.0112320336977386,0.0007769202322989,-0.0120527819583574,FRNRX,2023,2
2006-03-31,-0.0118502918690973,0.0002313594112479,-0.0120506143649127,RYEIX,2006,2
2016-08-31,-0.0144475713536998,-0.0028440301808041,-0.0120505676481345,VGENX,2016,2
2006-11-07,-0.0081162114355797,0.0038383309633689,-0.0120501550139385,FRNRX,2006,2
2007-05-24,-0.0210496585794587,-0.0090526220704707,-0.0120497560724227,FNARX,2007,2
2013-04-19,-0.0028584465234194,0.0086933432056843,-0.0120484252945546,RYEIX,2013,2
2024-01-19,0.0011521617427192,0.0124662752365976,-0.0120460215974623,RYEIX,2024,2
2001-03-19,0.009523709611823,0.0203463797352057,-0.0120459658721586,RYEIX,2001,2
2009-08-04,-0.0091835823468539,0.0025887409812874,-0.0120449617211379,FSENX,2009,2
2018-11-27,-0.0089682275339175,0.0033643013141597,-0.0120436095076282,ICPAX,2018,2
2007-01-11,-0.007309030196806,0.0043804005594794,-0.0120425936095947,FSENX,2007,2
1999-07-07,-0.0106154524375704,0.0013449283464876,-0.0120416684337603,VGENX,1999,2
2006-10-20,-0.0116636073895642,0.0002192568445182,-0.0120393541440477,PRNEX,2006,2
2020-12-11,-0.0133290763606312,-0.0011726075020022,-0.0120378833585868,RYEIX,2020,2
2020-12-18,-0.0160524478326368,-0.0039931009573722,-0.0120361705518802,FSENX,2020,2
2009-08-17,-0.0342952960841423,-0.0246063872874727,-0.0120360111206527,VGENX,2009,2
2016-02-19,-0.0125787039308054,-0.0004686255652678,-0.0120353917790454,RYEIX,2016,2
2006-01-18,-0.0160443809481635,-0.0039741734703553,-0.0120336694771189,FRNRX,2006,2
2011-02-09,-0.0143030029493362,-0.0022627372063719,-0.0120326771474113,FRNRX,2011,2
2016-10-31,-0.0117903226800818,4.696272535964496e-05,-0.0120318986989202,VGENX,2016,2
2003-07-25,0.0065914745957624,0.0176666114202355,-0.0120254359709631,FSENX,2003,2
2015-12-14,-0.0067033060339597,0.0050525090435156,-0.0120254154651822,RYEIX,2015,2
2000-11-06,-0.0052139105802032,0.0070035636257577,-0.0120237838309747,ICPAX,2000,2
