Date,Fund_Return,SPY_Return,Residual,Fund,Year,Quantile
2007-12-28,-3.506830606897449,-0.002505917923125,-3.5038821629803443,ICPAX,2007,1
2020-03-09,-0.2467501300286595,-0.078095014606548,-0.1637398015923519,RYEIX,2020,1
2020-03-09,-0.2221486010536997,-0.078095014606548,-0.1427632744647776,FRNRX,2020,1
2020-03-09,-0.21710795300829,-0.078095014606548,-0.1356593210295284,FSENX,2020,1
2000-12-14,-0.1403611441727302,-0.0127391718540439,-0.1269116716765164,ICPAX,2000,1
2020-03-09,-0.1989690862738807,-0.078095014606548,-0.1202713101646521,FNARX,2020,1
2020-03-09,-0.19736832894454,-0.078095014606548,-0.1168528403806332,ICPAX,2020,1
2020-03-09,-0.1773440011630039,-0.078095014606548,-0.1062661918685164,VGENX,2020,1
2001-01-03,-0.0404627054584021,0.0480351319625829,-0.0914477486934155,RYEIX,2001,1
2008-10-13,0.0600706517564375,0.1451976157706251,-0.0885494121563184,ICPAX,2008,1
2000-04-03,-0.0817456916260379,0.0058187643300025,-0.087339762811384,ICPAX,2000,1
2001-01-03,-0.0344575740205443,0.0480351319625829,-0.0848078898191717,FSENX,2001,1
2008-12-04,-0.1070432706381649,-0.0231326714841013,-0.0830272127740137,FSENX,2008,1
2014-11-28,-0.0848349740076589,-0.0021191478062659,-0.0825382163303829,RYEIX,2014,1
2008-11-20,-0.158961835211727,-0.0742337456289921,-0.0815480133253204,FSENX,2008,1
2008-10-28,0.0387595802411719,0.1168554579812042,-0.0807766936132642,ICPAX,2008,1
2014-11-28,-0.0823928847978787,-0.0021191478062659,-0.0803922822157125,FNARX,2014,1
2008-11-20,-0.154869823069584,-0.0742337456289921,-0.0794110798624547,FRNRX,2008,1
2014-11-28,-0.0809568096286251,-0.0021191478062659,-0.0788325020801643,FRNRX,2014,1
2020-03-18,-0.1301653173147607,-0.0506326962787803,-0.0787068415611751,FRNRX,2020,1
2008-12-04,-0.1017341859331358,-0.0231326714841013,-0.0785205595342016,FNARX,2008,1
2014-11-28,-0.0803993601043184,-0.0021191478062659,-0.0783412590424768,FSENX,2014,1
2008-10-02,-0.1133502286655416,-0.0362742175075757,-0.0768702918153452,FNARX,2008,1
2020-03-18,-0.1302104672689323,-0.0506326962787803,-0.0763749527163815,RYEIX,2020,1
2008-11-20,-0.1508749120126922,-0.0742337456289921,-0.0760750633543574,FNARX,2008,1
2020-03-18,-0.1279590264108099,-0.0506326962787803,-0.0752069809149924,FSENX,2020,1
2001-01-03,-0.030735963356388,0.0480351319625829,-0.0747758517441804,VGENX,2001,1
2020-03-17,-0.0171672617525217,0.0539920429826394,-0.0744806771321593,RYEIX,2020,1
2008-10-15,-0.1771596288884798,-0.0984478224839104,-0.0744434511602056,FSENX,2008,1
2001-01-03,-0.0248101362291884,0.0480351319625829,-0.073439972766171,FNARX,2001,1
2014-11-28,-0.0749624346162114,-0.0021191478062659,-0.0724108814709078,ICPAX,2014,1
2000-03-15,-0.0480411434040054,0.0233306086455016,-0.0716052932047512,ICPAX,2000,1
2020-03-18,-0.1230768473195524,-0.0506326962787803,-0.0707422864991808,ICPAX,2020,1
2008-12-04,-0.0936524510154422,-0.0231326714841013,-0.070159170379143,FRNRX,2008,1
2008-10-02,-0.1078881826367268,-0.0362742175075757,-0.0701399442814292,FSENX,2008,1
2008-10-22,-0.1245624923068953,-0.0544535637810731,-0.0697306164204231,FNARX,2008,1
2001-01-03,-0.0201637797329291,0.0480351319625829,-0.0690421250975018,FRNRX,2001,1
2008-10-15,-0.1688633571296692,-0.0984478224839104,-0.0687809494390162,FRNRX,2008,1
2020-03-17,-0.0113851274443612,0.0539920429826394,-0.0679600820450744,FSENX,2020,1
2000-10-13,-0.0325656096482607,0.033333342363945,-0.067932088923045,RYEIX,2000,1
2014-11-28,-0.0696400812035938,-0.0021191478062659,-0.0679046702442287,VGENX,2014,1
2000-04-17,-0.0307395945443967,0.0349270936891752,-0.0677992083075234,RYEIX,2000,1
2008-10-15,-0.1668269001082716,-0.0984478224839104,-0.0675830887476593,FNARX,2008,1
2008-11-20,-0.1450846656584126,-0.0742337456289921,-0.0661763872541087,RYEIX,2008,1
2020-03-09,-0.1397112143088432,-0.078095014606548,-0.065257074786804,PRNEX,2020,1
2022-06-23,-0.05509471617376,0.0098025085354958,-0.065128952859406,FNARX,2022,1
2008-10-22,-0.1169329617587862,-0.0544535637810731,-0.0650684095993478,PRNEX,2008,1
2008-09-02,-0.0708683033696947,-0.0062118048948547,-0.0647361884517049,FNARX,2008,1
2000-10-13,-0.0293625791878661,0.033333342363945,-0.064350347235207,FSENX,2000,1
2001-09-24,-0.0273714915964927,0.035156349417204,-0.0642642000402883,FSENX,2001,1
2008-10-15,-0.1535368650873116,-0.0984478224839104,-0.063883255732784,VGENX,2008,1
2000-04-10,-0.0675881741687747,-0.0039209864433521,-0.0631876334823904,ICPAX,2000,1
2008-09-02,-0.0692828024042447,-0.0062118048948547,-0.0629481036172587,FSENX,2008,1
2008-10-22,-0.1196784466857417,-0.0544535637810731,-0.0629338083792673,FSENX,2008,1
2008-09-09,-0.0937443834177973,-0.0296874479494589,-0.062878950804235,FSENX,2008,1
2008-10-02,-0.0997179260992182,-0.0362742175075757,-0.0628608066506584,FRNRX,2008,1
2008-12-04,-0.0873856679226908,-0.0231326714841013,-0.062765025021097,RYEIX,2008,1
2000-10-13,-0.0289472653002837,0.033333342363945,-0.0627357350257604,FNARX,2000,1
2001-11-15,-0.0605094373559508,0.0018321436982271,-0.062580214891491,FSENX,2001,1
2008-10-22,-0.1175954113180676,-0.0544535637810731,-0.0622514370597827,FRNRX,2008,1
2020-03-18,-0.1082620766701759,-0.0506326962787803,-0.0622488450750234,VGENX,2020,1
2001-09-18,-0.0645993833410308,-0.0023969724666429,-0.0621925516532703,FRNRX,2001,1
2014-11-28,-0.0634815160908013,-0.0021191478062659,-0.0616228992887522,PRNEX,2014,1
2008-09-09,-0.0911952227780023,-0.0296874479494589,-0.0613645895693114,FNARX,2008,1
2008-10-02,-0.0955867064726953,-0.0362742175075757,-0.0610926589354871,PRNEX,2008,1
2000-10-13,-0.0298101552817875,0.033333342363945,-0.060431870326882,VGENX,2000,1
2001-09-24,-0.0280216529682808,0.035156349417204,-0.060307207948063,VGENX,2001,1
2020-03-17,-0.005102152958,0.0539920429826394,-0.0601300581218302,ICPAX,2020,1
2020-03-18,-0.1109375668940358,-0.0506326962787803,-0.0599628334159234,FNARX,2020,1
2022-06-17,-0.0574576407783501,0.0021558874050806,-0.0598667123781841,FSENX,2022,1
2001-11-15,-0.0577450330141253,0.0018321436982271,-0.0596159254900731,VGENX,2001,1
2008-09-29,-0.1410705628963144,-0.078361859379052,-0.0593430930568781,FSENX,2008,1
2001-01-03,-0.0132121104489785,0.0480351319625829,-0.0592762921591892,PRNEX,2001,1
2000-01-07,0.0,0.0580764854610522,-0.0592192256846616,ICPAX,2000,1
2008-10-10,-0.0833333636212637,-0.0242553908963618,-0.0589863588324429,FNARX,2008,1
2008-10-15,-0.1634615509328059,-0.0984478224839104,-0.0588292539959906,RYEIX,2008,1
2008-08-04,-0.068185602532192,-0.0092737626370318,-0.0586513291824619,FSENX,2008,1
2008-10-15,-0.1519472786423165,-0.0984478224839104,-0.0580458752863466,PRNEX,2008,1
2000-04-17,-0.0212158159863988,0.0349270936891752,-0.0578689650183644,FSENX,2000,1
2020-03-17,-0.0031152225402363,0.0539920429826394,-0.057758524371291,FNARX,2020,1
2001-11-15,-0.055664227265596,0.0018321436982271,-0.0575651557730109,RYEIX,2001,1
2008-10-22,-0.1153397384458565,-0.0544535637810731,-0.0574450946922151,RYEIX,2008,1
2008-11-20,-0.1245812962987853,-0.0742337456289921,-0.0570276277979075,VGENX,2008,1
2000-06-02,-0.0406002650790964,0.0174193946363185,-0.0566974824265971,VGENX,2000,1
2001-12-13,-0.0769830811415509,-0.0194252849676326,-0.0566725392960451,ICPAX,2001,1
2008-10-10,-0.0810689123992578,-0.0242553908963618,-0.0564339212495955,FRNRX,2008,1
2000-04-17,-0.0209629986080939,0.0349270936891752,-0.0563603505628644,FNARX,2000,1
2008-11-20,-0.1267348141155376,-0.0742337456289921,-0.0559701466797466,PRNEX,2008,1
2008-10-22,-0.1052742076591383,-0.0544535637810731,-0.0557737092845731,VGENX,2008,1
2022-05-09,-0.0888311324897522,-0.0320171553817457,-0.0555312859271324,FSENX,2022,1
2000-06-02,-0.036909797668483,0.0174193946363185,-0.0553699670837719,RYEIX,2000,1
2020-03-06,-0.0729746654736822,-0.0165306736800334,-0.0553677078296764,RYEIX,2020,1
2022-09-23,-0.0726324463292792,-0.016754737280882,-0.0552809729426938,FSENX,2022,1
2008-09-02,-0.0614159035539687,-0.0062118048948547,-0.0551297105204928,FRNRX,2008,1
2008-07-23,-0.0492970450539393,0.005412765132021,-0.0551093716972858,FSENX,2008,1
2008-07-23,-0.0492887093085309,0.005412765132021,-0.0548915268378727,FNARX,2008,1
2008-07-22,-0.0426096484838601,0.0113447959965431,-0.0546206155584891,FSENX,2008,1
2022-03-09,-0.0264183455519597,0.0268108009904481,-0.054590422717738,FSENX,2022,1
2008-08-04,-0.0636707526353217,-0.0092737626370318,-0.0544476100769152,FNARX,2008,1
2022-07-05,-0.0521870645759422,0.0018884000192527,-0.0542320570483186,FNARX,2022,1
2020-03-12,-0.1411168145574655,-0.0956772597700792,-0.053991869519726,VGENX,2020,1
2008-10-10,-0.0790593193031667,-0.0242553908963618,-0.0538700824551627,FSENX,2008,1
2022-06-23,-0.0432701925066667,0.0098025085354958,-0.0536695554559894,FSENX,2022,1
2008-09-02,-0.0600994792310617,-0.0062118048948547,-0.0534548545083118,RYEIX,2008,1
2008-11-12,-0.0976767876174333,-0.0440014030179608,-0.053396304186785,FNARX,2008,1
2001-11-14,-0.0521777783005256,0.0009601270494181,-0.0533373472163692,FSENX,2001,1
2000-03-20,-0.0589059728709693,-0.0051041192812664,-0.0532913401833808,ICPAX,2000,1
2022-09-23,-0.0700503627400589,-0.016754737280882,-0.0532752219672826,FNARX,2022,1
2023-03-15,-0.0600412606109538,-0.0062543951079353,-0.0532462527063278,ICPAX,2023,1
2022-03-15,-0.0299593199864992,0.0219903081440757,-0.0530942517734597,FSENX,2022,1
2001-09-24,-0.0157396677089922,0.035156349417204,-0.0530428331314215,RYEIX,2001,1
2008-07-22,-0.041402539994091,0.0113447959965431,-0.0529937064524437,FNARX,2008,1
2000-10-13,-0.0207653201324874,0.033333342363945,-0.0527818292621666,PRNEX,2000,1
2000-06-02,-0.0343350244972673,0.0174193946363185,-0.0526936073534536,FSENX,2000,1
2022-05-09,-0.0867402077674616,-0.0320171553817457,-0.0526810622211394,RYEIX,2022,1
2008-10-02,-0.0912343103561983,-0.0362742175075757,-0.0526526407559946,RYEIX,2008,1
2022-09-23,-0.0704670203822304,-0.016754737280882,-0.0526220269768274,RYEIX,2022,1
2022-06-17,-0.0502374158307967,0.0021558874050806,-0.0525524351855392,FNARX,2022,1
2023-03-15,-0.0587789328032021,-0.0062543951079353,-0.0523997296259309,FSENX,2023,1
2008-09-09,-0.0823007784043995,-0.0296874479494589,-0.052141845494238,FRNRX,2008,1
2020-11-30,-0.0564888203915016,-0.0044271004487226,-0.0517401907348627,RYEIX,2020,1
2022-05-09,-0.0839216513247192,-0.0320171553817457,-0.0517391926913696,FNARX,2022,1
2001-04-18,-0.0098407420291845,0.0397452594201717,-0.0515286047345728,FSENX,2001,1
2025-04-09,0.0446726496813254,0.1050193384866668,-0.0513761425073411,VGENX,2025,1
2008-09-29,-0.1299579742372568,-0.078361859379052,-0.0509908199598879,FNARX,2008,1
2008-07-17,-0.0401378021852322,0.0100027539572391,-0.0507464103990765,FSENX,2008,1
2020-11-30,-0.0551147432674311,-0.0044271004487226,-0.0506449607949989,FSENX,2020,1
2022-09-23,-0.0681818998375927,-0.016754737280882,-0.0506117861852845,ICPAX,2022,1
2008-09-08,-0.0293040823624651,0.0206557319225779,-0.0502945817734206,FNARX,2008,1
2000-10-13,-0.0163656788116531,0.033333342363945,-0.0502935498486989,FRNRX,2000,1
2008-10-10,-0.0758622909113951,-0.0242553908963618,-0.0500489180477696,RYEIX,2008,1
2008-09-02,-0.0556317308146934,-0.0062118048948547,-0.0498625488138189,PRNEX,2008,1
2022-06-22,-0.0514190284194142,-0.001812993874123,-0.0497274863619707,FNARX,2022,1
2022-07-05,-0.0475590402961623,0.0018884000192527,-0.0496886025403442,FSENX,2022,1
2001-04-18,-0.0074259012899727,0.0397452594201717,-0.0496041320170862,RYEIX,2001,1
2008-07-23,-0.0437104225265899,0.005412765132021,-0.0494152528995476,RYEIX,2008,1
2001-11-14,-0.0483270386645238,0.0009601270494181,-0.0493015732991091,RYEIX,2001,1
2008-09-02,-0.0547394080630981,-0.0062118048948547,-0.0492686707423767,VGENX,2008,1
2008-07-17,-0.0387824377158377,0.0100027539572391,-0.0490188209317736,FNARX,2008,1
2001-09-24,-0.0133687357979586,0.035156349417204,-0.0489975200100395,FNARX,2001,1
2008-12-18,-0.0666449693058931,-0.0186834409835702,-0.0489590434866982,PRNEX,2008,1
2000-11-29,-0.0509772616439614,-0.0018699241751771,-0.0489452686877723,RYEIX,2000,1
2020-03-06,-0.0656753238091658,-0.0165306736800334,-0.0488957155470958,FRNRX,2020,1
2008-10-02,-0.0816751768436371,-0.0362742175075757,-0.0487667823022893,VGENX,2008,1
2023-03-15,-0.0548958663451383,-0.0062543951079353,-0.0487207568671551,FNARX,2023,1
2000-01-07,0.0129742596617874,0.0580764854610522,-0.0486782959063942,RYEIX,2000,1
2008-08-04,-0.0584957900768774,-0.0092737626370318,-0.0485982700165325,RYEIX,2008,1
2022-05-09,-0.0815533006299403,-0.0320171553817457,-0.0483213955527919,ICPAX,2022,1
2022-06-17,-0.0460616747190517,0.0021558874050806,-0.0483065349470431,RYEIX,2022,1
2001-11-14,-0.0472118644283721,0.0009601270494181,-0.0482868762074202,VGENX,2001,1
2020-04-16,-0.0430515967429114,0.0048243908154679,-0.0482491051375655,FSENX,2020,1
2009-06-03,-0.0608761354483271,-0.01265181993323,-0.0482428646802361,FNARX,2009,1
2008-09-08,-0.026494942027504,0.0206557319225779,-0.0482353163156692,FSENX,2008,1
2008-12-18,-0.0675762915705625,-0.0186834409835702,-0.0482094307012603,FSENX,2008,1
2020-04-16,-0.0431034365495875,0.0048243908154679,-0.0481832027537251,RYEIX,2020,1
2016-03-08,-0.0598085485049939,-0.0109180643006627,-0.0481641913993338,RYEIX,2016,1
2001-09-24,-0.0142925944234408,0.035156349417204,-0.0480510007571553,PRNEX,2001,1
2008-12-18,-0.0667364085167002,-0.0186834409835702,-0.0480142531352427,FNARX,2008,1
2020-11-30,-0.0528051635907413,-0.0044271004487226,-0.0478852653597714,ICPAX,2020,1
2022-08-03,-0.0313372990169773,0.0156594411942414,-0.0478568289733415,FSENX,2022,1
2023-03-15,-0.0543899832014403,-0.0062543951079353,-0.0477001124246222,RYEIX,2023,1
2008-12-04,-0.0695774305824392,-0.0231326714841013,-0.0476402309378751,PRNEX,2008,1
2009-06-03,-0.0605160699644458,-0.01265181993323,-0.047451915699794,FSENX,2009,1
2008-11-12,-0.0917942096759719,-0.0440014030179608,-0.0470791972939046,FRNRX,2008,1
2022-03-09,-0.0197883603946328,0.0268108009904481,-0.0469923644387166,FNARX,2022,1
2001-11-15,-0.0449591914349895,0.0018321436982271,-0.0468530125505365,FRNRX,2001,1
2008-12-04,-0.0677023484177401,-0.0231326714841013,-0.0467881088294981,VGENX,2008,1
2022-09-23,-0.0636110940723885,-0.016754737280882,-0.046603632113342,FRNRX,2022,1
2020-03-17,0.0083332884365689,0.0539920429826394,-0.0466027307016081,FRNRX,2020,1
2000-04-17,-0.0143584233917173,0.0349270936891752,-0.046434739007961,VGENX,2000,1
2000-04-17,-0.012873676068978,0.0349270936891752,-0.0464130267984103,PRNEX,2000,1
2008-11-12,-0.0863107112010105,-0.0440014030179608,-0.0463497932961712,VGENX,2008,1
2009-03-02,-0.0916474391320113,-0.045042371143081,-0.0463161047365644,FNARX,2009,1
2020-06-10,-0.0522387189318264,-0.005579964927704,-0.0462653344600243,RYEIX,2020,1
2008-12-18,-0.0660562863807537,-0.0186834409835702,-0.0461623191454193,RYEIX,2008,1
2001-11-15,-0.0441302431115868,0.0018321436982271,-0.0461184451714623,FNARX,2001,1
2009-03-02,-0.0929640699969194,-0.045042371143081,-0.0460536015598809,FSENX,2009,1
2022-07-05,-0.0439624745393891,0.0018884000192527,-0.0459231674001305,RYEIX,2022,1
2008-09-15,-0.0954167386876232,-0.0475857684284434,-0.0458485623583092,FSENX,2008,1
2008-11-12,-0.0916533398927553,-0.0440014030179608,-0.0458306249174591,FSENX,2008,1
2000-12-05,-0.0108109456083798,0.0328090049722087,-0.0456203908544407,RYEIX,2000,1
2008-07-22,-0.033537542662116,0.0113447959965431,-0.0455443135471442,RYEIX,2008,1
2000-01-07,0.0132779856999623,0.0580764854610522,-0.0454885358681125,FNARX,2000,1
2023-10-04,-0.0377075850656226,0.0072819228911886,-0.0454730770115497,FSENX,2023,1
2008-08-04,-0.0547623734491816,-0.0092737626370318,-0.0453624288340185,FRNRX,2008,1
2022-03-09,-0.0181450652618363,0.0268108009904481,-0.0452804739721905,ICPAX,2022,1
1999-04-19,-0.06149176671495,-0.0154429289117038,-0.0452677876614749,ICPAX,1999,1
2001-04-18,-0.0048027011993385,0.0397452594201717,-0.0452509485957515,FRNRX,2001,1
2000-03-29,-0.0445290501918365,0.0010345813432284,-0.045213750163398,ICPAX,2000,1
2022-07-05,-0.043478298437847,0.0018884000192527,-0.0450391590498885,ICPAX,2022,1
2022-06-23,-0.0350256713806452,0.0098025085354958,-0.0450246782003631,FRNRX,2022,1
2009-06-22,-0.0751420468489522,-0.0299868470908745,-0.0450091720355243,FNARX,2009,1
2000-06-02,-0.0272160683711568,0.0174193946363185,-0.0449395050569336,FNARX,2000,1
2002-10-25,-0.0228173171297697,0.0208230698182672,-0.0447325501584901,FSENX,2002,1
2008-07-23,-0.0391804736348792,0.005412765132021,-0.0447154833597019,FRNRX,2008,1
2005-11-10,-0.0364107431384274,0.0077620715900046,-0.0446779636163668,FSENX,2005,1
2023-02-02,-0.0292784454170873,0.0145571583598422,-0.0446461514702955,FSENX,2023,1
2008-09-29,-0.1159631757947856,-0.078361859379052,-0.0446418199994433,VGENX,2008,1
2000-01-07,0.0144508865740342,0.0580764854610522,-0.0446386644866394,FRNRX,2000,1
2022-08-03,-0.0286625207016995,0.0156594411942414,-0.0446092951362727,FNARX,2022,1
2022-03-09,-0.0161359769072535,0.0268108009904481,-0.0445731821000144,RYEIX,2022,1
2022-06-22,-0.046230264651509,-0.001812993874123,-0.0444920773233142,FSENX,2022,1
2022-07-05,-0.0424851361041065,0.0018884000192527,-0.0444361651314938,FRNRX,2022,1
2008-09-09,-0.0759694456034749,-0.0296874479494589,-0.0443852834117753,RYEIX,2008,1
2008-07-16,-0.0182986122043298,0.0245475738069926,-0.0443314598674057,RYEIX,2008,1
2023-03-15,-0.050660751947869,-0.0062543951079353,-0.0443312482763926,FRNRX,2023,1
2014-12-08,-0.0514430317456721,-0.0066827507730409,-0.0442980938963529,RYEIX,2014,1
2008-10-27,-0.0797439087171332,-0.0355010629441399,-0.0440444666768342,FNARX,2008,1
2008-08-08,-0.0250207172565329,0.0185810396913421,-0.0439168275308349,FNARX,2008,1
2000-01-07,0.0170435397248247,0.0580764854610522,-0.0437994287929026,FSENX,2000,1
2022-07-05,-0.0418046239461158,0.0018884000192527,-0.0437268609921977,VGENX,2022,1
2000-04-17,-0.0081246022155599,0.0349270936891752,-0.0436731833105516,FRNRX,2000,1
2001-04-18,-0.0071550114214634,0.0397452594201717,-0.0436288177335573,VGENX,2001,1
2015-12-07,-0.0500842893545994,-0.0060586785937748,-0.043602339584539,RYEIX,2015,1
2008-10-07,-0.090131378552591,-0.0447863192732475,-0.043488469996663,FSENX,2008,1
2008-09-08,-0.0215179542643577,0.0206557319225779,-0.0434162725229004,RYEIX,2008,1
2007-11-12,-0.0532786684098255,-0.0099218293307792,-0.0434013064820223,FNARX,2007,1
2008-12-18,-0.0600875449864825,-0.0186834409835702,-0.0432340726740336,VGENX,2008,1
2022-03-15,-0.0207853094429834,0.0219903081440757,-0.0431230553988763,FNARX,2022,1
2020-03-06,-0.0601072099603466,-0.0165306736800334,-0.0429898705031218,FSENX,2020,1
2008-09-15,-0.0908239347161832,-0.0475857684284434,-0.0429250562944669,FNARX,2008,1
2020-07-09,-0.0489704878874669,-0.0056927121836906,-0.0428773254650179,RYEIX,2020,1
2000-04-14,-0.1019389087301054,-0.0571926007731737,-0.0428727896940506,ICPAX,2000,1
2008-09-29,-0.1175065121682509,-0.078361859379052,-0.0427974004219928,PRNEX,2008,1
2008-07-22,-0.0311953305887424,0.0113447959965431,-0.0427627130771061,FRNRX,2008,1
2021-04-05,-0.0274904526881537,0.0143531998763954,-0.0426932255361013,RYEIX,2021,1
2008-09-09,-0.0695853251373437,-0.0296874479494589,-0.0426886079571932,VGENX,2008,1
2016-03-08,-0.0537488959513468,-0.0109180643006627,-0.0426768358672546,FRNRX,2016,1
2001-05-02,-0.0440983021134304,-0.00181106823296,-0.0426440722368326,VGENX,2001,1
2005-11-10,-0.0343606326694539,0.0077620715900046,-0.0425612675789965,RYEIX,2005,1
2020-06-09,-0.0504617004371507,-0.0074566273847768,-0.0424946285696136,RYEIX,2020,1
2022-03-15,-0.0190886654930917,0.0219903081440757,-0.042404781492203,RYEIX,2022,1
2006-09-11,-0.0411970625298313,0.0009975523037755,-0.0423427496741125,FNARX,2006,1
2023-02-02,-0.0274538596530545,0.0145571583598422,-0.0422878862982796,FNARX,2023,1
2020-06-10,-0.0479320910636227,-0.005579964927704,-0.0422576296988498,FSENX,2020,1
2000-12-05,-0.0077832453060414,0.0328090049722087,-0.042223110109067,FSENX,2000,1
2008-12-18,-0.0611619878367551,-0.0186834409835702,-0.0421931976326685,FRNRX,2008,1
2009-03-02,-0.0850584001874915,-0.045042371143081,-0.0421863146855183,PRNEX,2009,1
2008-07-16,-0.0163522301188181,0.0245475738069926,-0.042159361476838,FSENX,2008,1
2008-11-12,-0.0840283841268806,-0.0440014030179608,-0.042150951642511,PRNEX,2008,1
2009-06-22,-0.0732798009141458,-0.0299868470908745,-0.0421015129454016,FSENX,2009,1
2008-08-04,-0.0507547761817315,-0.0092737626370318,-0.0420598701029181,PRNEX,2008,1
2008-12-01,-0.1313182333565338,-0.0885776426882181,-0.0420383082194704,FNARX,2008,1
2022-06-23,-0.0313698545873276,0.0098025085354958,-0.0417381640324193,RYEIX,2022,1
2001-04-18,-0.0014223322138841,0.0397452594201717,-0.041683593048086,FNARX,2001,1
2008-07-17,-0.0310661545214847,0.0100027539572391,-0.0416471962945871,RYEIX,2008,1
2001-05-02,-0.0433028882013004,-0.00181106823296,-0.0415667130604056,FSENX,2001,1
2008-09-08,-0.0204907242002737,0.0206557319225779,-0.0415265396024324,FRNRX,2008,1
2020-03-06,-0.0588238035360616,-0.0165306736800334,-0.0414836165807682,ICPAX,2020,1
2006-10-03,-0.0390917497191921,0.0021038079760709,-0.0414464012288967,FSENX,2006,1
2008-12-01,-0.1314578918514301,-0.0885776426882181,-0.0414126207048372,FRNRX,2008,1
2007-11-12,-0.0514274730989783,-0.0099218293307792,-0.0413684995674788,FRNRX,2007,1
2022-08-04,-0.0418298108079786,-0.0006755619650964,-0.041280176199779,FSENX,2022,1
2000-06-02,-0.0235296286390597,0.0174193946363185,-0.0412743632385165,FRNRX,2000,1
2020-04-16,-0.0363320801076404,0.0048243908154679,-0.0412687630059508,FRNRX,2020,1
2016-01-25,-0.0561270664532876,-0.0151164737784692,-0.0410057426808214,FNARX,2016,1
2008-09-09,-0.0690787064561079,-0.0296874479494589,-0.0408783676878246,PRNEX,2008,1
2021-11-19,-0.0425826836389265,-0.00178823419782,-0.0408703687874774,FSENX,2021,1
2000-12-05,-0.010724601126037,0.0328090049722087,-0.0408677587842793,VGENX,2000,1
2005-11-10,-0.0326883234955293,0.0077620715900046,-0.0406627515462735,FNARX,2005,1
2016-01-06,-0.054020670260909,-0.0126142696830235,-0.0405743357785259,RYEIX,2016,1
2008-08-08,-0.0207954598180732,0.0185810396913421,-0.0404897121638273,RYEIX,2008,1
2008-11-03,-0.0372833613369725,0.002891420044377,-0.0404610234011176,FSENX,2008,1
1999-04-05,-0.0153172336363835,0.0236772419708026,-0.0404254773008131,RYEIX,1999,1
2002-10-25,-0.0183276303140401,0.0208230698182672,-0.0404037213266586,RYEIX,2002,1
2008-07-16,-0.0154664812072222,0.0245475738069926,-0.0403857712318273,FNARX,2008,1
1999-04-20,-0.0269729759963335,0.012548047458597,-0.040258030711656,RYEIX,1999,1
2015-12-07,-0.0468082099672922,-0.0060586785937748,-0.0402140399117489,ICPAX,2015,1
2000-11-29,-0.0419033429429123,-0.0018699241751771,-0.0401056666346467,FSENX,2000,1
2022-08-03,-0.0234724264640073,0.0156594411942414,-0.0400628952406302,RYEIX,2022,1
2006-10-03,-0.0378572309426703,0.0021038079760709,-0.0400273116104548,FRNRX,2006,1
2000-01-07,0.015639344101159,0.0580764854610522,-0.0400194277958776,PRNEX,2000,1
2016-01-25,-0.0560554403189688,-0.0151164737784692,-0.0399508692699376,RYEIX,2016,1
2008-05-01,-0.0179443839200363,0.0206855423048568,-0.0398743714770122,RYEIX,2008,1
2011-08-08,-0.1070748991710862,-0.0651232983121362,-0.0398705591868256,ICPAX,2011,1
2020-11-30,-0.0436877968061784,-0.0044271004487226,-0.0398459410214778,VGENX,2020,1
2020-03-16,-0.1394679759680046,-0.1094238652035575,-0.0397966444279598,VGENX,2020,1
2022-03-09,-0.0124542742495213,0.0268108009904481,-0.0397492733698223,FRNRX,2022,1
2022-08-03,-0.0240480774362311,0.0156594411942414,-0.0397403275279878,ICPAX,2022,1
2023-10-04,-0.0322125189365353,0.0072819228911886,-0.0397022398082395,FNARX,2023,1
2000-01-31,-0.0122020116120596,0.0271388173947921,-0.0396740199670318,ICPAX,2000,1
2008-03-19,-0.0644989732376433,-0.0247697650660033,-0.0396327108660096,FNARX,2008,1
2000-12-05,-0.0062809850387247,0.0328090049722087,-0.0395401393695322,FNARX,2000,1
2015-12-04,-0.0187742626379527,0.0195024230379259,-0.0394473539634078,RYEIX,2015,1
2006-09-11,-0.0382273113513884,0.0009975523037755,-0.0394259875645656,FSENX,2006,1
2009-03-02,-0.087283762420015,-0.045042371143081,-0.0393871745610203,RYEIX,2009,1
2022-06-22,-0.0413497510186398,-0.001812993874123,-0.0393782384238599,RYEIX,2022,1
2008-07-16,-0.0167517251999056,0.0245475738069926,-0.0393547589371862,VGENX,2008,1
2001-04-18,-0.0012077534797627,0.0397452594201717,-0.0393508984734012,PRNEX,2001,1
2006-10-03,-0.0370816227945665,0.0021038079760709,-0.0393440682837886,FNARX,2006,1
2008-08-22,-0.0240053393184527,0.0144757932774337,-0.0392880234118919,FSENX,2008,1
1999-10-28,-0.0034903970174441,0.0341018488298818,-0.0392812113334665,FSENX,1999,1
2006-09-11,-0.0382263638241842,0.0009975523037755,-0.0392714762071644,FRNRX,2006,1
2008-09-08,-0.0193548960953602,0.0206557319225779,-0.0392578513349503,PRNEX,2008,1
2008-08-08,-0.0196713229536424,0.0185810396913421,-0.0392437599129713,FSENX,2008,1
2023-10-04,-0.0315516737144018,0.0072819228911886,-0.0392422188071527,RYEIX,2023,1
2008-07-17,-0.0290173870678442,0.0100027539572391,-0.0392200265145217,FRNRX,2008,1
2021-06-17,-0.0393895807560789,-0.0003314844365587,-0.039193613427826,FNARX,2021,1
2008-09-29,-0.1224572103759343,-0.078361859379052,-0.0391633972577895,RYEIX,2008,1
