Date,Fund_Return,SPY_Return,Residual
1999-01-05,0.0044559641618908,0.0114301436041948,-0.006523735138840051
1999-01-06,-0.0006339953664965,0.02410818571448,-0.023628834356329485
1999-01-07,-0.005707195029041,-0.0049044281688332,-0.001206415569145529
1999-01-08,0.0044643062911615,0.0073927562276498,-0.0026891103007548964
1999-01-11,-0.0012700393866391,-0.0095405702904617,0.007624470171747395
1999-01-12,-0.0031784622243954,-0.0180286307538912,0.013760288808383566
1999-01-13,-0.005102099450624,-0.0070424818689643,0.0014249403455608078
1999-01-14,-0.006410021599617,-0.0174770344466774,0.010005974687159816
1999-01-15,0.0,0.0260374300294337,-0.024823208050050075
1999-01-19,0.0045157138573632,0.0065327789823685,-0.0018226915016183011
1999-01-20,-0.0025689493809034,0.0079878892413955,-0.010286381002234307
1999-01-21,-0.0032190230000241,-0.0264980236757643,0.021746278043631034
1999-01-22,0.0032294185726864,-0.0022893203527564,0.005251827520881564
1999-01-25,0.0019318605590568,0.0101986114380088,-0.007880700245080552
1999-01-26,-0.0025706617690591,0.0181726415695318,-0.019940311048051107
1999-01-27,-0.0070874308746067,-0.0116504286297192,0.0038066179225578582
1999-01-28,-0.0071384588370343,0.0168041268837992,-0.02321114956575257
1999-01-29,-0.0058822003009058,0.0076471610608719,-0.013276719547487341
1999-02-01,0.0072323247886878,-0.0058756275445391,0.012653522090988802
1999-02-02,0.0045690213196463,-0.006155600301469,0.010255552318932484
1999-02-03,0.0090964806253817,0.0101582710373901,-0.0006778490745889595
1999-02-04,0.0012876588399033,-0.014962226861618,0.015320340403250587
1999-02-05,-0.0051443834479923,-0.0114542655699724,0.005563759154493555
1999-02-08,0.0012930888422235,0.0020151791851414,-0.0007639304674792891
1999-02-09,-0.0006454295160797,-0.0223732427366907,0.020410764842268777
1999-02-10,-0.0083979947450827,0.006429249610403,-0.014638284018372912
1999-02-11,-0.0065149816831076,0.0229937204904748,-0.02845362798730454
1999-02-12,-0.0052457722362874,-0.0119874298816091,0.00596765687856632
1999-02-16,-0.0006591079720621,-0.006067518944382,0.004943947219193171
1999-02-17,-0.0019794543809849,-0.0010168320624336,-0.001162998562458845
1999-02-18,0.0033046361715693,0.0078916676103297,-0.004321605001874475
1999-02-19,0.0006589915302988,0.0042943016803747,-0.0035579807840234933
1999-02-22,0.0111920525978195,0.026659746637188,-0.014220932714994996
1999-02-23,0.0058590326444813,-0.000489876474603,0.006176086036145156
1999-02-24,-0.0012942014225237,-0.0176469650433472,0.015282840224307865
1999-02-25,-0.0038885099788581,-0.0094812484803511,0.0049497795552621085
1999-02-26,-0.0045546597096094,-0.0040302602602936,-0.0008823401523918575
1999-03-01,0.0019608384046951,0.0027822316622574,-0.0008231261684205457
1999-03-02,-0.0013045835487576,-0.008827082871021,0.006913745023919568
1999-03-03,0.0013062877102143,0.0053433372160751,-0.0039048687526246637
1999-03-04,0.0052187113513038,0.0126546464596377,-0.0069214646799716775
1999-03-05,0.0065700960638768,0.0201200712990266,-0.012645156821022779
1999-03-08,-0.003264227076839,0.0064933292667519,-0.009565245445013436
1999-03-09,0.0013102037076626,-0.0024343528286041,0.0034700617541970702
1999-03-10,-0.0032705074624227,0.0087843907906226,-0.011742793602558688
1999-03-11,-0.0013114713146875,0.0111276002833695,-0.012004446511641174
