Fund,I_without_fund,marginal_impact
PRNEX,5.640000000000001,1.4155555555555548
VGENX,6.160000000000001,0.8955555555555543
ICPAX,6.6,0.4555555555555557
FSENX,7.32,-0.2644444444444449
FNARX,7.360000000000001,-0.30444444444444585
RYEIX,7.5600000000000005,-0.5044444444444451
