Fund,Year,L2_Distance,Quantile
FKUTX,2002,0.011232725461863718,9
FKUTX,2003,0.005630834904846669,4
FKUTX,2004,0.004850195192650825,2
FKUTX,2005,0.005384552899402278,3
FKUTX,2006,0.005456174298918965,3
FKUTX,2007,0.007867364839779087,6
FKUTX,2008,0.011257596869257216,9
FKUTX,2009,0.007775060739934248,6
FKUTX,2010,0.0047474441905235795,2
FKUTX,2011,0.004991896954000408,3
FKUTX,2012,0.00439783889453535,2
FKUTX,2013,0.005123064689948862,3
FKUTX,2014,0.006496859480717413,5
FKUTX,2015,0.008347258131629856,6
FKUTX,2016,0.00847085489464492,7
FKUTX,2017,0.005963005422903848,4
FKUTX,2018,0.009517824934847888,8
FKUTX,2019,0.007015552946148293,5
FKUTX,2020,0.01616400601411149,10
FKUTX,2021,0.008336816298671702,6
FKUTX,2022,0.009930302977066959,8
FKUTX,2023,0.00950136555534209,8
FKUTX,2024,0.010508190868905316,9
FKUTX,2025,0.009556061044370043,8
FKUTX,2026,0.0002785785809034,1
FSUTX,1999,0.009908743554220768,8
FSUTX,2000,0.012684681751981095,10
FSUTX,2001,0.009625689108454679,8
FSUTX,2002,0.010276432404149527,9
FSUTX,2003,0.006211644953736511,4
FSUTX,2004,0.004631311068179768,2
FSUTX,2005,0.004458337265028268,2
FSUTX,2006,0.00414590841040818,1
FSUTX,2007,0.007522506940441837,5
FSUTX,2008,0.012456248917158186,10
FSUTX,2009,0.009183949386377484,7
FSUTX,2010,0.004980471255416969,3
FSUTX,2011,0.005454226044494966,3
FSUTX,2012,0.004977714289639999,3
FSUTX,2013,0.00506303896805485,3
FSUTX,2014,0.006873138543695131,5
FSUTX,2015,0.008115726195237224,6
FSUTX,2016,0.008675030657644562,7
FSUTX,2017,0.0063763391333904774,4
FSUTX,2018,0.01027828297125086,9
FSUTX,2019,0.007091830612437424,5
FSUTX,2020,0.014995798753718332,10
FSUTX,2021,0.007884053570193438,6
FSUTX,2022,0.010138549765857473,9
FSUTX,2023,0.009437888340146196,8
FSUTX,2024,0.010337931700566147,9
FSUTX,2025,0.009504431128926587,8
FSUTX,2026,0.0001619369681921,1
FUGAX,1999,0.007240902261343017,5
FUGAX,2000,0.01460743477874041,10
FUGAX,2001,0.00916996744060826,7
FUGAX,2002,0.010427123778665056,9
FUGAX,2003,0.006220531782221765,4
FUGAX,2004,0.0046321434903750505,2
FUGAX,2005,0.004447270040461021,2
FUGAX,2006,0.004246881938179459,1
FUGAX,2007,0.007422589284633989,5
FUGAX,2008,0.012366679136565183,10
FUGAX,2009,0.009243194829787336,7
FUGAX,2010,0.0050060923272279645,3
FUGAX,2011,0.005500771370948665,4
FUGAX,2012,0.004993574933363092,3
FUGAX,2013,0.005020521642098671,3
FUGAX,2014,0.006506906232896213,5
FUGAX,2015,0.008057591689396978,6
FUGAX,2016,0.008651873900348741,7
FUGAX,2017,0.005946784324116957,4
FUGAX,2018,0.00904166391361926,7
FUGAX,2019,0.00707877153040467,5
FUGAX,2020,0.014324434300789333,10
FUGAX,2021,0.00790758880506021,6
FUGAX,2022,0.009983191801328806,8
FUGAX,2023,0.00926573687073015,7
FUGAX,2024,0.010027170168354454,8
FUGAX,2025,0.009366637733458135,8
GASFX,1999,0.010520677016202521,9
GASFX,2000,0.015782801121090366,10
GASFX,2001,0.016355220056604756,10
GASFX,2002,0.0114625656996382,9
GASFX,2003,0.006236013339596853,4
GASFX,2004,0.00513346416288548,3
GASFX,2005,0.005431564493750864,3
GASFX,2006,0.004486446568049993,2
GASFX,2007,0.00737410653141292,5
GASFX,2008,0.011512092816880875,10
GASFX,2009,0.006779129246791927,5
GASFX,2010,0.005071843401059056,3
GASFX,2011,0.0052203600168156065,3
GASFX,2012,0.004112095454441488,1
GASFX,2013,0.00451613518255093,2
GASFX,2014,0.0057087672239524824,4
GASFX,2015,0.007777849051327735,6
GASFX,2016,0.007661851864570952,6
GASFX,2017,0.005262195403444948,3
GASFX,2018,0.010825737687600478,9
GASFX,2019,0.006525072623414818,5
GASFX,2020,0.014029548523165356,10
GASFX,2021,0.009158548651608613,7
GASFX,2022,0.01017005881098656,9
GASFX,2023,0.007958466076447089,6
GASFX,2024,0.008740409424504565,7
GASFX,2025,0.011275050727431008,9
GASFX,2026,0.0003285286977593,1
ICTUX,1999,0.041453183492981584,10
ICTUX,2000,0.01064949389160651,9
ICTUX,2001,0.008353661566593134,6
ICTUX,2002,0.008633632946597306,7
ICTUX,2003,0.006995304806839397,5
ICTUX,2004,0.006742869621375839,5
ICTUX,2005,0.010800661665272698,9
ICTUX,2006,0.00756845669231545,6
ICTUX,2007,0.008998287743235583,7
ICTUX,2008,0.009039799033412059,7
ICTUX,2009,0.005909358785310925,4
ICTUX,2010,0.004670595774227569,2
ICTUX,2011,0.00511516572415585,3
ICTUX,2012,0.0053352675965711,3
ICTUX,2013,0.005732585803457957,4
ICTUX,2014,0.0070372806708929175,5
ICTUX,2015,0.007758529433390121,6
ICTUX,2016,0.010084199540682905,9
ICTUX,2017,0.006402000314763494,4
ICTUX,2018,0.008515677302957643,7
ICTUX,2019,0.006109092272466218,4
ICTUX,2020,0.01496531940955403,10
ICTUX,2021,0.007201626107611189,5
ICTUX,2022,0.009762249230177815,8
ICTUX,2023,0.008634614336887426,7
ICTUX,2024,0.008885418754180363,7
ICTUX,2025,0.010105704028941577,9
ICTUX,2026,0.0002802007743075,1
MMUFX,1999,0.008438721482474881,7
MMUFX,2000,0.01176461571336592,10
MMUFX,2001,0.008416769168025178,7
MMUFX,2002,0.008345840021875875,6
MMUFX,2003,0.004446569818835916,2
MMUFX,2004,0.003854528846861612,1
MMUFX,2005,0.004427663827801583,2
MMUFX,2006,0.004271833521157118,2
MMUFX,2007,0.0059389507687684934,4
MMUFX,2008,0.011612987034914476,10
MMUFX,2009,0.0068678534902622,5
MMUFX,2010,0.004421706426522369,2
MMUFX,2011,0.004086314790920673,1
MMUFX,2012,0.003376240019110505,1
MMUFX,2013,0.0042726552122463474,2
MMUFX,2014,0.005676385695985705,4
MMUFX,2015,0.007677409838762396,6
MMUFX,2016,0.006665344866535334,5
MMUFX,2017,0.003947603699091321,1
MMUFX,2018,0.005913489097532423,4
MMUFX,2019,0.005584979039228582,4
MMUFX,2020,0.010381295263468647,9
MMUFX,2021,0.007190081497713004,5
MMUFX,2022,0.009920482297073135,8
MMUFX,2023,0.008543073243383449,7
MMUFX,2024,0.009475893773662787,8
MMUFX,2025,0.00930764079007535,7
MMUFX,2026,0.0002051157024271,1
PRUAX,1999,0.008220654871917055,6
PRUAX,2000,0.015713319569488536,10
PRUAX,2001,0.011297149597094417,9
PRUAX,2002,0.009767242683977396,8
PRUAX,2003,0.0053777804104398535,3
PRUAX,2004,0.0051843200148076795,3
PRUAX,2005,0.007683707497066955,6
PRUAX,2006,0.019159258688314328,10
PRUAX,2007,0.01620910459445737,10
PRUAX,2008,0.012626881896665517,10
PRUAX,2009,0.006447295949990767,5
PRUAX,2010,0.004546089244275355,2
PRUAX,2011,0.0043616533269751215,2
PRUAX,2012,0.0035526719381830147,1
PRUAX,2013,0.003996159342124232,1
PRUAX,2014,0.018157788358086638,10
PRUAX,2015,0.009877433791699537,8
PRUAX,2016,0.008062856254708532,6
PRUAX,2017,0.005155500227232018,3
PRUAX,2018,0.00833795079377965,6
PRUAX,2019,0.007099995971777778,5
PRUAX,2020,0.011227158741678595,9
PRUAX,2021,0.011699363134539025,10
PRUAX,2022,0.009759772385120297,8
PRUAX,2023,0.009216764797226155,7
PRUAX,2024,0.011292477195518428,9
PRUAX,2025,0.010720156486148722,9
PRUAX,2026,0.0004181082214971,1
