Fund,Year,L2_Distance,Sector,Quantile
BULIX,1999,0.0074522831515259,utilities,5
BULIX,2000,0.0104599967045178,utilities,9
BULIX,2001,0.0094178734318696,utilities,7
BULIX,2002,0.0100655645153442,utilities,8
BULIX,2003,0.0050390214818292,utilities,3
BULIX,2004,0.0043951788581997,utilities,1
BULIX,2005,0.0050070661863801,utilities,2
BULIX,2006,0.0036950541032531,utilities,1
BULIX,2007,0.0054719699247055,utilities,3
BULIX,2008,0.0097448250165641,utilities,8
BULIX,2009,0.0066790453203923,utilities,5
BULIX,2010,0.0039734424039164,utilities,1
BULIX,2011,0.0042881330631046,utilities,1
BULIX,2012,0.0057429383812769,utilities,4
BULIX,2013,0.0058431703604556,utilities,4
BULIX,2014,0.00604100139206,utilities,4
BULIX,2015,0.0064372816266513,utilities,4
BULIX,2016,0.0078856540836027,utilities,6
BULIX,2017,0.0054733981716846,utilities,3
BULIX,2018,0.0082622012138134,utilities,6
BULIX,2019,0.0063533188893349,utilities,4
BULIX,2020,0.0133145635314603,utilities,10
BULIX,2021,0.0078122245320028,utilities,6
BULIX,2022,0.0098198621427336,utilities,8
BULIX,2023,0.0096144163489725,utilities,8
BULIX,2024,0.0098988478340594,utilities,8
BULIX,2025,0.0108415930230744,utilities,9
EVUAX,1999,0.0094035202052337,utilities,7
EVUAX,2000,0.0132834873600888,utilities,10
EVUAX,2001,0.0091005220994235,utilities,7
EVUAX,2002,0.0095624691313669,utilities,8
EVUAX,2003,0.0048931853916838,utilities,2
EVUAX,2004,0.0042574210165801,utilities,1
EVUAX,2005,0.0050385573962485,utilities,3
EVUAX,2006,0.0038722118028481,utilities,1
EVUAX,2007,0.005486690982939,utilities,3
EVUAX,2008,0.0090081004631459,utilities,7
EVUAX,2009,0.0050752960112741,utilities,3
EVUAX,2010,0.0043130000036685,utilities,1
EVUAX,2011,0.0040086898488512,utilities,1
EVUAX,2012,0.00356167596765,utilities,1
EVUAX,2013,0.0039181676979991,utilities,1
EVUAX,2014,0.0049463799430843,utilities,2
EVUAX,2015,0.0059092319274869,utilities,4
EVUAX,2016,0.0069524857501816,utilities,5
EVUAX,2017,0.00498772968299,utilities,2
EVUAX,2018,0.0072171350129419,utilities,5
EVUAX,2019,0.0144482749104772,utilities,10
EVUAX,2020,0.0143969715784955,utilities,10
EVUAX,2021,0.0111802430257345,utilities,9
EVUAX,2022,0.0109910854363401,utilities,9
EVUAX,2023,0.0086713994348884,utilities,7
EVUAX,2024,0.0089535520168294,utilities,7
EVUAX,2025,0.0087133081224946,utilities,7
FIUIX,1999,0.0088348879551598,utilities,7
FIUIX,2000,0.0220911856342694,utilities,10
FIUIX,2001,0.0076864539896305,utilities,6
FIUIX,2002,0.010328045415393,utilities,9
FIUIX,2003,0.005950946079182,utilities,4
FIUIX,2004,0.0044081184360771,utilities,2
FIUIX,2005,0.0047106545489181,utilities,2
FIUIX,2006,0.0038461437177597,utilities,1
FIUIX,2007,0.0053437040419394,utilities,3
FIUIX,2008,0.0096912318931185,utilities,8
FIUIX,2009,0.0071510737076045,utilities,5
FIUIX,2010,0.0040798931116233,utilities,1
FIUIX,2011,0.004636265918908,utilities,2
FIUIX,2012,0.0040692740809116,utilities,1
FIUIX,2013,0.0044013952674395,utilities,1
FIUIX,2014,0.0045962212798424,utilities,2
FIUIX,2015,0.0051442364862831,utilities,3
FIUIX,2016,0.0063619955894633,utilities,4
FIUIX,2017,0.0048541002583166,utilities,2
FIUIX,2018,0.0080386919497989,utilities,6
FIUIX,2019,0.0065632170833286,utilities,4
FIUIX,2020,0.0101751983549828,utilities,9
FIUIX,2021,0.0068212210523574,utilities,5
FIUIX,2022,0.00866911757397,utilities,7
FIUIX,2023,0.0082170138466168,utilities,6
FIUIX,2024,0.0094624177982648,utilities,8
FIUIX,2025,0.0096066766815918,utilities,8
FKUTX,1999,0.0082132117789757,utilities,6
FKUTX,2000,0.0128503760004251,utilities,10
FKUTX,2001,0.0127740890279806,utilities,10
FKUTX,2002,0.0112327259048418,utilities,9
FKUTX,2003,0.005630835552707,utilities,3
FKUTX,2004,0.0048501920690014,utilities,2
FKUTX,2005,0.0053845523411378,utilities,3
FKUTX,2006,0.0054561715939399,utilities,3
FKUTX,2007,0.0078673627461368,utilities,6
FKUTX,2008,0.0112575994611957,utilities,9
FKUTX,2009,0.0077750617935582,utilities,6
FKUTX,2010,0.0047474470378609,utilities,2
