Fund,Year,L2_Distance,Quantile
FSENX,2009,0.015676765325117737,9
FSENX,2010,0.007836232760326571,2
FSENX,2011,0.009975354892603677,4
FSENX,2012,0.006758048291035786,1
FSENX,2013,0.010117139736035076,4
FSENX,2014,0.011151121236028063,6
FSENX,2015,0.012433160315979136,7
FSENX,2016,0.015227147612627528,8
FSENX,2017,0.010653706542044072,5
FSENX,2018,0.011106209016051612,6
FSENX,2019,0.010711218265409495,5
FSENX,2020,0.02485882766898131,10
FSENX,2021,0.01706899203189992,9
FSENX,2022,0.02192626352135277,10
FSENX,2023,0.014315136555131235,8
FSENX,2024,0.011761501639847464,6
FSENX,2025,0.011984163324206588,6
FSENX,2026,0.0001562898561736,1
ICPAX,1999,0.011343214821728774,6
ICPAX,2000,0.021039732132687044,10
ICPAX,2001,0.008341211285782808,3
ICPAX,2002,0.0073207136722905864,2
ICPAX,2003,0.005885381910028844,1
ICPAX,2004,0.005203575843694958,1
ICPAX,2005,0.02223123362973328,10
ICPAX,2006,0.06076336818812638,10
ICPAX,2007,0.2216677161009204,10
ICPAX,2008,0.013726181768872914,8
ICPAX,2009,0.007042457073761185,2
ICPAX,2010,0.007338405510387804,2
ICPAX,2011,0.01361541451257089,8
ICPAX,2012,0.008864950532871257,3
ICPAX,2013,0.007081836492504452,2
ICPAX,2014,0.00965036928406983,4
ICPAX,2015,0.012410074012908159,7
ICPAX,2016,0.014196707432336229,8
ICPAX,2017,0.010935118946959236,6
ICPAX,2018,0.011187443977873458,6
ICPAX,2019,0.010635654766788289,5
ICPAX,2020,0.021426969826627718,10
ICPAX,2021,0.014225389662798259,8
ICPAX,2022,0.01775479515259408,9
ICPAX,2023,0.012810924990830426,7
ICPAX,2024,0.009658390346877405,4
ICPAX,2025,0.009651311130160455,4
ICPAX,2026,0.0003769533721348,1
PRNEX,1999,0.014086515579233438,8
PRNEX,2000,0.016563246319029796,9
PRNEX,2001,0.013579109403359678,8
PRNEX,2002,0.009176010602289647,4
PRNEX,2003,0.007518896266019079,2
PRNEX,2004,0.008429144133517062,3
PRNEX,2005,0.009106142302769248,3
PRNEX,2006,0.011001762702092526,6
PRNEX,2007,0.008520545577981457,3
PRNEX,2008,0.021435575825086654,10
PRNEX,2009,0.012417597141104192,7
PRNEX,2010,0.00756230152025266,2
PRNEX,2011,0.009336676507756159,4
PRNEX,2012,0.0066158837010711095,1
PRNEX,2013,0.007910434121982814,2
PRNEX,2014,0.014413057914609314,8
PRNEX,2015,0.008950765174137109,3
PRNEX,2016,0.008253904926633887,2
PRNEX,2017,0.005266359140547073,1
PRNEX,2018,0.006368870612286758,1
PRNEX,2019,0.005195967610520015,1
PRNEX,2020,0.010924382206454168,5
PRNEX,2021,0.007337739023660078,2
PRNEX,2022,0.010715116453662275,5
PRNEX,2023,0.010304729542864413,5
PRNEX,2024,0.00791085753910664,2
PRNEX,2025,0.008706170564627871,3
PRNEX,2026,0.0001662451599894,1
RYEIX,1999,0.016859922493708795,9
RYEIX,2000,0.022043762444095876,10
RYEIX,2001,0.017739306979741614,9
RYEIX,2002,0.01205682083153329,7
RYEIX,2003,0.010527556475657382,5
RYEIX,2004,0.010654856748435684,5
RYEIX,2005,0.01272438633941747,7
RYEIX,2006,0.013187658844025446,7
RYEIX,2007,0.00896917238660605,3
RYEIX,2008,0.024147349374149755,10
RYEIX,2009,0.012327089866304932,7
RYEIX,2010,0.00728202727681348,2
RYEIX,2011,0.009887617959138903,4
RYEIX,2012,0.007290174356990071,2
RYEIX,2013,0.005650452683517876,1
RYEIX,2014,0.010748290142172427,5
RYEIX,2015,0.01486220820458195,8
RYEIX,2016,0.01608297037815679,9
RYEIX,2017,0.011054625417742228,6
RYEIX,2018,0.011139590476792475,6
RYEIX,2019,0.010883730125203996,5
RYEIX,2020,0.027970404690836434,10
RYEIX,2021,0.017609074703544347,9
RYEIX,2022,0.019363554249522998,9
RYEIX,2023,0.012763683195276324,7
RYEIX,2024,0.010875507980957964,5
RYEIX,2025,0.011615408243332185,6
RYEIX,2026,4.54640282082249e-05,1
VGENX,1999,0.01542487456234402,9
VGENX,2000,0.019667297751029593,10
VGENX,2001,0.017699891773026187,9
VGENX,2002,0.011604903319913755,6
VGENX,2003,0.008958109289029072,3
VGENX,2004,0.008775096983179078,3
VGENX,2005,0.01102398553163279,6
VGENX,2006,0.011888070272181922,6
VGENX,2007,0.008772542466385825,3
VGENX,2008,0.021538257778088325,10
VGENX,2009,0.011932765632471984,6
VGENX,2010,0.0070411444315817105,1
VGENX,2011,0.009142822141008658,3
VGENX,2012,0.006481866266735191,1
VGENX,2013,0.004762585363240866,1
VGENX,2014,0.008744640555536967,3
VGENX,2015,0.011787601252961999,6
VGENX,2016,0.011915880367412347,6
VGENX,2017,0.007412668030296454,2
VGENX,2018,0.008760094977140982,3
VGENX,2019,0.007682484298048395,2
VGENX,2020,0.017589391153768424,9
VGENX,2021,0.008342121879039745,3
VGENX,2022,0.01273638710634132,7
VGENX,2023,0.009235792217411718,4
VGENX,2024,0.01243149547398034,7
VGENX,2025,0.00941562474371263,4
VGENX,2026,0.0001987136186324,1
