Fund,Year,L2_Norm,Sector
FNARX,1999,0.23411915000288616,energy
FNARX,2000,0.24053327351194692,energy
FNARX,2001,0.19635141603462164,energy
FNARX,2002,0.16425118869973765,energy
FNARX,2003,0.1253289436998575,energy
FNARX,2004,0.14174655121769233,energy
FNARX,2005,0.19131691866328465,energy
FNARX,2006,0.21051306527059965,energy
FNARX,2007,0.14352190822100253,energy
FNARX,2008,0.41442437539459803,energy
FNARX,2009,0.222024115171947,energy
FNARX,2010,0.11076043124126407,energy
FNARX,2011,0.14400688172721962,energy
FNARX,2012,0.10221864162977229,energy
FNARX,2013,0.10217426303431357,energy
FNARX,2014,0.16536704231527935,energy
FNARX,2015,0.19607022504474905,energy
FNARX,2016,0.2236246303814223,energy
FNARX,2017,0.15721156883220289,energy
FNARX,2018,0.14663902111221336,energy
FNARX,2019,0.129234613339071,energy
FNARX,2020,0.28125878496001794,energy
FNARX,2021,0.2167469931702861,energy
FNARX,2022,0.3052841121394939,energy
FNARX,2023,0.1983972696187386,energy
FNARX,2024,0.15560707727981657,energy
FNARX,2025,0.1469741779066676,energy
FSENX,1999,0.23774839025799488,energy
FSENX,2000,0.26550049428764266,energy
FSENX,2001,0.23385036939129203,energy
FSENX,2002,0.18352587946443583,energy
FSENX,2003,0.14515378022767841,energy
FSENX,2004,0.15697630553505848,energy
FSENX,2005,0.20069532393927028,energy
FSENX,2006,0.22075698123899215,energy
FSENX,2007,0.15192366997034729,energy
FSENX,2008,0.4054314932672783,energy
FSENX,2009,0.22227198114204041,energy
FSENX,2010,0.11411163675844936,energy
FSENX,2011,0.13473424811984053,energy
FSENX,2012,0.09719697984283819,energy
FSENX,2013,0.09059441249999657,energy
FSENX,2014,0.15349398054988453,energy
FSENX,2015,0.19502535393697112,energy
FSENX,2016,0.23203831118592655,energy
FSENX,2017,0.1676273885298863,energy
FSENX,2018,0.17472963240551137,energy
FSENX,2019,0.16732465409173203,energy
FSENX,2020,0.378419586183312,energy
FSENX,2021,0.2694958034928459,energy
FSENX,2022,0.33411749116928297,energy
FSENX,2023,0.22246620904399203,energy
FSENX,2024,0.17356949151412918,energy
FSENX,2025,0.18606273919120095,energy
ICPAX,1999,0.17594872546008286,energy
ICPAX,2000,0.3356885358500137,energy
ICPAX,2001,0.13054777105310522,energy
ICPAX,2002,0.11238944402232184,energy
ICPAX,2003,0.09134351302587723,energy
ICPAX,2004,0.08177870692649014,energy
ICPAX,2005,0.07695340464298078,energy
ICPAX,2006,0.08167863135452864,energy
ICPAX,2007,0.07392698469401976,energy
ICPAX,2008,0.16425052322161596,energy
ICPAX,2009,0.10112476520879041,energy
ICPAX,2010,0.10468748082799383,energy
ICPAX,2011,0.18191660435916013,energy
ICPAX,2012,0.12451595914292742,energy
ICPAX,2013,0.09429983555884981,energy
ICPAX,2014,0.1415491363973448,energy
ICPAX,2015,0.19508831894408954,energy
ICPAX,2016,0.21315719422884197,energy
ICPAX,2017,0.172041590931543,energy
ICPAX,2018,0.1763003621325146,energy
ICPAX,2019,0.1668053145023841,energy
ICPAX,2020,0.33161508026697084,energy
ICPAX,2021,0.2239122043032965,energy
ICPAX,2022,0.2754708575638938,energy
ICPAX,2023,0.20221761596229285,energy
ICPAX,2024,0.14559723047651368,energy
ICPAX,2025,0.15217197001347466,energy
PRNEX,1999,0.1593564382431574,energy
PRNEX,2000,0.190587691788055,energy
PRNEX,2001,0.17288358268888765,energy
PRNEX,2002,0.1297913435182238,energy
PRNEX,2003,0.09859403922884803,energy
PRNEX,2004,0.12358588997769515,energy
PRNEX,2005,0.13275914119073756,energy
PRNEX,2006,0.1654901429917022,energy
PRNEX,2007,0.11802934570244701,energy
PRNEX,2008,0.3156319992893018,energy
PRNEX,2009,0.17090981970816135,energy
PRNEX,2010,0.09848879331645524,energy
PRNEX,2011,0.11356219260035938,energy
PRNEX,2012,0.08574677582894748,energy
PRNEX,2013,0.07479248852237524,energy
PRNEX,2014,0.1140774705464242,energy
PRNEX,2015,0.13925368357796786,energy
PRNEX,2016,0.12554325926790363,energy
PRNEX,2017,0.08273588727741159,energy
PRNEX,2018,0.0968488573952998,energy
PRNEX,2019,0.0813342970379676,energy
PRNEX,2020,0.16572489785068778,energy
PRNEX,2021,0.11548071387650415,energy
PRNEX,2022,0.16173609583155277,energy
PRNEX,2023,0.13736321996125533,energy
PRNEX,2024,0.11808419093244417,energy
PRNEX,2025,0.11750704620670473,energy
RYEIX,1999,0.2361322854922538,energy
RYEIX,2000,0.2867810502102282,energy
RYEIX,2001,0.23195622144048444,energy
RYEIX,2002,0.1808577657740003,energy
RYEIX,2003,0.14164553703528232,energy
RYEIX,2004,0.16558965466508918,energy
RYEIX,2005,0.19789929721846963,energy
RYEIX,2006,0.20673948765516634,energy
RYEIX,2007,0.1416702075376714,energy
RYEIX,2008,0.36302948079093766,energy
RYEIX,2009,0.1816162825220803,energy
RYEIX,2010,0.10486635070508507,energy
RYEIX,2011,0.13875411136549198,energy
RYEIX,2012,0.10566532640314363,energy
RYEIX,2013,0.08853612924353603,energy
RYEIX,2014,0.16783915177874137,energy
RYEIX,2015,0.23232418034248387,energy
RYEIX,2016,0.24092650987226794,energy
RYEIX,2017,0.17395449959177212,energy
RYEIX,2018,0.17551246260540704,energy
RYEIX,2019,0.1704671857456307,energy
RYEIX,2020,0.4217074727928142,energy
RYEIX,2021,0.27773123310718995,energy
RYEIX,2022,0.29673769747355044,energy
RYEIX,2023,0.20005257403806173,energy
RYEIX,2024,0.16219456457593256,energy
RYEIX,2025,0.1815259257058768,energy
SPY,1999,7.295920722536886e-06,energy
SPY,2000,7.919289927774363e-06,energy
SPY,2001,7.122641856693431e-06,energy
SPY,2002,8.58067931814203e-06,energy
SPY,2003,8.64934192944911e-06,energy
SPY,2004,7.650076521510294e-06,energy
SPY,2005,6.157244905375693e-06,energy
SPY,2006,5.838773460298096e-06,energy
SPY,2007,6.776067706460308e-06,energy
SPY,2008,6.183331002242675e-06,energy
SPY,2009,6.491415219928968e-06,energy
SPY,2010,5.430407568406071e-06,energy
SPY,2011,4.790213669406377e-06,energy
SPY,2012,5.544198958431018e-06,energy
SPY,2013,6.24315814547322e-06,energy
SPY,2014,5.343786278397521e-06,energy
SPY,2015,4.824160114454516e-06,energy
SPY,2016,4.808953814569827e-06,energy
SPY,2017,3.4974083905991817e-06,energy
SPY,2018,4.696512670229357e-06,energy
SPY,2019,4.484753849945574e-06,energy
SPY,2020,4.466574530142402e-06,energy
SPY,2021,3.128869266939762e-06,energy
SPY,2022,2.5187519170785e-06,energy
SPY,2023,2.1429306540481914e-06,energy
SPY,2024,2.3402841043441078e-06,energy
SPY,2025,1.529883074361443e-06,energy
VGENX,1999,0.22081107907498018,energy
VGENX,2000,0.2563775362257026,energy
VGENX,2001,0.2300283194584362,energy
VGENX,2002,0.16168991057867926,energy
VGENX,2003,0.10885809932235954,energy
VGENX,2004,0.13517746579189263,energy
VGENX,2005,0.17209373023854183,energy
