Fund,Year,L2_Distance,Sector
MTCAX,2007,0.005866007142018107,tech
MTCAX,2008,0.012997454187769939,tech
MTCAX,2009,0.008062199998529548,tech
MTCAX,2010,0.005345883858452364,tech
MTCAX,2011,0.006544117879099264,tech
MTCAX,2012,0.004808706275082242,tech
MTCAX,2013,0.004492312657444043,tech
MTCAX,2014,0.004592355875583664,tech
MTCAX,2015,0.004735827724962293,tech
MTCAX,2016,0.00541408701093265,tech
MTCAX,2017,0.005139999762939464,tech
MTCAX,2018,0.007371430196487437,tech
MTCAX,2019,0.004699601464571328,tech
MTCAX,2020,0.010773237330303647,tech
MTCAX,2021,0.012978244039656944,tech
MTCAX,2022,0.009919111644704522,tech
MTCAX,2023,0.010172919267760056,tech
MTCAX,2024,0.012231466300425032,tech
MTCAX,2025,0.013955940178055948,tech
ROGSX,1999,0.01537719791495952,tech
ROGSX,2000,0.03519263596455841,tech
ROGSX,2001,0.03972741779065318,tech
ROGSX,2002,0.025631285509327504,tech
ROGSX,2003,0.011509559265555325,tech
ROGSX,2004,0.009146561360545329,tech
ROGSX,2005,0.006523318206876154,tech
ROGSX,2006,0.007186805620680668,tech
ROGSX,2007,0.006864282628498615,tech
ROGSX,2008,0.015916463579530655,tech
ROGSX,2009,0.010037479679194048,tech
ROGSX,2010,0.0056993552088339524,tech
ROGSX,2011,0.006522309979870756,tech
ROGSX,2012,0.004622417558713304,tech
ROGSX,2013,0.004311811521212311,tech
ROGSX,2014,0.0035934307300399073,tech
ROGSX,2015,0.004593083035437499,tech
ROGSX,2016,0.0045329805572971,tech
ROGSX,2017,0.005939873559477931,tech
ROGSX,2018,0.005529036419218355,tech
ROGSX,2019,0.004039846507699765,tech
ROGSX,2020,0.009209372470564981,tech
ROGSX,2021,0.008712776455661908,tech
ROGSX,2022,0.006096269323582501,tech
ROGSX,2023,0.0054489981680252405,tech
ROGSX,2024,0.0059161960503873205,tech
ROGSX,2025,0.007370256618142742,tech
RSIFX,1999,0.017722893662045755,tech
RSIFX,2000,0.029155876258175777,tech
RSIFX,2001,0.016140015212313983,tech
RSIFX,2002,0.02006340637764724,tech
RSIFX,2003,0.01253827663169424,tech
RSIFX,2004,0.013476052875347687,tech
RSIFX,2005,0.007602639631255759,tech
RSIFX,2006,0.011057517833588382,tech
RSIFX,2007,0.011041898349340457,tech
RSIFX,2008,0.014255917458243311,tech
RSIFX,2009,0.008561574241666947,tech
RSIFX,2010,0.007028960691485302,tech
RSIFX,2011,0.008544609743710943,tech
RSIFX,2012,0.007548848378720742,tech
RSIFX,2013,0.0179925709813429,tech
RSIFX,2014,0.01722235272354262,tech
RSIFX,2015,0.010093676881625218,tech
RSIFX,2016,0.011837891465296168,tech
RSIFX,2017,0.01568298563676976,tech
RSIFX,2018,0.014502660849476393,tech
RSIFX,2019,0.00995824392151739,tech
RSIFX,2020,0.01309455772503785,tech
RSIFX,2021,0.016045168885538252,tech
RSIFX,2022,0.012948225511319383,tech
RSIFX,2023,0.0072922323230867085,tech
RSIFX,2024,0.007107333299120439,tech
RSIFX,2025,0.007937427255090647,tech
SHGTX,1999,0.013375275981348664,tech
SHGTX,2000,0.02889157479974626,tech
SHGTX,2001,0.014191220875174231,tech
SHGTX,2002,0.011298722580866921,tech
SHGTX,2003,0.007690067679470109,tech
SHGTX,2004,0.006788688149354256,tech
SHGTX,2005,0.00505299064039466,tech
SHGTX,2006,0.0055821061438274195,tech
SHGTX,2007,0.005407693720803919,tech
SHGTX,2008,0.010878029197201117,tech
SHGTX,2009,0.007343408763307256,tech
SHGTX,2010,0.004365538034601683,tech
SHGTX,2011,0.005170342822449848,tech
SHGTX,2012,0.005079958191302785,tech
SHGTX,2013,0.00445214641182596,tech
SHGTX,2014,0.010542170403867858,tech
SHGTX,2015,0.007885275399409818,tech
SHGTX,2016,0.00894854852298065,tech
SHGTX,2017,0.008271987106238906,tech
SHGTX,2018,0.011756226791442486,tech
SHGTX,2019,0.010599169273708471,tech
SHGTX,2020,0.010226352305409919,tech
SHGTX,2021,0.011287535714348151,tech
SHGTX,2022,0.008942420004280341,tech
SHGTX,2023,0.008305359497576879,tech
SHGTX,2024,0.010845568188901566,tech
SHGTX,2025,0.010878363331725024,tech
SLMCX,1999,0.014945473849484211,tech
SLMCX,2000,0.023126799019245026,tech
SLMCX,2001,0.01772961188870115,tech
SLMCX,2002,0.011681500856023387,tech
SLMCX,2003,0.00703863956043908,tech
SLMCX,2004,0.00691479820490467,tech
