Fund,Year,L2_Norm,Sector
PRUAX,2004,0.08174559413020532,utilities
PRUAX,2005,0.09443467370905717,utilities
PRUAX,2006,0.07782234533373424,utilities
PRUAX,2007,0.07379862998828317,utilities
PRUAX,2008,0.1649195794977896,utilities
PRUAX,2009,0.09859056832374949,utilities
PRUAX,2010,0.062428541234278545,utilities
PRUAX,2011,0.06450109793120833,utilities
PRUAX,2012,0.05589937834255856,utilities
PRUAX,2013,0.05891707763192339,utilities
PRUAX,2014,0.17278224962513097,utilities
PRUAX,2015,0.10519325235091119,utilities
PRUAX,2016,0.11040100650438876,utilities
PRUAX,2017,0.07566617000188959,utilities
PRUAX,2018,0.11026256661075633,utilities
PRUAX,2019,0.09251410528983295,utilities
PRUAX,2020,0.16422214762195986,utilities
PRUAX,2021,0.09877220234300814,utilities
PRUAX,2022,0.13887980210892517,utilities
PRUAX,2023,0.12906956174974935,utilities
PRUAX,2024,0.1433937364915412,utilities
PRUAX,2025,0.14086222201540402,utilities
SPY,1999,7.295920722536886e-06,utilities
SPY,2000,7.919289927774363e-06,utilities
SPY,2001,7.122641856693431e-06,utilities
SPY,2002,8.58067931814203e-06,utilities
SPY,2003,8.64934192944911e-06,utilities
SPY,2004,7.650076521510294e-06,utilities
SPY,2005,6.157244905375693e-06,utilities
SPY,2006,5.838773460298096e-06,utilities
SPY,2007,6.776067706460308e-06,utilities
SPY,2008,6.183331002242675e-06,utilities
SPY,2009,6.491415219928968e-06,utilities
SPY,2010,5.430407568406071e-06,utilities
SPY,2011,4.790213669406377e-06,utilities
SPY,2012,5.544198958431018e-06,utilities
SPY,2013,6.24315814547322e-06,utilities
SPY,2014,5.343786278397521e-06,utilities
SPY,2015,4.824160114454516e-06,utilities
SPY,2016,4.808953814569827e-06,utilities
SPY,2017,3.4974083905991817e-06,utilities
SPY,2018,4.696512670229357e-06,utilities
SPY,2019,4.484753849945574e-06,utilities
SPY,2020,4.466574530142402e-06,utilities
SPY,2021,3.128869266939762e-06,utilities
SPY,2022,2.5187519170785e-06,utilities
SPY,2023,2.1429306540481914e-06,utilities
SPY,2024,2.3402841043441078e-06,utilities
SPY,2025,1.529883074361443e-06,utilities
