Fund,I_without_fund,marginal_impact
PRNEX,7.68,0.9033333333333324
ICPAX,8.0,0.5833333333333321
VGENX,8.040000000000001,0.5433333333333312
FSENX,8.48,0.10333333333333172
RYEIX,8.6,-0.016666666666667496
FNARX,8.64,-0.05666666666666842
