symbol,year,actual_days_available,target_days,days_matched,days_imputed,imputation_rate_pct,completeness_pct,zero_returns
FSHCX,1999,250,252,250,2,0.79,99.21,2
FSHCX,2000,251,252,251,1,0.4,99.6,1
FSHCX,2001,246,252,246,6,2.38,97.62,6
FSHCX,2002,250,252,250,2,0.79,99.21,2
FSHCX,2003,250,252,250,2,0.79,99.21,2
FSHCX,2004,250,252,250,2,0.79,99.21,2
FSHCX,2005,251,252,251,1,0.4,99.6,1
FSHCX,2006,250,252,250,2,0.79,99.21,2
FSHCX,2007,249,252,249,3,1.19,98.81,3
FSHCX,2008,251,252,251,1,0.4,99.6,1
FSHCX,2009,250,252,250,2,0.79,99.21,2
FSHCX,2010,250,252,250,2,0.79,99.21,2
FSHCX,2011,251,252,251,1,0.4,99.6,1
FSHCX,2012,248,252,248,4,1.59,98.41,4
FSHCX,2013,250,252,250,2,0.79,99.21,2
FSHCX,2014,250,252,250,2,0.79,99.21,2
FSHCX,2015,250,252,250,2,0.79,99.21,2
FSHCX,2016,251,252,251,1,0.4,99.6,1
FSHCX,2017,250,252,250,2,0.79,99.21,2
FSHCX,2018,249,252,249,3,1.19,98.81,3
FSHCX,2019,250,252,250,2,0.79,99.21,2
FSHCX,2020,251,252,251,1,0.4,99.6,1
FSHCX,2021,250,252,250,2,0.79,99.21,2
FSHCX,2022,250,252,250,2,0.79,99.21,2
FSHCX,2023,249,252,249,3,1.19,98.81,3
FSHCX,2024,250,252,250,2,0.79,99.21,2
FSHCX,2025,248,252,248,4,1.59,98.41,4
PHSTX,1999,250,252,250,2,0.79,99.21,2
PHSTX,2000,251,252,251,1,0.4,99.6,1
PHSTX,2001,246,252,246,6,2.38,97.62,6
PHSTX,2002,250,252,250,2,0.79,99.21,2
PHSTX,2003,250,252,250,2,0.79,99.21,2
PHSTX,2004,250,252,250,2,0.79,99.21,2
PHSTX,2005,251,252,251,1,0.4,99.6,1
PHSTX,2006,250,252,250,2,0.79,99.21,2
PHSTX,2007,249,252,249,3,1.19,98.81,3
PHSTX,2008,251,252,251,1,0.4,99.6,1
PHSTX,2009,250,252,250,2,0.79,99.21,2
PHSTX,2010,250,252,250,2,0.79,99.21,2
PHSTX,2011,251,252,251,1,0.4,99.6,1
PHSTX,2012,248,252,248,4,1.59,98.41,4
PHSTX,2013,250,252,250,2,0.79,99.21,2
PHSTX,2014,250,252,250,2,0.79,99.21,2
PHSTX,2015,250,252,250,2,0.79,99.21,2
PHSTX,2016,251,252,251,1,0.4,99.6,1
PHSTX,2017,250,252,250,2,0.79,99.21,2
PHSTX,2018,249,252,249,3,1.19,98.81,3
PHSTX,2019,250,252,250,2,0.79,99.21,2
PHSTX,2020,251,252,251,1,0.4,99.6,1
PHSTX,2021,250,252,250,2,0.79,99.21,2
PHSTX,2022,250,252,250,2,0.79,99.21,2
PHSTX,2023,249,252,249,3,1.19,98.81,3
PHSTX,2024,250,252,250,2,0.79,99.21,2
PHSTX,2025,248,252,248,4,1.59,98.41,4
ETHSX,1999,250,252,250,2,0.79,99.21,2
ETHSX,2000,251,252,251,1,0.4,99.6,1
ETHSX,2001,246,252,246,6,2.38,97.62,6
ETHSX,2002,250,252,250,2,0.79,99.21,2
ETHSX,2003,250,252,250,2,0.79,99.21,2
ETHSX,2004,250,252,250,2,0.79,99.21,2
ETHSX,2005,251,252,251,1,0.4,99.6,1
ETHSX,2006,250,252,250,2,0.79,99.21,2
ETHSX,2007,249,252,249,3,1.19,98.81,3
ETHSX,2008,251,252,251,1,0.4,99.6,1
ETHSX,2009,250,252,250,2,0.79,99.21,2
ETHSX,2010,250,252,250,2,0.79,99.21,2
ETHSX,2011,251,252,251,1,0.4,99.6,1
ETHSX,2012,248,252,248,4,1.59,98.41,4
ETHSX,2013,250,252,250,2,0.79,99.21,2
ETHSX,2014,250,252,250,2,0.79,99.21,2
ETHSX,2015,250,252,250,2,0.79,99.21,2
ETHSX,2016,251,252,251,1,0.4,99.6,1
ETHSX,2017,250,252,250,2,0.79,99.21,2
ETHSX,2018,249,252,249,3,1.19,98.81,3
ETHSX,2019,250,252,250,2,0.79,99.21,2
ETHSX,2020,251,252,251,1,0.4,99.6,1
ETHSX,2021,250,252,250,2,0.79,99.21,2
ETHSX,2022,250,252,250,2,0.79,99.21,2
ETHSX,2023,249,252,249,3,1.19,98.81,3
ETHSX,2024,250,252,250,2,0.79,99.21,2
ETHSX,2025,248,252,248,4,1.59,98.41,4
VGHCX,1999,250,252,250,2,0.79,99.21,2
VGHCX,2000,251,252,251,1,0.4,99.6,1
VGHCX,2001,246,252,246,6,2.38,97.62,6
VGHCX,2002,250,252,250,2,0.79,99.21,2
VGHCX,2003,250,252,250,2,0.79,99.21,2
VGHCX,2004,250,252,250,2,0.79,99.21,2
