symbol,year,actual_days_available,target_days,days_matched,days_imputed,imputation_rate_pct,completeness_pct,zero_returns
VGHCX,2005,251,252,251,1,0.4,99.6,1
VGHCX,2006,250,252,250,2,0.79,99.21,2
VGHCX,2007,249,252,249,3,1.19,98.81,3
VGHCX,2008,251,252,251,1,0.4,99.6,1
VGHCX,2009,250,252,250,2,0.79,99.21,2
VGHCX,2010,250,252,250,2,0.79,99.21,2
VGHCX,2011,251,252,251,1,0.4,99.6,1
VGHCX,2012,248,252,248,4,1.59,98.41,4
VGHCX,2013,250,252,250,2,0.79,99.21,2
VGHCX,2014,250,252,250,2,0.79,99.21,2
VGHCX,2015,250,252,250,2,0.79,99.21,2
VGHCX,2016,251,252,251,1,0.4,99.6,1
VGHCX,2017,250,252,250,2,0.79,99.21,2
VGHCX,2018,249,252,249,3,1.19,98.81,3
VGHCX,2019,250,252,250,2,0.79,99.21,2
VGHCX,2020,251,252,251,1,0.4,99.6,1
VGHCX,2021,250,252,250,2,0.79,99.21,2
VGHCX,2022,250,252,250,2,0.79,99.21,2
VGHCX,2023,249,252,249,3,1.19,98.81,3
VGHCX,2024,250,252,250,2,0.79,99.21,2
VGHCX,2025,248,252,248,4,1.59,98.41,4
PRHSX,1999,250,252,250,2,0.79,99.21,2
PRHSX,2000,251,252,251,1,0.4,99.6,1
PRHSX,2001,246,252,246,6,2.38,97.62,6
PRHSX,2002,250,252,250,2,0.79,99.21,2
PRHSX,2003,250,252,250,2,0.79,99.21,2
PRHSX,2004,250,252,250,2,0.79,99.21,2
PRHSX,2005,251,252,251,1,0.4,99.6,1
PRHSX,2006,250,252,250,2,0.79,99.21,2
PRHSX,2007,249,252,249,3,1.19,98.81,3
PRHSX,2008,251,252,251,1,0.4,99.6,1
PRHSX,2009,250,252,250,2,0.79,99.21,2
PRHSX,2010,250,252,250,2,0.79,99.21,2
PRHSX,2011,251,252,251,1,0.4,99.6,1
PRHSX,2012,248,252,248,4,1.59,98.41,4
PRHSX,2013,250,252,250,2,0.79,99.21,2
PRHSX,2014,250,252,250,2,0.79,99.21,2
PRHSX,2015,250,252,250,2,0.79,99.21,2
PRHSX,2016,251,252,251,1,0.4,99.6,1
PRHSX,2017,250,252,250,2,0.79,99.21,2
PRHSX,2018,249,252,249,3,1.19,98.81,3
PRHSX,2019,250,252,250,2,0.79,99.21,2
PRHSX,2020,251,252,251,1,0.4,99.6,1
PRHSX,2021,250,252,250,2,0.79,99.21,2
PRHSX,2022,250,252,250,2,0.79,99.21,2
PRHSX,2023,249,252,249,3,1.19,98.81,3
PRHSX,2024,250,252,250,2,0.79,99.21,2
PRHSX,2025,248,252,248,4,1.59,98.41,4
FSPHX,1999,250,252,250,2,0.79,99.21,2
FSPHX,2000,251,252,251,1,0.4,99.6,1
FSPHX,2001,246,252,246,6,2.38,97.62,6
FSPHX,2002,250,252,250,2,0.79,99.21,2
FSPHX,2003,250,252,250,2,0.79,99.21,2
FSPHX,2004,250,252,250,2,0.79,99.21,2
FSPHX,2005,251,252,251,1,0.4,99.6,1
FSPHX,2006,250,252,250,2,0.79,99.21,2
FSPHX,2007,249,252,249,3,1.19,98.81,3
FSPHX,2008,251,252,251,1,0.4,99.6,1
FSPHX,2009,250,252,250,2,0.79,99.21,2
FSPHX,2010,250,252,250,2,0.79,99.21,2
FSPHX,2011,251,252,251,1,0.4,99.6,1
FSPHX,2012,248,252,248,4,1.59,98.41,4
FSPHX,2013,250,252,250,2,0.79,99.21,2
FSPHX,2014,250,252,250,2,0.79,99.21,2
FSPHX,2015,250,252,250,2,0.79,99.21,2
FSPHX,2016,251,252,251,1,0.4,99.6,1
FSPHX,2017,250,252,250,2,0.79,99.21,2
FSPHX,2018,249,252,249,3,1.19,98.81,3
FSPHX,2019,250,252,250,2,0.79,99.21,2
FSPHX,2020,251,252,251,1,0.4,99.6,1
FSPHX,2021,250,252,250,2,0.79,99.21,2
FSPHX,2022,250,252,250,2,0.79,99.21,2
FSPHX,2023,249,252,249,3,1.19,98.81,3
FSPHX,2024,250,252,250,2,0.79,99.21,2
FSPHX,2025,248,252,248,4,1.59,98.41,4
FSMEX,1999,250,252,250,2,0.79,99.21,2
FSMEX,2000,251,252,251,1,0.4,99.6,1
FSMEX,2001,246,252,246,6,2.38,97.62,6
FSMEX,2002,250,252,250,2,0.79,99.21,2
FSMEX,2003,250,252,250,2,0.79,99.21,2
FSMEX,2004,250,252,250,2,0.79,99.21,2
FSMEX,2005,251,252,251,1,0.4,99.6,1
FSMEX,2006,250,252,250,2,0.79,99.21,2
FSMEX,2007,249,252,249,3,1.19,98.81,3
FSMEX,2008,251,252,251,1,0.4,99.6,1
FSMEX,2009,250,252,250,2,0.79,99.21,2
FSMEX,2010,250,252,250,2,0.79,99.21,2
FSMEX,2011,251,252,251,1,0.4,99.6,1
FSMEX,2012,248,252,248,4,1.59,98.41,4
FSMEX,2013,250,252,250,2,0.79,99.21,2
FSMEX,2014,250,252,250,2,0.79,99.21,2
FSMEX,2015,250,252,250,2,0.79,99.21,2
FSMEX,2016,251,252,251,1,0.4,99.6,1
FSMEX,2017,250,252,250,2,0.79,99.21,2
FSMEX,2018,249,252,249,3,1.19,98.81,3
FSMEX,2019,250,252,250,2,0.79,99.21,2
FSMEX,2020,251,252,251,1,0.4,99.6,1
FSMEX,2021,250,252,250,2,0.79,99.21,2
FSMEX,2022,250,252,250,2,0.79,99.21,2
FSMEX,2023,249,252,249,3,1.19,98.81,3
FSMEX,2024,250,252,250,2,0.79,99.21,2
FSMEX,2025,248,252,248,4,1.59,98.41,4
FACDX,1999,250,252,250,2,0.79,99.21,2
FACDX,2000,251,252,251,1,0.4,99.6,1
FACDX,2001,246,252,246,6,2.38,97.62,6
FACDX,2002,250,252,250,2,0.79,99.21,2
FACDX,2003,250,252,250,2,0.79,99.21,2
FACDX,2004,250,252,250,2,0.79,99.21,2
FACDX,2005,251,252,251,1,0.4,99.6,1
FACDX,2006,250,252,250,2,0.79,99.21,2
FACDX,2007,249,252,249,3,1.19,98.81,3
FACDX,2008,251,252,251,1,0.4,99.6,1
FACDX,2009,250,252,250,2,0.79,99.21,2
FACDX,2010,250,252,250,2,0.79,99.21,2
FACDX,2011,251,252,251,1,0.4,99.6,1
FACDX,2012,248,252,248,4,1.59,98.41,4
FACDX,2013,250,252,250,2,0.79,99.21,2
FACDX,2014,250,252,250,2,0.79,99.21,2
FACDX,2015,250,252,250,2,0.79,99.21,2
FACDX,2016,251,252,251,1,0.4,99.6,1
FACDX,2017,250,252,250,2,0.79,99.21,2
FACDX,2018,249,252,249,3,1.19,98.81,3
FACDX,2019,250,252,250,2,0.79,99.21,2
FACDX,2020,251,252,251,1,0.4,99.6,1
FACDX,2021,250,252,250,2,0.79,99.21,2
FACDX,2022,250,252,250,2,0.79,99.21,2
FACDX,2023,249,252,249,3,1.19,98.81,3
FACDX,2024,250,252,250,2,0.79,99.21,2
FACDX,2025,248,252,248,4,1.59,98.41,4
FBDIX,1999,250,252,250,2,0.79,99.21,2
FBDIX,2000,251,252,251,1,0.4,99.6,1
FBDIX,2001,246,252,246,6,2.38,97.62,6
FBDIX,2002,250,252,250,2,0.79,99.21,2
FBDIX,2003,250,252,250,2,0.79,99.21,2
FBDIX,2004,250,252,250,2,0.79,99.21,2
FBDIX,2005,251,252,251,1,0.4,99.6,1
FBDIX,2006,250,252,250,2,0.79,99.21,2
FBDIX,2007,249,252,249,3,1.19,98.81,3
FBDIX,2008,251,252,251,1,0.4,99.6,1
FBDIX,2009,250,252,250,2,0.79,99.21,2
FBDIX,2010,250,252,250,2,0.79,99.21,2
FBDIX,2011,251,252,251,1,0.4,99.6,1
FBDIX,2012,248,252,248,4,1.59,98.41,4
FBDIX,2013,250,252,250,2,0.79,99.21,2
FBDIX,2014,250,252,250,2,0.79,99.21,2
FBDIX,2015,250,252,250,2,0.79,99.21,2
FBDIX,2016,251,252,251,1,0.4,99.6,1
FBDIX,2017,250,252,250,2,0.79,99.21,2
FBDIX,2018,249,252,249,3,1.19,98.81,3
FBDIX,2019,250,252,250,2,0.79,99.21,2
FBDIX,2020,251,252,251,1,0.4,99.6,1
FBDIX,2021,250,252,250,2,0.79,99.21,2
FBDIX,2022,250,252,250,2,0.79,99.21,2
FBDIX,2023,249,252,249,3,1.19,98.81,3
FBDIX,2024,250,252,250,2,0.79,99.21,2
FBDIX,2025,248,252,248,4,1.59,98.41,4
SPY,1999,250,252,250,2,0.79,99.21,2
SPY,2000,251,252,251,1,0.4,99.6,1
SPY,2001,246,252,246,6,2.38,97.62,6
SPY,2002,250,252,250,2,0.79,99.21,2
SPY,2003,250,252,250,2,0.79,99.21,2
SPY,2004,250,252,250,2,0.79,99.21,2
SPY,2005,251,252,251,1,0.4,99.6,1
SPY,2006,250,252,250,2,0.79,99.21,2
SPY,2007,249,252,249,3,1.19,98.81,3
SPY,2008,251,252,251,1,0.4,99.6,1
SPY,2009,250,252,250,2,0.79,99.21,2
SPY,2010,250,252,250,2,0.79,99.21,2
SPY,2011,251,252,251,1,0.4,99.6,1
SPY,2012,248,252,248,4,1.59,98.41,4
SPY,2013,250,252,250,2,0.79,99.21,2
SPY,2014,250,252,250,2,0.79,99.21,2
SPY,2015,250,252,250,2,0.79,99.21,2
SPY,2016,251,252,251,1,0.4,99.6,1
SPY,2017,250,252,250,2,0.79,99.21,2
SPY,2018,249,252,249,3,1.19,98.81,3
SPY,2019,250,252,250,2,0.79,99.21,2
SPY,2020,251,252,251,1,0.4,99.6,1
SPY,2021,250,252,250,2,0.79,99.21,2
SPY,2022,250,252,250,2,0.79,99.21,2
SPY,2023,249,252,249,3,1.19,98.81,3
SPY,2024,250,252,250,2,0.79,99.21,2
SPY,2025,248,252,248,4,1.59,98.41,4
