Fund,I_without_fund,marginal_impact
FBDIX,9.03125,0.5489969135802468
FSHCX,9.203125,0.3771219135802468
VGHCX,9.25,0.3302469135802468
FSMEX,9.3125,0.2677469135802468
PRHSX,9.40625,0.17399691358024683
ETHSX,9.53125,0.048996913580246826
PHSTX,9.578125,0.002121913580246826
FSPHX,9.75,-0.16975308641975317
FACDX,9.8125,-0.23225308641975317
