Fund,I_without_fund,marginal_impact
FBDIX,7.96875,0.7596450617283956
FSHCX,8.234375,0.49402006172839563
VGHCX,8.3125,0.41589506172839563
PRHSX,8.578125,0.15027006172839563
PHSTX,8.6875,0.04089506172839563
FSMEX,8.71875,0.009645061728395632
ETHSX,8.84375,-0.11535493827160437
FSPHX,8.984375,-0.25597993827160437
FACDX,9.0,-0.27160493827160437
