Fund,I_without_fund,marginal_impact
PRNEX,6.32,1.402222222222223
VGENX,7.16,0.5622222222222231
ICPAX,7.24,0.482222222222223
FNARX,7.8,-0.07777777777777661
FSENX,7.920000000000001,-0.1977777777777776
RYEIX,8.040000000000001,-0.3177777777777777
