Fund,I_without_fund,marginal_impact
RPFRX,4.529999999999999,0.3542975206611567
DPREX,4.57,0.3142975206611558
SOAAX,4.6,0.28429752066115643
CSEIX,4.63,0.2542975206611562
STMDX,4.79,0.09429752066115604
IARAX,4.91,-0.025702479338844064
FREAX,4.919999999999999,-0.03570247933884296
DFREX,4.959999999999999,-0.075702479338843
TRREX,5.04,-0.15570247933884396
PHRAX,5.090000000000001,-0.20570247933884467
FRESX,5.15,-0.2657024793388443
