Fund,Year,L2_Distance,Sector,Quantile
FNARX,1999,0.0166268265543328,energy,9
FNARX,2000,0.0202529923362314,energy,10
FNARX,2001,0.0148616439853374,energy,8
FNARX,2002,0.0111959569546405,energy,6
FNARX,2003,0.0096039120053538,energy,4
FNARX,2004,0.0090838522602961,energy,3
FNARX,2005,0.0122821855226161,energy,7
FNARX,2006,0.0136311596135271,energy,8
FNARX,2007,0.0095155257017587,energy,4
FNARX,2008,0.0277883544126909,energy,10
FNARX,2009,0.0153745228074198,energy,8
FNARX,2010,0.0077790491362452,energy,2
FNARX,2011,0.0103973651857505,energy,4
FNARX,2012,0.0071805933243579,energy,1
FNARX,2013,0.0067991397568294,energy,1
FNARX,2014,0.0122562418425345,energy,6
FNARX,2015,0.012498492403686,energy,7
FNARX,2016,0.0147643590698379,energy,8
FNARX,2017,0.0099883635263328,energy,4
FNARX,2018,0.0093553901826704,energy,4
FNARX,2019,0.0082159585918928,energy,2
FNARX,2020,0.0181721791907016,energy,9
FNARX,2021,0.0137746589749901,energy,8
FNARX,2022,0.0197385606272381,energy,10
FNARX,2023,0.0126864742744966,energy,7
FNARX,2024,0.0104613727854071,energy,5
FNARX,2025,0.0100238598147958,energy,4
FSENX,1999,0.0168381659636202,energy,9
FSENX,2000,0.0221287471291778,energy,10
FSENX,2001,0.0181030460653671,energy,9
FSENX,2002,0.0124418613051983,energy,7
FSENX,2003,0.0111120278401961,energy,6
FSENX,2004,0.0102105116891365,energy,4
FSENX,2005,0.0129458911854584,energy,7
FSENX,2006,0.0145789240933278,energy,8
FSENX,2007,0.0102937568153665,energy,4
FSENX,2008,0.0274694082043939,energy,10
FSENX,2009,0.0156767649748528,energy,9
FSENX,2010,0.0078362332419791,energy,2
FSENX,2011,0.0099753559696687,energy,4
FSENX,2012,0.0067580505783301,energy,1
FSENX,2013,0.0101171395525639,energy,4
FSENX,2014,0.0111511229412614,energy,6
FSENX,2015,0.0124331624681613,energy,7
FSENX,2016,0.0152271467696123,energy,8
FSENX,2017,0.0106537088158482,energy,5
FSENX,2018,0.0111062112733217,energy,5
FSENX,2019,0.0107112203724499,energy,5
FSENX,2020,0.0248588297819819,energy,10
FSENX,2021,0.0170689912341244,energy,9
FSENX,2022,0.0219262604344167,energy,10
FSENX,2023,0.0143151378226269,energy,8
FSENX,2024,0.011761503451247,energy,6
FSENX,2025,0.0119841640610616,energy,6
ICPAX,1999,0.0113432285293326,energy,6
ICPAX,2000,0.021039733471197,energy,10
ICPAX,2001,0.0083412134470766,energy,2
ICPAX,2002,0.0073207166215509,energy,2
ICPAX,2003,0.0058853866093289,energy,1
ICPAX,2004,0.005203580303452,energy,1
ICPAX,2005,0.0222312388021193,energy,10
ICPAX,2006,0.0607633717348564,energy,10
ICPAX,2007,0.2216677125739845,energy,10
ICPAX,2008,0.0137261894880639,energy,8
ICPAX,2009,0.0070424584575039,energy,1
ICPAX,2010,0.0073384156848797,energy,2
ICPAX,2011,0.0136154166752994,energy,8
ICPAX,2012,0.0088649481802072,energy,3
ICPAX,2013,0.0070818405652579,energy,1
ICPAX,2014,0.0096503671779525,energy,4
ICPAX,2015,0.0124100700893942,energy,7
ICPAX,2016,0.014196712166953,energy,8
ICPAX,2017,0.0109351152504768,energy,5
ICPAX,2018,0.0111874395069178,energy,6
ICPAX,2019,0.0106356533772129,energy,5
ICPAX,2020,0.0214269663977982,energy,10
ICPAX,2021,0.0142253915296189,energy,8
ICPAX,2022,0.0177548026498228,energy,9
ICPAX,2023,0.01281092330269,energy,7
ICPAX,2024,0.0096583910850925,energy,4
ICPAX,2025,0.0096513131395426,energy,4
PRNEX,1999,0.0140865148484681,energy,8
PRNEX,2000,0.0165632438950403,energy,9
PRNEX,2001,0.0135791085981393,energy,7
PRNEX,2002,0.0091760086528783,energy,3
PRNEX,2003,0.0075188956190158,energy,2
PRNEX,2004,0.0084291421036595,energy,2
PRNEX,2005,0.0091061394562259,energy,3
PRNEX,2006,0.0110017626838956,energy,5
PRNEX,2007,0.0085205417066707,energy,3
PRNEX,2008,0.0214355773589213,energy,10
PRNEX,2009,0.0124175965003929,energy,7
PRNEX,2010,0.0075623017328048,energy,2
PRNEX,2011,0.0093366785301526,energy,3
PRNEX,2012,0.0066158857788198,energy,1
PRNEX,2013,0.0079104349606508,energy,2
PRNEX,2014,0.0144130581212105,energy,8
PRNEX,2015,0.0089507679689507,energy,3
PRNEX,2016,0.0082539040505511,energy,2
PRNEX,2017,0.0052663615163116,energy,1
PRNEX,2018,0.0063688731905049,energy,1
PRNEX,2019,0.0051959703771703,energy,1
PRNEX,2020,0.0109243842934061,energy,5
PRNEX,2021,0.0073377398942436,energy,2
PRNEX,2022,0.0107151140936624,energy,5
PRNEX,2023,0.0103047308292926,energy,4
PRNEX,2024,0.0079108598435144,energy,2
PRNEX,2025,0.0087061700016805,energy,3
RYEIX,1999,0.0168599225519634,energy,9
RYEIX,2000,0.0220437630056368,energy,10
RYEIX,2001,0.0177393070978166,energy,9
RYEIX,2002,0.0120568212545079,energy,6
RYEIX,2003,0.0105275565292677,energy,5
RYEIX,2004,0.0106548572550376,energy,5
RYEIX,2005,0.0127243870876937,energy,7
RYEIX,2006,0.0131876588372332,energy,7
RYEIX,2007,0.0089691733531103,energy,3
RYEIX,2008,0.0241473492938768,energy,10
RYEIX,2009,0.0123270899947791,energy,7
RYEIX,2010,0.0072820273267155,energy,1
RYEIX,2011,0.0098876177795961,energy,4
RYEIX,2012,0.0072901738283687,energy,1
RYEIX,2013,0.0056504523589498,energy,1
RYEIX,2014,0.0107482893554015,energy,5
RYEIX,2015,0.014862207550267,energy,8
RYEIX,2016,0.0160829706481878,energy,9
RYEIX,2017,0.011054624799272,energy,5
RYEIX,2018,0.011139589928747,energy,6
RYEIX,2019,0.0108837295605454,energy,5
RYEIX,2020,0.0279704041706657,energy,10
RYEIX,2021,0.0176090749601167,energy,9
RYEIX,2022,0.0193635551898485,energy,9
RYEIX,2023,0.0127636828768463,energy,7
RYEIX,2024,0.010875507439983,energy,5
RYEIX,2025,0.0116154080290231,energy,6
VGENX,1999,0.0154248745513585,energy,8
VGENX,2000,0.0196672946123439,energy,9
VGENX,2001,0.0176998905947103,energy,9
VGENX,2002,0.0116049002412134,energy,6
VGENX,2003,0.008958108174336,energy,3
VGENX,2004,0.0087750945767017,energy,3
VGENX,2005,0.0110239820215667,energy,5
VGENX,2006,0.011888070204632,energy,6
VGENX,2007,0.0087725382602683,energy,3
VGENX,2008,0.0215382589738376,energy,10
VGENX,2009,0.0119327655480084,energy,6
VGENX,2010,0.0070411452285575,energy,1
VGENX,2011,0.0091428228813199,energy,3
VGENX,2012,0.0064818693255,energy,1
VGENX,2013,0.0047625882328269,energy,1
VGENX,2014,0.0087446440198548,energy,3
VGENX,2015,0.0117876043941209,energy,6
VGENX,2016,0.0119158790994416,energy,6
VGENX,2017,0.0074126711587118,energy,2
VGENX,2018,0.0087600975731402,energy,3
VGENX,2019,0.007682487182304,energy,2
VGENX,2020,0.0175893951210666,energy,9
VGENX,2021,0.008342122390566,energy,2
VGENX,2022,0.0127363835006285,energy,7
VGENX,2023,0.0092357936562831,energy,3
VGENX,2024,0.0124314952600034,energy,7
VGENX,2025,0.0094156243548887,energy,4
