Fund,Year,L2_Distance,Sector
BULIX,1999,0.00745228315152597,utilities
BULIX,2000,0.010459996704517823,utilities
BULIX,2001,0.009417873431869627,utilities
BULIX,2002,0.010065564515344254,utilities
BULIX,2003,0.005039021481829243,utilities
BULIX,2004,0.004395178858199768,utilities
BULIX,2005,0.005007066186380132,utilities
BULIX,2006,0.0036950541032531687,utilities
BULIX,2007,0.005471969924705535,utilities
BULIX,2008,0.009744825016564129,utilities
BULIX,2009,0.006679045320392359,utilities
BULIX,2010,0.003973442403916482,utilities
BULIX,2011,0.004288133063104657,utilities
BULIX,2012,0.005742938381276902,utilities
BULIX,2013,0.005843170360455675,utilities
BULIX,2014,0.006041001392060012,utilities
BULIX,2015,0.006437281626651355,utilities
BULIX,2016,0.007885654083602733,utilities
BULIX,2017,0.0054733981716846665,utilities
BULIX,2018,0.00826220121381349,utilities
BULIX,2019,0.0063533188893349305,utilities
BULIX,2020,0.013314563531460306,utilities
BULIX,2021,0.0078122245320028,utilities
BULIX,2022,0.009819862142733688,utilities
BULIX,2023,0.009614416348972575,utilities
BULIX,2024,0.009898847834059454,utilities
BULIX,2025,0.010841593023074497,utilities
EVUAX,1999,0.009403520205233783,utilities
EVUAX,2000,0.013283487360088839,utilities
EVUAX,2001,0.009100522099423587,utilities
EVUAX,2002,0.009562469131366907,utilities
EVUAX,2003,0.004893185391683889,utilities
EVUAX,2004,0.004257421016580174,utilities
EVUAX,2005,0.00503855739624857,utilities
EVUAX,2006,0.0038722118028481005,utilities
EVUAX,2007,0.0054866909829390815,utilities
EVUAX,2008,0.009008100463145947,utilities
EVUAX,2009,0.005075296011274193,utilities
EVUAX,2010,0.004313000003668549,utilities
EVUAX,2011,0.004008689848851282,utilities
EVUAX,2012,0.0035616759676500003,utilities
EVUAX,2013,0.003918167697999122,utilities
EVUAX,2014,0.0049463799430843,utilities
EVUAX,2015,0.005909231927486932,utilities
EVUAX,2016,0.006952485750181664,utilities
EVUAX,2017,0.004987729682990035,utilities
EVUAX,2018,0.007217135012941988,utilities
EVUAX,2019,0.014448274910477238,utilities
EVUAX,2020,0.014396971578495532,utilities
EVUAX,2021,0.011180243025734594,utilities
EVUAX,2022,0.010991085436340165,utilities
EVUAX,2023,0.008671399434888434,utilities
EVUAX,2024,0.008953552016829432,utilities
EVUAX,2025,0.008713308122494616,utilities
FIUIX,1999,0.008834887955159826,utilities
FIUIX,2000,0.022091185634269487,utilities
FIUIX,2001,0.007686453989630561,utilities
FIUIX,2002,0.010328045415393021,utilities
FIUIX,2003,0.005950946079182075,utilities
FIUIX,2004,0.004408118436077105,utilities
FIUIX,2005,0.00471065454891818,utilities
FIUIX,2006,0.003846143717759705,utilities
FIUIX,2007,0.005343704041939417,utilities
FIUIX,2008,0.00969123189311853,utilities
FIUIX,2009,0.00715107370760453,utilities
FIUIX,2010,0.0040798931116233245,utilities
FIUIX,2011,0.00463626591890805,utilities
FIUIX,2012,0.004069274080911629,utilities
FIUIX,2013,0.0044013952674395946,utilities
FIUIX,2014,0.004596221279842412,utilities
FIUIX,2015,0.005144236486283101,utilities
FIUIX,2016,0.0063619955894633476,utilities
FIUIX,2017,0.004854100258316634,utilities
FIUIX,2018,0.008038691949798931,utilities
FIUIX,2019,0.006563217083328601,utilities
