Date,Daily_Return,Year
1999-01-04,0.0,1999
1999-01-05,0.005160115573529023,1999
1999-01-06,0.011293373555715469,1999
1999-01-07,-0.006091284370281724,1999
1999-01-08,0.005107407627238381,1999
1999-01-11,-0.019309151389114154,1999
1999-01-12,-0.004144886754592236,1999
1999-01-13,0.006243406640013882,1999
1999-01-14,-0.01447775741986057,1999
1999-01-15,0.010492895628374077,1999
1999-01-19,0.01661497648242327,1999
1999-01-20,0.004085483061494477,1999
1999-01-21,-0.007120082885190504,1999
1999-01-22,0.006147187969154366,1999
1999-01-25,-0.014256866392833967,1999
1999-01-26,0.007231598077943602,1999
1999-01-27,-0.013333303676147712,1999
1999-01-28,0.007276235856128688,1999
1999-01-29,0.0010320757749915366,1999
1999-02-01,-0.011340273773420617,1999
1999-02-02,-0.005213922745402888,1999
1999-02-03,0.004193080407735916,1999
1999-02-04,-0.010438397098125995,1999
1999-02-05,-0.003164747101813359,1999
1999-02-08,0.004233014366694432,1999
1999-02-09,-0.00526893075024526,1999
1999-02-10,-0.0042372958659017135,1999
1999-02-11,0.0010642558372233601,1999
1999-02-12,-0.02019170402356385,1999
1999-02-16,0.010846318182695436,1999
1999-02-17,-0.0032192140499482935,1999
1999-02-18,0.01614640646229759,1999
1999-02-19,-0.009533662315945657,1999
1999-02-22,0.018181795855600313,1999
1999-02-23,-0.01995853454233154,1999
1999-02-24,0.002144208480179044,1999
1999-02-25,-0.010695306457821907,1999
1999-02-26,-0.003243369452293643,1999
1999-03-01,-0.004338471928366783,1999
1999-03-02,-0.005446372942132904,1999
1999-03-03,0.0010950300836356508,1999
1999-03-04,0.01203522595027473,1999
1999-03-05,0.012973133026624062,1999
1999-03-08,-0.008538172388904086,1999
1999-03-09,-0.007534980527790558,1999
1999-03-10,0.004338333566588304,1999
1999-03-11,0.010799879787035893,1999
1999-03-12,0.013888444992853799,1999
1999-03-15,-0.0031612777950178472,1999
1999-03-16,0.004228067091597287,1999
1999-03-17,0.0010528518043104729,1999
1999-03-18,0.016824423866235838,1999
1999-03-19,0.0010341443761325841,1999
1999-03-22,0.0,1999
1999-03-23,-0.02066112516726204,1999
1999-03-24,0.01582245712240682,1999
1999-03-25,-0.0020764829267401197,1999
1999-03-26,-0.011446743306615437,1999
1999-03-29,-0.0042102658052990405,1999
1999-03-30,-0.019027886417532502,1999
1999-03-31,-0.0032324044351876857,1999
1999-04-01,0.011892446600423323,1999
1999-04-05,0.014956498605015467,1999
1999-04-06,-0.007368552650714344,1999
1999-04-07,0.004242331349759265,1999
1999-04-08,0.02006276501068549,1999
1999-04-09,-0.0031054479544790903,1999
1999-04-12,0.013500384563313261,1999
1999-04-13,-0.012295683002441327,1999
1999-04-14,-0.014523077183672184,1999
1999-04-15,0.008421337313145871,1999
1999-04-16,0.007306751464452921,1999
1999-04-19,0.0031089294587971494,1999
1999-04-20,0.013429658876029427,1999
1999-04-21,0.010193600117972546,1999
1999-04-22,-0.004036141189507014,1999
1999-04-23,0.0010130597856494727,1999
1999-04-26,-0.0030364909594120526,1999
1999-04-27,0.0,1999
1999-04-28,0.0,1999
1999-04-29,0.007106725078413145,1999
1999-04-30,-0.006048236460428846,1999
1999-05-03,0.010141776831227522,1999
1999-05-04,-0.01104424383407454,1999
1999-05-05,0.009136894177362853,1999
1999-05-06,-0.005029757785289468,1999
1999-05-07,0.007077657655902847,1999
