Date,Daily_Return,Year
1999-01-04,0.0,1999
1999-01-05,0.0325954727455526,1999
1999-01-06,0.0095296206522002,1999
1999-01-07,-0.0005901981703856,1999
1999-01-08,0.007083359724505,1999
1999-01-11,-0.0111365176747026,1999
1999-01-12,-0.011855675137034,1999
1999-01-13,-0.0023993209992879,1999
1999-01-14,-0.01924242561995,1999
1999-01-15,0.0282035784432124,1999
1999-01-19,0.0405486488529949,1999
1999-01-20,0.0131805252789816,1999
1999-01-21,-0.0265838883402024,1999
1999-01-22,0.0017433611680992,1999
1999-01-25,-0.0069604013578833,1999
1999-01-26,0.0058410002514222,1999
1999-01-27,-0.0098721165705782,1999
1999-01-28,0.0222872452979734,1999
1999-01-29,0.0005735860055064,1999
1999-02-01,0.0,1999
1999-02-02,-0.0131881440511382,1999
1999-02-03,0.0104592581875235,1999
1999-02-04,-0.0155260419889566,1999
1999-02-05,-0.0070096144663318,1999
1999-02-08,0.0029414535672822,1999
1999-02-09,-0.016422509060353,1999
1999-02-10,-0.0119260000417834,1999
1999-02-11,0.0259504001070283,1999
1999-02-12,-0.0176471266544909,1999
1999-02-16,0.0077847529757189,1999
1999-02-17,-0.0124781968905124,1999
1999-02-18,0.0126358697612765,1999
1999-02-19,-0.0017827854239463,1999
1999-02-22,0.0291670685485787,1999
1999-02-23,-0.0121465146759706,1999
1999-02-24,0.0011716570351314,1999
1999-02-25,-0.0052632984646034,1999
1999-02-26,-0.0076426934750648,1999
1999-03-01,-0.0100710872295698,1999
1999-03-02,-0.0029920028135359,1999
1999-03-03,0.0005999084458971,1999
1999-03-04,0.0119979185618235,1999
1999-03-05,0.0177828019003098,1999
1999-03-08,0.0075715364351913,1999
1999-03-09,-0.0028905054337187,1999
1999-03-10,0.0046379011535755,1999
1999-03-11,0.0051936268293864,1999
1999-03-12,0.0005737954112288,1999
1999-03-15,0.011474651452878,1999
1999-03-16,0.0028358680170417,1999
1999-03-17,0.0158372025459838,1999
1999-03-18,0.0111359753871536,1999
1999-03-19,-0.0099121588536139,1999
1999-03-22,-0.0055617949964954,1999
1999-03-23,-0.0218117562669668,1999
1999-03-24,0.0154377451868235,1999
1999-03-25,0.0073190014923341,1999
1999-03-26,-0.0022357005912092,1999
1999-03-29,0.0072829213467393,1999
1999-03-30,-0.0094550050993559,1999
1999-03-31,-0.0078606264824812,1999
1999-04-01,0.0118844172354912,1999
1999-04-05,0.0167787047053642,1999
1999-04-06,-0.0005502673275992,1999
1999-04-07,0.0137593219342979,1999
1999-04-08,0.0211723164897212,1999
1999-04-09,0.0170122556535856,1999
1999-04-12,0.0266599615681426,1999
1999-04-13,0.0005088305243949,1999
1999-04-14,-0.0269718139603794,1999
1999-04-15,-0.009937474947714,1999
1999-04-16,-0.0005281355569962,1999
1999-04-19,-0.0190272254781826,1999
1999-04-20,0.0140085201933797,1999
1999-04-21,0.0281614290743468,1999
1999-04-22,0.0149872615659258,1999
1999-04-23,-0.0106924491121692,1999
1999-04-26,0.0056610642766494,1999
1999-04-27,-0.0005115414334686,1999
1999-04-28,-0.0030722076103743,1999
1999-04-29,-0.0030818893771697,1999
1999-04-30,-0.008758315844529,1999
1999-05-03,0.0057172952652899,1999
1999-05-04,-0.0108528074185225,1999
1999-05-05,0.0198539668164248,1999
1999-05-06,-0.0020490095652496,1999
1999-05-07,0.0071867399397043,1999
1999-05-10,-0.0086647823297496,1999
1999-05-11,0.0061694739703201,1999
1999-05-12,0.0071541185866952,1999
1999-05-13,0.0111614983853971,1999
1999-05-14,-0.0205716808992196,1999
1999-05-17,0.0122949120802997,1999
1999-05-18,-0.0065788487732308,1999
1999-05-19,0.0117168202966191,1999
1999-05-20,0.0010067029172122,1999
1999-05-21,-0.0080480415208448,1999
1999-05-24,-0.0101418840076082,1999
1999-05-25,-0.0066600556487879,1999
1999-05-26,0.0108306347538604,1999
1999-05-27,-0.0142856930057092,1999
1999-05-28,0.0144927317219023,1999
1999-06-01,-0.0040817177730815,1999
1999-06-02,-0.0025615023377875,1999
1999-06-03,0.0015407840228891,1999
1999-06-04,0.0148714389894659,1999
1999-06-07,0.0080853802326905,1999
1999-06-08,-0.0005015510660103,1999
1999-06-09,0.0065195660190642,1999
1999-06-10,-0.0104631580894283,1999
1999-06-11,-0.0100704944059051,1999
1999-06-14,0.0010172622724897,1999
1999-06-15,0.0030486855047242,1999
1999-06-16,0.0172236928067288,1999
1999-06-17,0.003984148568175,1999
1999-06-18,0.0094246220060185,1999
1999-06-21,0.0058969308351899,1999
1999-06-22,-0.0073277728366988,1999
1999-06-23,0.0004922133106344,1999
1999-06-24,-0.0162324836572946,1999
1999-06-25,0.0020003553592089,1999
1999-06-28,0.0079837826812689,1999
1999-06-29,0.001980239928971,1999
1999-06-30,0.0034584937984403,1999
1999-07-01,0.0039392349090718,1999
1999-07-02,0.0034325388647247,1999
1999-07-06,0.0004890492914391,1999
1999-07-07,0.0063506617480009,1999
1999-07-08,0.0038835773130732,1999
1999-07-09,-0.0029010621630822,1999
1999-07-12,0.0048495084752619,1999
1999-07-13,0.0,1999
1999-07-14,0.000482509775503,1999
1999-07-15,0.0091652763727292,1999
1999-07-16,0.0119506153148347,1999
1999-07-19,-0.0051960668806813,1999
1999-07-20,-0.0156696210409675,1999
1999-07-21,0.0038591219780723,1999
1999-07-22,-0.0110523359494042,1999
1999-07-23,0.0009716857323722,1999
1999-07-26,-0.0053395391742017,1999
1999-07-27,0.0117128683184224,1999
1999-07-28,0.0009650571449035,1999
1999-07-29,-0.0163860333990054,1999
