Fund,I_without_fund,marginal_impact
PRUAX,7.8641975308642,0.3758024691358024
ICTUX,7.9135802469135825,0.32641975308641946
MMUFX,7.925925925925929,0.31407407407407284
EVUAX,8.148148148148152,0.09185185185184963
FUGAX,8.20987654320988,0.03012345679012185
GASFX,8.23456790123457,0.005432098765432158
FSUTX,8.246913580246916,-0.006913580246914464
FKUTX,8.259259259259263,-0.019259259259261086
FIUIX,8.283950617283955,-0.04395061728395255
BULIX,8.2962962962963,-0.0562962962962974
