Date,Fund_Return,SPY_Return,Residual
1999-01-05,0.0041558218627284,0.0114301436041948,-0.004333659458422517
1999-01-06,0.009106092916747,0.02410818571448,-0.00865211239828594
1999-01-07,-0.0073828382053772,-0.0049044281688332,-0.003930362242790491
1999-01-08,-0.004132310632932,0.0073927562276498,-0.009670119375300386
1999-01-11,-0.0116183744077218,-0.0095405702904617,-0.004776485367943588
1999-01-12,-0.0075568676405982,-0.0180286307538912,0.00549051346132466
1999-01-13,-0.0084598593641184,-0.0070424818689643,-0.0034442848206761665
1999-01-14,-0.0093850944807801,-0.0174770344466774,0.0032590229402734844
1999-01-15,0.0129191892753004,0.0260374300294337,-0.006249457251121577
1999-01-19,0.0008501538199066,0.0065327789823685,-0.004058938622405888
1999-01-20,-0.006796544091565,0.0079878892413955,-0.012769445539579241
1999-01-21,-0.0025666744297305,-0.0264980236757643,0.01667255117828494
1999-01-22,0.0017154408233863,-0.0022893203527564,0.003256051187909131
1999-01-25,-0.0017125031256145,0.0101986114380088,-0.00930162998835063
1999-01-26,-0.0042873044481609,0.0181726415695318,-0.01770612360605244
1999-01-27,-0.009475430619897,-0.0116504286297192,-0.0010910561992804255
1999-01-28,0.0017399456957694,0.0168041268837992,-0.01067837316457704
1999-01-29,-0.0034729715003967,0.0076471610608719,-0.00919677175165369
1999-02-01,-0.0078396815946085,-0.0058756275445391,-0.0036771765219949576
1999-02-02,0.0017557831192027,-0.006155600301469,0.00612297202132366
1999-02-03,0.0008762323247673,0.0101582710373901,-0.0066834022838901
1999-02-04,-0.0087561777588636,-0.014962226861618,0.00204940203935571
1999-02-05,0.0026506490412518,-0.0114542655699724,0.01089161162881306
1999-02-08,0.0070478798716038,0.0020151791851414,0.005441536013896972
1999-02-09,-0.0113734940764271,-0.0223732427366907,0.004850166846842337
1999-02-10,-0.0035396154698212,0.006429249610403,-0.008373019161011012
1999-02-11,-0.000888800502888,0.0229937204904748,-0.017832237222563142
1999-02-12,-0.0133328638404662,-0.0119874298816091,-0.0047021129240004626
1999-02-16,0.0018014896676425,-0.006067518944382,0.006104283627646676
1999-02-17,0.0017989922971364,-0.0010168320624336,0.0024093058030551276
1999-02-18,0.0080792815306778,0.0078916676103297,0.0021767262554268215
1999-02-19,-0.0017812062409664,0.0042943016803747,-0.005053781932642894
1999-02-22,0.0142731135842515,0.026659746637188,-0.005350499160448307
