Fund,I_without_fund,marginal_impact
ICTUX,8.543209876543209,0.3067901234567909
EVUAX,8.654320987654321,0.19567901234567842
PRUAX,8.654320987654321,0.19567901234567842
GASFX,8.679012345679013,0.17098765432098695
FIUIX,8.728395061728394,0.12160493827160579
BULIX,8.753086419753085,0.09691358024691432
MMUFX,8.777777777777777,0.07222222222222285
FKUTX,8.814814814814815,0.035185185185184764
FSUTX,8.839506172839506,0.010493827160493296
FUGAX,8.962962962962962,-0.11296296296296227
