Fund,I_without_fund,marginal_impact
RPFRX,5.870000000000001,0.3614049586776851
SOAAX,5.940000000000002,0.2914049586776839
DPREX,6.0200000000000005,0.2114049586776856
CSEIX,6.16,0.07140495867768593
STMDX,6.190000000000001,0.04140495867768479
PHRAX,6.200000000000001,0.031404958677685
TRREX,6.2200000000000015,0.01140495867768454
FREAX,6.290000000000001,-0.058595041322314856
IARAX,6.310000000000001,-0.07859504132231532
FRESX,6.33,-0.098595041322314
DFREX,6.330000000000001,-0.09859504132231489
