Date,Daily_Return,Year
1999-01-04,0.0,1999
1999-01-05,0.010539639796358413,1999
1999-01-06,0.026380362639393917,1999
1999-01-07,-0.0035863483021090214,1999
1999-01-08,0.002999357020030624,1999
1999-01-11,0.002990597641043813,1999
1999-01-12,-0.023852189656676792,1999
1999-01-13,-0.001832822862300243,1999
1999-01-14,-0.011015912748845835,1999
1999-01-15,0.04641095513648685,1999
1999-01-19,0.0295683648300753,1999
1999-01-20,-0.012636422798768754,1999
1999-01-21,-0.02152409206984318,1999
1999-01-22,0.0029726088571615517,1999
1999-01-25,0.01185519457225781,1999
1999-01-26,0.025776439606111312,1999
1999-01-27,-0.010280039530906171,1999
1999-01-28,0.030005938582543523,1999
1999-01-29,0.006162468289796719,1999
1999-02-01,0.007238216480535575,1999
1999-02-02,-0.023217161640291417,1999
1999-02-03,0.00905479183656177,1999
1999-02-04,-0.029725296661264333,1999
1999-02-05,-0.023699316957042194,1999
1999-02-08,0.015985825955923794,1999
1999-02-09,-0.03554791888911446,1999
1999-02-10,-0.0030210346614379935,1999
1999-02-11,0.04969702717954805,1999
1999-02-12,-0.024826853430877982,1999
1999-02-16,-0.009472953807629692,1999
1999-02-17,-0.033472840497197676,1999
1999-02-18,-0.003092101708359385,1999
1999-02-19,0.011166252471584093,1999
1999-02-22,0.017177897205864934,1999
1999-02-23,0.021109962018815542,1999
1999-02-24,-0.013585651582145197,1999
1999-02-25,-0.013173521426442791,1999
1999-02-26,-0.022451332840736082,1999
1999-03-01,0.0031033995820266558,1999
1999-03-02,-0.01485138983885037,1999
1999-03-03,-0.010678518315634822,1999
1999-03-04,0.011428572701636774,1999
1999-03-05,0.011299729964802552,1999
1999-03-08,0.016138984673947032,1999
1999-03-09,0.0024433589358368035,1999
1999-03-10,-0.004265759017722859,1999
1999-03-11,-0.004283747350171785,1999
1999-03-12,-0.03441928341384859,1999
1999-03-15,0.019096066935812672,1999
1999-03-16,0.004996820231872867,1999
1999-03-17,-0.0012430485598736718,1999
1999-03-18,0.006222905480165686,1999
1999-03-19,-0.027210900099754798,1999
1999-03-22,-0.005721514021453156,1999
1999-03-23,-0.024296790715601868,1999
1999-03-24,0.017693508982036033,1999
1999-03-25,0.03155172725437794,1999
1999-03-26,0.004993774027308051,1999
1999-03-29,0.03354022683385227,1999
1999-03-30,-0.015023966143745127,1999
1999-03-31,-0.0006100766188866791,1999
1999-04-01,0.00732595972207406,1999
1999-04-05,-0.0036363401793473304,1999
1999-04-06,-0.004865982538240776,1999
1999-04-07,-0.021393833913333715,1999
1999-04-08,0.020612056964788072,1999
1999-04-09,0.01346390131311237,1999
1999-04-12,-0.00664244584057494,1999
1999-04-13,-0.015197493396930772,1999
1999-04-14,-0.010493878546781299,1999
1999-04-15,-0.0006238505735595146,1999
1999-04-16,-0.018726689107668948,1999
1999-04-19,-0.045801605665169776,1999
1999-04-20,0.014666989900098848,1999
1999-04-21,0.013140414821575241,1999
1999-04-22,0.042152978483762205,1999
1999-04-23,0.013690261046295893,1999
1999-04-26,0.023941127114144978,1999
1999-04-27,-0.01438860473273218,1999
1999-04-28,-0.020072791598423456,1999
1999-04-29,-0.012414977778148817,1999
1999-04-30,-0.0018855945691582665,1999
1999-05-03,0.006927104505081605,1999
1999-05-04,-0.016260178658395685,1999
1999-05-05,0.0031785197587308467,1999
1999-05-06,-0.013307974081381846,1999
1999-05-07,0.011560694944289018,1999
1999-05-10,0.0012699569301841684,1999
1999-05-11,0.017755140729243113,1999
1999-05-12,0.024299128214848587,1999
1999-05-13,-0.007299222815898121,1999
1999-05-14,-0.02083336468826713,1999
1999-05-17,0.011264006998448872,1999
1999-05-18,0.006807152395531313,1999
1999-05-19,0.02581421095008052,1999
1999-05-20,-0.002995903286215129,1999
1999-05-21,-0.001802662255066756,1999
1999-05-24,-0.02287803260172283,1999
1999-05-25,-0.022797096351399482,1999
1999-05-26,0.011349232219211691,1999
1999-05-27,-0.0012468504247633572,1999
1999-05-28,0.021223649131850042,1999
1999-06-01,-0.0073352718471006995,1999
1999-06-02,0.005541908685840591,1999
1999-06-03,-0.009797807501166544,1999
1999-06-04,0.03896100232471822,1999
1999-06-07,0.013095176514023477,1999
1999-06-08,-0.013513266489944109,1999
1999-06-09,0.010124705102463993,1999
1999-06-10,-0.018278416636977712,1999
1999-06-11,-0.00600585179795865,1999
1999-06-14,-0.006042139995313001,1999
1999-06-15,0.007294714352154008,1999
1999-06-16,0.04526265754342096,1999
1999-06-17,0.015588880667423144,1999
1999-06-18,0.005685166681395071,1999
1999-06-21,0.010740350399286891,1999
1999-06-22,-0.010626221061664443,1999
1999-06-23,0.008479112642699294,1999
1999-06-24,-0.0134526328515433,1999
1999-06-25,0.0,1999
1999-06-28,0.019318009560782556,1999
1999-06-29,0.018952092230372974,1999
1999-06-30,0.006564508859617124,1999
1999-07-01,0.012500088993488756,1999
1999-07-02,0.010198495956807996,1999
1999-07-06,0.0,1999
1999-07-07,0.0037195063744144274,1999
1999-07-08,0.006352464408831304,1999
1999-07-09,0.0010522352153630177,1999
1999-07-12,0.002627269789372111,1999
1999-07-13,-0.006813271584126146,1999
1999-07-14,0.013720206565671633,1999
1999-07-15,0.01197313811513201,1999
1999-07-16,0.009259378477223024,1999
1999-07-19,-0.011723229206800578,1999
1999-07-20,-0.03506944513562538,1999
1999-07-21,0.005344784484184073,1999
1999-07-22,-0.03455596735411526,1999
1999-07-23,-0.0011015504856051184,1999
1999-07-26,-0.015986581894584573,1999
1999-07-27,0.02128828854507714,1999
1999-07-28,0.005485514342517428,1999
1999-07-29,-0.021276523789247603,1999
1999-07-30,0.0027869630864794104,1999
1999-08-02,0.0005560125422698903,1999
1999-08-03,-0.013333376652912676,1999
1999-08-04,-0.016328833204494186,1999
1999-08-05,0.006296378422486315,1999
1999-08-06,-0.007394675687135366,1999
1999-08-09,-0.007449764277916104,1999
1999-08-10,-0.01789835697565645,1999
1999-08-11,0.029982304983855457,1999
1999-08-12,-0.002853907304124048,1999
1999-08-13,0.030337771629025623,1999
1999-08-16,0.0033333766529126674,1999
1999-08-17,0.002768444819468252,1999
1999-08-18,-0.009387061594288593,1999
1999-08-19,-0.006131553498353592,1999
1999-08-20,0.008973538315081298,1999
1999-08-23,0.01889942024379776,1999
1999-08-24,0.00818357288602689,1999
1999-08-25,0.01677480139259213,1999
