Fund,I_without_fund,marginal_impact
FBDIX,8.65625,0.6400462962962976
VGHCX,8.9375,0.3587962962962976
FSHCX,8.9375,0.3587962962962976
PRHSX,9.125,0.1712962962962976
FSMEX,9.125,0.1712962962962976
ETHSX,9.28125,0.015046296296297612
PHSTX,9.296875,-0.0005787037037023879
FSPHX,9.484375,-0.1880787037037024
FACDX,9.515625,-0.2193287037037024
