Fund,I_without_fund,marginal_impact
FSELX,7.869999999999998,0.460578512396693
RSIFX,7.9399999999999995,0.39057851239669183
FDCPX,8.14,0.19057851239669077
SHGTX,8.15,0.18057851239669098
ROGSX,8.15,0.18057851239669098
SLMCX,8.26,0.07057851239669155
ICTEX,8.360000000000001,-0.02942148760330987
FSPTX,8.379999999999999,-0.04942148760330767
FSCSX,8.459999999999999,-0.12942148760330774
MTCAX,8.490000000000002,-0.15942148760331065
KTCAX,8.52,-0.18942148760330824
