Fund,I_without_fund,marginal_impact
FSELX,9.42,0.3155371900826456
RSIFX,9.49,0.2455371900826453
SHGTX,9.52,0.21553719008264594
FDCPX,9.59,0.14553719008264565
FSCSX,9.66,0.07553719008264537
ICTEX,9.66,0.07553719008264537
FSPTX,9.67,0.06553719008264558
ROGSX,9.72,0.01553719008264487
SLMCX,9.73,0.005537190082645083
KTCAX,9.76,-0.024462809917354278
MTCAX,9.8,-0.0644628099173552
