Fund,I_without_fund,marginal_impact
PRNEX,6.080000000000001,1.4477777777777776
ICPAX,6.920000000000001,0.6077777777777778
VGENX,6.920000000000002,0.6077777777777769
FNARX,7.680000000000001,-0.15222222222222204
RYEIX,7.880000000000001,-0.3522222222222222
FSENX,7.880000000000002,-0.3522222222222231
