Fund,Sector,Year,Total_Days,Alpha,Beta,Alpha_Pvalue,Beta_Pvalue,R_Squared,Adj_R_Squared,Residual_Std,Fstatistic,F_Pvalue
VGENX,energy,2020,250,-0.0020810469148461715,1.2081320970641776,0.04592589285532342,1.7000056254765713e-68,0.7093802132394298,0.7082083592605565,0.016387706636851074,605.3486407252684,1.700005625476485e-68
VGENX,energy,2021,250,0.00021639336958905673,0.7379472947158869,0.6815157445962021,7.349370557108767e-25,0.34836936746105585,0.3457418245879149,0.008251057121293908,132.58370435060618,7.349370557108955e-25
VGENX,energy,2022,250,0.001360185021733551,0.6159744994120847,0.07157098762810878,3.2757435091828614e-28,0.38742406237148697,0.3849539981068558,0.01187194960556109,156.84776623791524,3.275743509182636e-28
VGENX,energy,2023,250,-0.00013070281676503672,0.6257373623472537,0.8158790816808278,1.2262547482466403e-17,0.2557500992403061,0.2527490915759524,0.008803275008005948,85.22140822169239,1.226254748246595e-17
VGENX,energy,2024,250,7.72432939964281e-05,0.32556827284533946,0.861171895085573,1.2870763093265845e-08,0.12252512110330616,0.1189869159464646,0.006925931906266591,34.62917373979586,1.2870763093265971e-08
VGENX,energy,2025,249,0.00044231854919356305,0.4443204711683467,0.3477325615292445,3.6666914522210862e-25,0.35312607693814013,0.3505071541727075,0.0074043961969860175,134.83638448566688,3.6666914522210674e-25
RYEIX,energy,1999,250,0.00041715274343917866,0.3777669112254121,0.6612034384456027,8.307305516377246e-06,0.07712790547390591,0.07340664702823607,0.014994415123180775,20.726296386013257,8.307305516377283e-06
RYEIX,energy,2000,250,0.0012129357293387988,0.22486660963156863,0.2933161260754794,0.0040189177365289545,0.03288231346153492,0.02898264537065387,0.018210614898973534,8.43208003738263,0.00401891773652911
RYEIX,energy,2001,249,-0.00029638876018105517,0.34182236543952665,0.7516449662961733,9.154649015204092e-07,0.09313310044725664,0.0894615745381363,0.014759020938001598,25.366319822476317,9.154649015203834e-07
RYEIX,energy,2002,251,0.00033735311499473366,0.8319427509018344,0.6418572460822303,7.848573574619356e-51,0.595360915693993,0.5937358591305151,0.011461395206666032,366.3631956415127,7.848573574619646e-51
RYEIX,energy,2003,250,0.00038172060901016234,0.5225898716356614,0.5045252977261276,3.52101996470564e-18,0.26311991195449547,0.26014862127689253,0.008994500596245555,88.55407986093563,3.521019964705666e-18
RYEIX,energy,2004,250,0.0008355231411550296,0.8057017425994876,0.21105598989747393,1.5734767669253078e-15,0.22640385454689738,0.22328451525071547,0.010514953586192047,72.58070798005858,1.5734767669253212e-15
RYEIX,energy,2005,250,0.0012375113842676149,1.3069879426093636,0.12107663960957063,5.79239347053814e-22,0.31265270844737036,0.3098811467878839,0.01256661793999708,112.80741576765323,5.792393470538159e-22
RYEIX,energy,2006,250,-0.00022500637721540576,1.2776494174325062,0.7873938744747739,1.2273158270447594e-18,0.26929004011707625,0.26634362898851605,0.013127970594080258,91.39594861925136,1.2273158270446802e-18
RYEIX,energy,2007,250,0.0011345305368120925,1.072526050316221,0.047333645785435384,7.862275878778977e-50,0.5892955937525082,0.5876395275982844,0.008996067174713848,355.8406119523208,7.862275878778687e-50
RYEIX,energy,2008,250,0.0002992903211079833,1.3158430753754582,0.8377909420207844,3.4605149801183946e-65,0.6909969912346046,0.6897510113605505,0.023052395082631186,554.5811819466431,3.460514980118406e-65
RYEIX,energy,2009,250,0.0001227948996801004,1.3290757560789335,0.8666769359636872,1.1127159239287341e-85,0.7886863192081552,0.7878342479146397,0.011532645472803374,925.6107149839163,1.112715923928686e-85
RYEIX,energy,2010,250,-4.968626408337544e-05,1.3288478179106553,0.9062952866967424,2.3758195041967865e-99,0.8360232979898048,0.8353621016107314,0.006659019928796195,1264.4099762939527,2.375819504196585e-99
RYEIX,energy,2011,250,-0.0001775712182317214,1.3761840080819674,0.7502668772572483,4.5186855549393334e-100,0.8382017770607888,0.8375493648715178,0.008810894882608066,1284.773324050508,4.5186855549394176e-100
RYEIX,energy,2012,250,-0.0007372589651725754,1.42627778434996,0.08417270189346177,2.987710918291006e-74,0.7387938767079947,0.7377406262108495,0.00670975493635795,701.4417545593213,2.9877109182912168e-74
RYEIX,energy,2013,250,-0.00041208725660559387,1.1667347565768598,0.25286511626440716,2.3624844768608226e-61,0.6682385351280167,0.6669007872857908,0.005622049829017216,499.5250330706599,2.362484476860595e-61
RYEIX,energy,2014,250,-0.0013793940275596613,1.2257006297041688,0.042531441884446616,3.9613844704924784e-29,0.39770949594997984,0.39528090520784265,0.010657796795752234,163.76143128998035,3.961384470492582e-29
RYEIX,energy,2015,250,-0.0014964285297943821,1.2576718492397974,0.11006106500657108,3.7244504449731374e-30,0.40901882253017763,0.4066358339113476,0.014752600204355343,171.64111456436999,3.7244504449731606e-30
RYEIX,energy,2016,250,0.0003771403382404821,1.6836344612104157,0.6976527205590102,4.385077472857405e-34,0.45039186445816315,0.4481757026213008,0.015298848675745375,203.23058405150178,4.385077472857422e-34
RYEIX,energy,2017,250,-0.001124912666264354,1.150960302034904,0.11435889781535247,2.987049714644472e-11,0.16349353624169183,0.16012052630718243,0.01104612177020486,48.47111020011754,2.9870497146444636e-11
RYEIX,energy,2018,250,-0.0009383831521474988,1.0863560201052915,0.18439166621165148,8.657250265513224e-42,0.5233736547187267,0.5214517742942053,0.011145052520501481,272.32373463041966,8.657250265513361e-42
RYEIX,energy,2019,250,-0.0011015928483144289,1.2137469325793584,0.11231043894661626,3.2942047915319824e-33,0.4414253234178568,0.4391730061735739,0.010824677119530118,195.98718810076497,3.2942047915320084e-33
RYEIX,energy,2020,250,-0.0020845687892918348,1.4533509426326978,0.21994101722100304,2.7360515902104887e-47,0.5695061617157195,0.5677702994645732,0.026778451300808425,328.0825776006369,2.736051590210641e-47
RYEIX,energy,2021,250,0.0005087042845352997,1.1887329064353334,0.6517328448208037,5.43286144858038e-16,0.23292479270292366,0.22983174751220958,0.017635950938266358,75.30597787649971,5.432861448580383e-16
RYEIX,energy,2022,250,0.0022983543165009147,0.7976787103085882,0.05518262083725476,1.1010084628420362e-20,0.29628243672346,0.2934448659037965,0.018842862632442548,104.41411177134913,1.1010084628419676e-20
RYEIX,energy,2023,250,-0.0004980053452621589,0.8729697999313804,0.5388058894756986,1.0148356570636321e-16,0.24310710458694562,0.24005511710544125,0.012703351154774462,79.65534133420626,1.0148356570635987e-16
RYEIX,energy,2024,250,-0.0005720355972867728,0.622120486713293,0.38414874051921544,7.723105555384136e-13,0.1873642577085205,0.1840875006831515,0.010299365149942055,57.179783626901255,7.723105555383916e-13
RYEIX,energy,2025,249,-0.00036871183834849596,0.935899843879612,0.6155951813451201,6.340464664799603e-39,0.49883442226912733,0.49680541183297,0.011550218061172289,245.85108749555764,6.340464664799883e-39
PRNEX,energy,1999,250,0.00046225390048462077,0.37833411225068225,0.47191264956381207,1.0033584297089456e-10,0.15544375690741963,0.15203828818527199,0.01011914394758954,45.64533389970357,1.0033584297089514e-10
PRNEX,energy,2000,250,0.0010279675534272475,0.26988697247967,0.18050534006442853,3.363480740051686e-07,0.09982412436287791,0.09619438292885718,0.012102330530878115,27.501717733183813,3.3634807400516046e-07
PRNEX,energy,2001,249,3.444395808241028e-05,0.38738026683436233,0.9606409618930354,4.2677621139489363e-13,0.19187472887982504,0.18860296664856935,0.011000318943360255,58.64568245418606,4.267762113949113e-13
PRNEX,energy,2002,251,0.0004928977364086587,0.7093265238830017,0.34400926234405016,1.04483272619658e-62,0.6749901308420059,0.673684870323299,0.008225192189565182,517.1305813423035,1.044832726196658e-62
PRNEX,energy,2003,250,0.000624817070420198,0.545452770191799,0.11729470221324222,1.373224898461778e-33,0.44533364992807567,0.44309709206488235,0.00626072775176277,199.1156398217442,1.3732248984617826e-33
PRNEX,energy,2004,250,0.0007067125484035269,0.8531858070740731,0.1565535656133272,9.373339314880623e-27,0.3707386357623963,0.36820129155176073,0.007847711861299471,146.1128664405929,9.37333931488125e-27
PRNEX,energy,2005,250,0.0009657115443517495,1.0834848291136177,0.07157139709975335,3.093582996489317e-30,0.40989766546106876,0.4075182205637343,0.008430213895829985,172.26608858236693,3.093582996489348e-30
PRNEX,energy,2006,250,-0.00011237417219075982,1.2940858540476419,0.866367574277249,8.751500051163933e-27,0.37108457196862643,0.36854862266204824,0.010508634588612972,146.32964902178938,8.751500051163542e-27
PRNEX,energy,2007,250,0.0012947952149294324,1.1136432999460648,0.006779387234399676,4.613784228332065e-65,0.6902806748971317,0.6890318066507493,0.007494870946980119,552.7249787130037,4.61378422833201e-65
PRNEX,energy,2008,250,-0.0002548626871952391,1.2459274432799496,0.841081988295782,1.0369854838393527e-71,0.726195279284668,0.725091227991461,0.020042651997532718,657.7550189495797,1.0369854838393602e-71
PRNEX,energy,2009,250,0.0003904474787126032,1.3192134847040693,0.5706611845317416,2.905055842197654e-90,0.805909831255895,0.8051272096077333,0.010852784404258114,1029.7566303575716,2.9050558421979505e-90
PRNEX,energy,2010,250,6.540726844238587e-06,1.3370079886207507,0.9868359742892996,1.2658567104135904e-105,0.8540423140326878,0.853453774976368,0.006254044629642701,1451.122580331539,1.265856710413427e-105
PRNEX,energy,2011,250,-0.0006264652491816938,1.3229229317467754,0.17082786869060831,5.884371661950249e-115,0.8772532758639394,0.8767583293956488,0.007211206441332905,1772.420518311352,5.884371661949796e-115
PRNEX,energy,2012,250,-0.0006521067622794196,1.3649261186240453,0.05993355770259046,6.335260635642213e-88,0.7973042314728968,0.79648690982561,0.005444925710066636,975.5085211798043,6.335260635642483e-88
PRNEX,energy,2013,250,-0.0006465440933645089,1.1397910739362425,0.03427587614571541,2.558970410410305e-72,0.7292631527147968,0.7281714718789694,0.004749327770501008,668.0186449934854,2.558970410409997e-72
PRNEX,energy,2014,250,-0.0008663398726053199,1.110053328907852,0.060743469068914764,1.1399613405467607e-43,0.5396737764955304,0.5378176223684962,0.007243926623628211,290.7483643924796,1.139961340546771e-43
PRNEX,energy,2015,250,-0.0008859042840046536,1.0264775823419021,0.11448753318597424,2.3310895434505675e-46,0.5620267191540596,0.560260697860326,0.00884261774982317,318.24458807393637,2.331089543450603e-46
PRNEX,energy,2016,250,0.0003625965155535215,1.2274897143295478,0.47366475705946187,1.8394424198305242e-53,0.6160056574745935,0.6144572931902168,0.007972004935520843,397.84284854038276,1.839442419830666e-53
PRNEX,energy,2017,250,-0.0002907980878775003,0.8838454603042707,0.3899628849758501,5.7724586953455465e-24,0.3375302992678535,0.33485905047457865,0.005253734095852396,126.35674375132328,5.772458695345752e-24
PRNEX,energy,2018,250,-0.0005733490281117154,0.8067037687765315,0.141793221209986,6.824950746873632e-61,0.6653936900061085,0.6640444710141976,0.006149908594513243,493.16952547764987,6.82495074687395e-61
PRNEX,energy,2019,250,-0.0003673865986079105,0.9011156611567357,0.266412700792733,1.6155043052385895e-59,0.656763183305853,0.6553791638836992,0.00516473302664659,474.5332130410386,1.615504305238675e-59
PRNEX,energy,2020,250,-0.000722164428475903,1.0962939617570118,0.2793676126737583,2.488910391000362e-97,0.8297602367137938,0.8290737860553817,0.010523541537065511,1208.7689428882945,2.488910391000092e-97
PRNEX,energy,2021,250,-1.9026668582341085e-05,0.8755277138878267,0.9676077312837068,6.577896823784835e-38,0.4879020019339513,0.4858370906514269,0.007333032664194386,236.28230716889814,6.577896823784853e-38
PRNEX,energy,2022,250,0.0009194975732099754,0.7556179902185072,0.1585942146827162,4.377003169265882e-46,0.5598027078315959,0.5580277187502717,0.010270252355561131,315.38374727013064,4.3770031692655655e-46
PRNEX,energy,2023,250,-0.0006043694710834918,0.7914817747310076,0.27773602197980457,9.461903058203754e-26,0.35897751461891225,0.35639274653269815,0.0087225731901173,138.88190454436872,9.461903058204142e-26
PRNEX,energy,2024,250,-0.00040767947309310314,0.6136590244891564,0.3942441780015633,9.061041347364044e-21,0.2973770640657982,0.2945439070660635,0.0074983536225676165,104.96314326867399,9.06104134736407e-21
PRNEX,energy,2025,249,0.000161328674238145,0.7726362322054329,0.7342846608896257,1.4830195898442283e-53,0.6181581491993318,0.6166122307750376,0.007476794304361727,399.8646626399804,1.483019589844193e-53
EVUAX,utilities,1999,250,0.0007328949785132473,0.5239567020652619,0.03796275335581668,8.411994514845479e-44,0.5407968496127988,0.5389452240063988,0.0055401481648208375,292.06598123485384,8.411994514846459e-44
EVUAX,utilities,2000,250,0.0005995586574796171,0.622251535696783,0.4277543902874583,2.4680685841391084e-27,0.3774301881877071,0.37491982604330265,0.011933912450949657,150.34890046800552,2.4680685841390575e-27
EVUAX,utilities,2001,249,-0.0012400320473374936,0.5991266077000436,0.02992747885937985,4.953235555595556e-35,0.4612760971582551,0.4590950287256975,0.008958980343725977,211.49088688488828,4.95323555559538e-35
EVUAX,utilities,2002,251,-0.00031246864733237704,0.5632896745975396,0.5997058053746024,2.1936657172434102e-39,0.5003020360922317,0.49829521696007195,0.00940740273976128,249.30100977949786,2.1936657172435874e-39
EVUAX,utilities,2003,250,0.0003885288283289587,0.573808207346996,0.2037221073485199,1.7301432839913893e-51,0.6017106211876804,0.6001046156279533,0.004801387894321879,374.6628506628133,1.730143283991472e-51
EVUAX,utilities,2004,250,0.0007699763825783247,0.6268991249371316,0.004423047812914623,1.0402223697206675e-41,0.5226698820653959,0.5207451638479176,0.0042297155468012096,271.5565724473662,1.0402223697207113e-41
EVUAX,utilities,2005,250,0.00060588783310339,0.8957937722632314,0.04872839437554889,4.64715561172452e-50,0.5910287163271701,0.5893796385704249,0.00483214513650926,358.39954417532107,4.647155611724128e-50
EVUAX,utilities,2006,250,0.0005405616437996059,0.7569349524951665,0.02740967702188403,1.5058594260202186e-51,0.6021551594765358,0.6005509464099088,0.003837821265870353,375.35859294717534,1.5058594260200987e-51
EVUAX,utilities,2007,250,0.0005405304558129123,0.8154743033464872,0.10911994279128606,1.675066701947206e-67,0.703977516462261,0.7027838774157378,0.00531300214142594,589.7742022706301,1.6750667019472543e-67
EVUAX,utilities,2008,250,-4.1002953658554223e-05,0.8075093898284069,0.9381735955180857,4.510849002047765e-110,0.8656064834530834,0.8650645741121684,0.008335759355693957,1597.3271137780196,4.510849002047962e-110
EVUAX,utilities,2009,250,0.00011220181898238681,0.6233783263571866,0.7245191621879589,3.867773353663498e-92,0.8125475158190048,0.8117916590279524,0.0050192689470473645,1075.0019387768848,3.8677733536636626e-92
EVUAX,utilities,2010,250,-0.00032459086809745685,0.8276406617754117,0.19462431755703058,5.601458971751297e-104,0.8495156727309348,0.8489088810887208,0.00394144018920489,1400.012151834105,5.601458971751025e-104
EVUAX,utilities,2011,250,0.000531768507834792,0.7346685241267265,0.03281550257480182,4.7397036289973366e-117,0.8819319321880527,0.8814558512694561,0.003917157698325949,1852.4832601732883,4.739703628996742e-117
EVUAX,utilities,2012,250,4.2408124078529424e-05,0.5791319630110839,0.8479526487299818,6.02830699415271e-56,0.6332784565039677,0.631799740602774,0.003486750705023353,428.262424170025,6.0283069941524625e-56
EVUAX,utilities,2013,250,-0.000179218388243261,0.7710373445016129,0.4691829224534818,1.5639274926675324e-58,0.6504349614643603,0.649025425018652,0.0038655635118752954,461.4530993113468,1.5639274926674013e-58
EVUAX,utilities,2014,250,0.00028456256431315857,0.7275432438081084,0.366193899396687,2.8930973116196506e-41,0.5187304948521996,0.5167898920088616,0.004951594740570063,267.3037899707314,2.893097311619776e-41
EVUAX,utilities,2015,250,-0.0003769464266383087,0.7190467588967023,0.3122921400858789,1.5812863341579235e-49,0.586981181873882,0.5853157834136961,0.005885942556653557,352.4569020007016,1.5812863341580274e-49
EVUAX,utilities,2016,250,0.00022615715981550246,0.5681818115464267,0.6068170997014621,5.472475282627676e-22,0.3129648696270624,0.3101945666820102,0.00692482238700469,112.97135217143874,5.47247528262766e-22
EVUAX,utilities,2017,250,0.00018848047625381797,0.4333108641384936,0.5497721051719011,1.1064711066564656e-08,0.12356621808465595,0.12003221089951333,0.004896371711539557,34.96490290233321,1.1064711066564642e-08
EVUAX,utilities,2018,250,0.0002519884933261057,0.46456734238650815,0.5632645473081836,1.4226885699474633e-24,0.3449147623277721,0.34227328959522274,0.006882853771122559,130.57668855619497,1.4226885699474593e-24
EVUAX,utilities,2019,250,0.0005282599539136046,0.4383538600780162,0.12564050960124956,1.5931187954260613e-20,0.2942020665377315,0.2913561071286094,0.005382908197013374,103.3753558096213,1.5931187954260718e-20
EVUAX,utilities,2020,250,-0.0003846136104164496,0.8930976011810616,0.5615542746194773,2.989281318949431e-80,0.7662985365505766,0.7653561919398933,0.010452287440153134,813.1829140456837,2.989281318949408e-80
EVUAX,utilities,2021,250,1.8910031267740736e-05,0.5580416431472555,0.96603579523046,4.659680197454818e-21,0.30110111213926827,0.29828297146241045,0.0069505806421207034,106.84388987812852,4.659680197454908e-21
EVUAX,utilities,2022,250,0.0003732902619457727,0.5797659237154458,0.5097311882763927,6.184205083825463e-39,0.4975346718584799,0.49550860198694147,0.008930313386922134,245.56639375951215,6.184205083825327e-39
EVUAX,utilities,2023,250,-0.0007982303676978639,0.6392645147520947,0.1305161721165437,3.7012022440844674e-20,0.2894332363094395,0.28656804774617106,0.00826056089094215,101.01716864989719,3.701202244084336e-20
EVUAX,utilities,2024,250,0.0003671479887507657,0.28092652255456085,0.48314847991909804,2.6092617420863595e-05,0.06895355255491886,0.06519933300876923,0.008205999002349765,18.36694729951006,2.6092617420863154e-05
EVUAX,utilities,2025,249,0.00028897924852369476,0.4322145832981422,0.5417107537516045,6.504387627400651e-24,0.3380011881192785,0.3353210309861582,0.007447616522314689,126.11245211797193,6.504387627400765e-24
ICTUX,utilities,1999,250,-0.00010167809826175877,0.4849885833918307,0.8324222775457797,4.618973008706343e-25,0.3507877764439289,0.3481699852199124,0.007570825923500888,134.0014334320074,4.618973008706624e-25
ICTUX,utilities,2000,250,0.000732962260212136,0.3202337569207317,0.1840452224595984,6.282442933903667e-16,0.23203691458984654,0.22894028924545073,0.008699612326899316,74.93218868397594,6.282442933903598e-16
ICTUX,utilities,2001,249,-0.0004261697249810238,0.6075140921551865,0.4210839887173913,1.8605765851529737e-39,0.5037657543033731,0.501756708774237,0.008343009361921238,250.74879936642594,1.86057658515289e-39
ICTUX,utilities,2002,251,-0.00018980861060737024,0.6368220988917108,0.7289098598124966,1.0303155540542412e-51,0.6018894326334765,0.6002905950135307,0.008654897145683602,376.45438481354427,1.030315554054259e-51
ICTUX,utilities,2003,250,6.73525058287848e-05,0.8753908341628703,0.8725981091201979,1.8796226517681576e-58,0.6499173420378959,0.6485057184170808,0.006607736933201003,460.40412788126616,1.879622651768037e-58
ICTUX,utilities,2004,250,0.00019119253655246042,0.9686766981890688,0.636160971347842,3.516976236818192e-43,0.5354867812859712,0.5336137441137372,0.006369734502888652,285.89223386703617,3.5169762368184555e-43
ICTUX,utilities,2005,250,0.0002581519523235339,1.0298728756227333,0.37925871540818235,1.5589279208468832e-62,0.6754183774697272,0.6741095806046857,0.004629658553081299,516.0605098548664,1.558927920846988e-62
ICTUX,utilities,2006,250,0.0002480741588111379,1.0434979962338922,0.41483476951999654,2.392909443119905e-58,0.6492365005974261,0.6478221316482221,0.004784327255480099,459.02909630676413,2.3929094431197003e-58
ICTUX,utilities,2007,250,0.0006065556866767016,0.9718275443205511,0.054762197321780184,3.7089160451214673e-87,0.7943978147407018,0.7935687736711079,0.004967419099424496,958.2128604675632,3.7089160451213396e-87
ICTUX,utilities,2008,250,-0.00011429029371301852,0.7542487698547717,0.8337362442185039,4.426016084439786e-101,0.8412027940304427,0.8405624827160494,0.008585278037674393,1313.7403246222336,4.426016084439996e-101
ICTUX,utilities,2009,250,-0.0002572861380123489,0.614263241840286,0.4908035014611254,1.921244895297431e-77,0.7538055615294594,0.7528128420194975,0.005884797588212767,759.3338843098012,1.9212448952974564e-77
ICTUX,utilities,2010,250,-3.288377543763902e-05,0.6716678630607062,0.9115342890142173,1.150679286737262e-71,0.7259658093935577,0.7248608328185318,0.0046693028731781775,656.99656065242,1.150679286737249e-71
ICTUX,utilities,2011,250,0.0003850830897562433,0.6391393289294507,0.23680990807594407,2.1140728823617756e-80,0.7669497231793336,0.7660100043211857,0.005134141506530176,816.1480601665944,2.114072882361827e-80
ICTUX,utilities,2012,250,-0.00011968970095127195,0.41462796378656497,0.7067103070883092,5.9222940423664515e-21,0.2997606311052119,0.2969370852628941,0.005013800638731857,106.1646057282197,5.9222940423665034e-21
ICTUX,utilities,2013,250,-0.0003349498621831078,0.7925604967963068,0.3545241801941109,4.887273718472377e-37,0.4795877679330952,0.4774893315134705,0.005646085682037369,228.54529374727852,4.887273718472465e-37
ICTUX,utilities,2014,250,0.0006935591127778867,0.5078652409090472,0.11943406865631899,2.80041224592011e-14,0.20848627232704353,0.20529468471545897,0.006992009059271331,65.32368767515614,2.800412245920108e-14
ICTUX,utilities,2015,250,-0.0002977778565217055,0.6868648284476948,0.5444780936978926,7.142943161291948e-32,0.4274661145856534,0.4251575102089826,0.007757237442457828,185.16213471019404,7.142943161291924e-32
ICTUX,utilities,2016,250,0.0006118368529950682,0.5185787956044621,0.22229623672471915,1.62737126107259e-15,0.2261964821851501,0.22307630671009016,0.007889814928561358,72.49479524250451,1.627371261072581e-15
ICTUX,utilities,2017,250,3.5552427272403644e-05,0.3843934188716321,0.9173356501503381,2.4570522011524955e-06,0.08578951145433766,0.08210317883923413,0.005324110629460744,23.272319785481304,2.4570522011525323e-06
ICTUX,utilities,2018,250,0.00024456418774927084,0.3278979896665055,0.6213376843056564,1.3010155219191018e-11,0.168976020580614,0.16562511743779385,0.007817355163283003,50.42700829556195,1.3010155219191238e-11
ICTUX,utilities,2019,250,0.0004297243713626081,0.3798378217152815,0.2161606133824127,3.597573310696496e-16,0.2354384774504351,0.23235556808531577,0.00542675870489788,76.36892609112785,3.5975733106965505e-16
ICTUX,utilities,2020,250,-0.00045432986385604877,0.926196707844797,0.6009036099862736,5.08850186487218e-62,0.6723130025151529,0.6709916839769074,0.013703382675363645,508.81977589442806,5.088501864871187e-62
ICTUX,utilities,2021,250,0.00019052671417034566,0.628476600226425,0.6800154372377776,8.246248951555521e-24,0.33563682491945956,0.3329579411489735,0.007228706122017602,125.28980488711626,8.24624895155519e-24
ICTUX,utilities,2022,250,0.00038607151710255694,0.49517856846966085,0.46374756238879344,1.5972897957311724e-34,0.45482870825541744,0.45263043691773763,0.008309540986450939,206.9028970443113,1.5972897957311636e-34
ICTUX,utilities,2023,250,-0.0010275358797551951,0.5721019274910416,0.059989475612284696,4.592915011555849e-16,0.2339499223639787,0.2308610107606076,0.008537706743647153,75.73862654685867,4.592915011555843e-16
ICTUX,utilities,2024,250,0.0003207213926850653,0.22092618864055064,0.5425189392217653,0.0009330377888983613,0.043300581382497705,0.039442922436459305,0.008255045238601438,11.2245747973563,0.000933037788898365
ICTUX,utilities,2025,249,0.0004896928268124955,0.1963344377861595,0.36616418344017543,1.2449892467692219e-05,0.0745316321736681,0.07078479667639559,0.008518347556395448,19.891888028690133,1.2449892467692163e-05
FIUIX,utilities,1999,250,0.00039209287388597354,0.7446160104125302,0.3504252819568048,7.97512754544234e-55,0.6255791992325851,0.624069437939168,0.00661015785246414,414.35636345977,7.975127545443127e-55
FIUIX,utilities,2000,250,-0.0005247290417213185,0.8131411855798739,0.48408406917611124,1.3736064936125963e-40,0.5126693631837547,0.5107043202933665,0.011838598492607308,260.8947446854481,1.3736064936125614e-40
FIUIX,utilities,2001,249,-0.00034267511602754865,0.6241452167587891,0.4744968167625634,8.686534968135284e-47,0.5669553054358913,0.5652020880489921,0.007547705125651643,323.37992405985636,8.686534968135328e-47
FIUIX,utilities,2002,251,-0.00046614568279552656,0.8215598246985885,0.4723109674534097,1.6286102970021814e-57,0.6422991280870485,0.6408625784006511,0.010245444816443657,447.11236525192345,1.6286102970023478e-57
FIUIX,utilities,2003,250,-7.823595154888744e-05,0.8453119455096629,0.8337968456633311,1.584571100064616e-64,0.6871890546226249,0.6859277201654581,0.005865626068235946,544.811132937861,1.5845711000646193e-64
FIUIX,utilities,2004,250,0.0004354279029024978,0.8072184472929422,0.11843288623767459,3.450982370669507e-55,0.628094094002905,0.6265944734142069,0.00438543903220819,418.8353365755293,3.450982370669717e-55
FIUIX,utilities,2005,250,0.00024361262730192542,0.8807608269719747,0.40697993623558937,1.1074656673928476e-51,0.6031372810009448,0.6015370281017549,0.004632974081443227,376.90122686628666,1.1074656673928602e-51
FIUIX,utilities,2006,250,0.0006291948351529135,0.7391289895401301,0.01025983283190315,4.053254444305266e-50,0.5914782061784541,0.5898309408807866,0.003831616226057188,359.0667556804413,4.0532544443052883e-50
FIUIX,utilities,2007,250,0.0002520371110947594,0.8917955131414491,0.4380297225924188,2.5272687628485222e-77,0.7532613307830326,0.7522664167942544,0.0051281156566342,757.1120109670505,2.5272687628482707e-77
FIUIX,utilities,2008,250,-0.00014122600794131654,0.8538608516269174,0.8089554244923942,5.391466336923436e-106,0.8550428423378557,0.8544583376698631,0.009210467522702883,1462.8503229486632,5.391466336923641e-106
FIUIX,utilities,2009,250,-0.00022243940593490245,0.6845620469857775,0.6221886561423429,6.069893557910485e-71,0.7222715786607214,0.7211517059940308,0.007116070946369895,644.9586637337281,6.06989355790997e-71
FIUIX,utilities,2010,250,0.00020046908528596971,0.7513309931722676,0.43985956807425064,5.9398643065152e-92,0.811898456632835,0.8111399826676448,0.004091945204145651,1070.4368164163127,5.9398643065150714e-92
FIUIX,utilities,2011,250,0.00034471261413441693,0.7016782320806416,0.23975894871713377,1.8578026778035007e-97,0.8301609419480916,0.829476107036592,0.004624944972286697,1212.2059316897714,1.8578026778035826e-97
FIUIX,utilities,2012,250,0.0001098817046516836,0.579621435825531,0.6564288107139644,9.054237263602596e-49,0.5811445220417644,0.5794555886629005,0.0038932023031638366,344.08966588883493,9.05423726360248e-49
FIUIX,utilities,2013,250,-0.00015624341314733893,0.8172668729725664,0.5773126435678804,5.409882718471483e-54,0.6197676404804893,0.6182344454824267,0.004377733578403091,404.23275660543686,5.409882718471036e-54
FIUIX,utilities,2014,250,0.0001492244196794184,0.7734836525238998,0.6103241251738438,3.2141027172016506e-49,0.5846185100537385,0.582943584691052,0.004606821946282342,349.0415292989684,3.214102717201511e-49
FIUIX,utilities,2015,250,-0.0003007694349051285,0.7481712357789208,0.3442426830317131,3.659814314941078e-63,0.6791825332460906,0.6778889144285345,0.005017909348936667,525.025242388795,3.6598143149411904e-63
FIUIX,utilities,2016,250,0.00027400303341560593,0.7082803824698778,0.49671195531408774,9.79049839508583e-35,0.4569663995672667,0.4547767479526186,0.006351204040075444,208.69365542458783,9.790498395085427e-35
FIUIX,utilities,2017,250,6.45285769978556e-05,0.4751421591666658,0.8082293404976251,3.6044394545035394e-13,0.19226228016712377,0.18900527323231364,0.004132157148926898,59.030356402462004,3.6044394545034955e-13
FIUIX,utilities,2018,250,0.00021188404275807816,0.4650290733735477,0.5975947727916964,7.149510830759438e-28,0.3835804205496509,0.38109485772928653,0.006337485129986661,154.32336588194914,7.149510830759425e-28
FIUIX,utilities,2019,250,0.0003284015384631717,0.4324674750501857,0.3327197367879816,1.3449066432107192e-20,0.2951564768654912,0.29231436588511006,0.005298445294551143,103.85114406261333,1.3449066432107351e-20
FIUIX,utilities,2020,250,-0.0004973362866660769,0.9158327986725147,0.40490874233264373,2.9794294247495945e-91,0.8094385125262429,0.8086701194315906,0.009417215994044305,1053.417213350378,2.979429424749032e-91
FIUIX,utilities,2021,250,-0.00035533818903736954,0.6590841172194661,0.4001133083375349,2.682085352324959e-29,0.39958962052773594,0.39716861093308964,0.00660482515196832,165.05082070363568,2.682085352324882e-29
FIUIX,utilities,2022,250,0.0007105000396714093,0.6087994952846305,0.18178323918636313,2.544567307436566e-45,0.5535295433810168,0.5517292592817467,0.008380556996161245,307.4678844330402,2.54456730743643e-45
