Year,ETHSX,FACDX,FBDIX,FSHCX,FSMEX,FSPHX,PHSTX,PRHSX,VGHCX
1999,0.15654226021280127,0.036420851683828026,1.0097153379564379,-0.28930251575345856,0.12466747479361273,-0.010051507527712111,-0.02997281132203089,0.10457291439158589,0.0753527997087502
2000,0.777825479970923,0.3694853045707043,0.4503880878693649,0.6772037792076797,0.5282337404226249,0.3733777220616703,0.408810581155743,0.5169953948682744,0.61350073239372
2001,-0.03423432715652375,-0.11553431247793144,-0.1276315604468723,0.016226731200814193,0.034744928447648205,-0.11496254578351373,-0.16298039010604048,-0.0030918495846397054,-0.045067047589214315
2002,-0.2464766608734129,-0.17808882148460747,-0.4179940394706676,-0.12228868740696752,-0.05722496398533394,-0.17720698661074807,-0.20300999654761498,-0.26912185316391424,-0.11316567373057207
2003,0.2857141423398635,0.1269935390378305,0.4179412898401178,0.2753388884452028,0.3100224998432941,0.12955792896653784,0.16151908207993593,0.35405412569978134,0.24241415510132147
2004,0.06822771177297904,0.08117848672506289,0.12393051985380299,0.4428435979864205,0.18219074251180323,0.08701281363532032,0.07193913668401186,0.15273583281867964,0.09536995478423682
2005,0.08609277441967311,0.17713242476948698,0.07333703151702542,0.30753517504673145,0.08575893456875461,0.1831244118644655,0.14384848153372176,0.15052940630293232,0.1622469180484274
2006,-0.012051208115444023,0.05077116204361931,0.037676662344381606,-0.019587301478222185,0.031696964159879215,0.03999331809788065,0.01780256335689434,0.08426017390378493,0.09255987318831593
2007,0.07158762367770577,0.10616266220538706,-0.005396959226921516,0.1795008327671821,0.18837866347440557,0.13231809961901853,-0.0027398636178717073,0.20128802370976184,0.04915764630249564
2008,-0.0831319293680024,-0.33014190728188364,-0.11185369010249757,-0.4364763418392441,-0.247099879992295,-0.325037166706615,-0.17139445697986655,-0.2928822742783803,-0.18257988431515004
2009,0.0902153846153908,0.303831071706117,0.10927217132319811,0.47042944277725596,0.3089559207974564,0.30749771123145075,0.23979292547458164,0.3051432963893035,0.20363410103787993
2010,0.10248067325570642,0.1628697181132377,0.15807997618740255,0.129828177830297,0.12733479573805062,0.1567460233942084,0.00775551468967417,0.15062673280144212,0.046752034933781994
2011,0.04067826396312402,0.05914706981975337,0.07150625239834052,0.0830693360923156,-0.045348213936265536,0.0671427170791048,-0.02368635148892284,0.095073244913908,0.10791683517927608
2012,0.1259100559033106,0.17041160827236923,0.2701557883547374,0.07300455791830096,0.11766764058555457,0.18564161173446103,0.18629649301327378,0.2882197196009,0.12641303670079362
2013,0.41956158175886205,0.519592866295272,0.633514890101663,0.3260890048379983,0.38351200503916183,0.5255413425587543,0.3919466796791209,0.4729122952929701,0.41110593062523915
2014,0.2871753414044296,0.336973056338596,0.3304883578506632,0.263978935631453,0.3005539127618666,0.3507589676749596,0.2914736685489423,0.3312444754578894,0.30444437785702205
2015,0.0928030248761309,0.06743008827706065,0.05428651937912621,0.08000036279467126,0.0834222485043481,0.07236456622339071,0.08247923924761169,0.1365107488464432,0.1336954953604117
2016,-0.1269543382709436,-0.08322228429114464,-0.1425976901419621,0.03210994592887695,0.11231236702342029,-0.08713061265836575,-0.09772378449095387,-0.08346071160624069,-0.07194935746956199
2017,0.14730466979569434,0.22839874028649776,0.17153050063505293,0.23617279330865637,0.2638437589334013,0.22811390244929952,0.13714668617442416,0.2681813111200584,0.17913917764307263
2018,0.032408644888983096,0.043343992660472175,-0.19522032209322338,0.0789996904658734,0.12815270293248582,0.04329693328600803,-0.030353233043894035,-0.021821518608160284,-0.014286906061081517
2019,0.27366301556164396,0.29127365482762735,0.3296036538289673,0.21296154091211839,0.3195666328158766,0.3272672943585788,0.31308652395178793,0.3048215208301135,0.23397751579199833
2020,0.12071650964290082,0.20727632710246313,0.31547589645924634,0.17596088475832028,0.2894097550281609,0.2445174497180609,0.14952009359197604,0.3030893263278802,0.11943634657582725
2021,0.2311174056248244,0.12748389953955686,-0.15988440385439207,0.21261192452111666,0.25448439792115174,0.13164698484331705,0.20372164671535198,0.15085228290388009,0.15187505077202212
2022,-0.08720493547394959,-0.1303235484096813,-0.13720158866184962,0.0031410900591244406,-0.23632332844392867,-0.12795117505911702,-0.038291943770168424,-0.11740277569102553,-0.007029538571584171
2023,0.05754603299735783,0.050797013079686426,0.19619650317892234,0.0334735411556335,0.012583733637494099,0.05425231550185794,0.09498611505070431,0.03934641663840299,0.05741025789205545
2024,0.025394452122711852,0.030590012152791557,0.021860609584767765,-0.15296399698344654,0.10494488111821054,0.040432658496917906,0.000822434132871086,0.00786023086692178,-0.029834204512015905
2025,0.10642652651302664,0.13923016098133822,0.5061651252809318,0.04782842389329489,0.05402464030908605,0.14129582061047308,0.15236879033859996,0.1758814348963651,0.17551650038708821
