Fund,I_without_fund,marginal_impact
RPFRX,5.7200000000000015,0.3461157024793371
SOAAX,5.79,0.2761157024793386
DPREX,5.870000000000002,0.19611570247933674
CSEIX,5.920000000000002,0.14611570247933692
TRREX,5.99,0.07611570247933841
IARAX,6.050000000000001,0.016115702479337912
DFREX,6.090000000000002,-0.02388429752066301
FREAX,6.1000000000000005,-0.03388429752066191
STMDX,6.12,-0.053884297520661484
PHRAX,6.19,-0.12388429752066177
FRESX,6.220000000000001,-0.15388429752066202
