Fund,Year,L2_Norm,Sector,Cluster_k5
FNARX,1999,0.2341191500028861,energy,5
FNARX,2000,0.2405332735119469,energy,5
FNARX,2001,0.1963514160346216,energy,5
FNARX,2002,0.1642511886997376,energy,5
FNARX,2003,0.1253289436998575,energy,4
FNARX,2004,0.1417465512176923,energy,4
FNARX,2005,0.1913169186632846,energy,5
FNARX,2006,0.2105130652705996,energy,5
FNARX,2007,0.1435219082210025,energy,4
FNARX,2008,0.414424375394598,energy,5
FNARX,2009,0.222024115171947,energy,5
FNARX,2010,0.110760431241264,energy,3
FNARX,2011,0.1440068817272196,energy,4
FNARX,2012,0.1022186416297722,energy,3
FNARX,2013,0.1021742630343135,energy,3
FNARX,2014,0.1653670423152793,energy,5
FNARX,2015,0.196070225044749,energy,5
FNARX,2016,0.2236246303814223,energy,5
FNARX,2017,0.1572115688322028,energy,5
FNARX,2018,0.1466390211122133,energy,4
FNARX,2019,0.129234613339071,energy,4
FNARX,2020,0.2812587849600179,energy,5
FNARX,2021,0.2167469931702861,energy,5
FNARX,2022,0.3052841121394939,energy,5
FNARX,2023,0.1983972696187386,energy,5
FNARX,2024,0.1556070772798165,energy,4
FNARX,2025,0.1469741779066676,energy,4
FSENX,1999,0.2377483902579948,energy,5
FSENX,2000,0.2655004942876426,energy,5
FSENX,2001,0.233850369391292,energy,5
FSENX,2002,0.1835258794644358,energy,5
FSENX,2003,0.1451537802276784,energy,4
FSENX,2004,0.1569763055350584,energy,5
FSENX,2005,0.2006953239392702,energy,5
FSENX,2006,0.2207569812389921,energy,5
FSENX,2007,0.1519236699703472,energy,4
FSENX,2008,0.4054314932672783,energy,5
FSENX,2009,0.2222719811420404,energy,5
FSENX,2010,0.1141116367584493,energy,3
FSENX,2011,0.1347342481198405,energy,4
FSENX,2012,0.0971969798428381,energy,2
FSENX,2013,0.0905944124999965,energy,2
FSENX,2014,0.1534939805498845,energy,4
FSENX,2015,0.1950253539369711,energy,5
FSENX,2016,0.2320383111859265,energy,5
FSENX,2017,0.1676273885298863,energy,5
FSENX,2018,0.1747296324055113,energy,5
FSENX,2019,0.167324654091732,energy,5
FSENX,2020,0.378419586183312,energy,5
