Fund,Year,L2_Norm,Sector,Cluster_k5
FSENX,2021,0.2694958034928459,energy,5
FSENX,2022,0.3341174911692829,energy,5
FSENX,2023,0.222466209043992,energy,5
FSENX,2024,0.1735694915141291,energy,5
FSENX,2025,0.1860627391912009,energy,5
ICPAX,1999,0.1759487254600828,energy,5
ICPAX,2000,0.3356885358500137,energy,5
ICPAX,2001,0.1305477710531052,energy,4
ICPAX,2002,0.1123894440223218,energy,3
ICPAX,2003,0.0913435130258772,energy,2
ICPAX,2004,0.0817787069264901,energy,2
ICPAX,2005,0.0769534046429807,energy,1
ICPAX,2006,0.0816786313545286,energy,2
ICPAX,2007,0.0739269846940197,energy,1
ICPAX,2008,0.1642505232216159,energy,5
ICPAX,2009,0.1011247652087904,energy,3
ICPAX,2010,0.1046874808279938,energy,3
ICPAX,2011,0.1819166043591601,energy,5
ICPAX,2012,0.1245159591429274,energy,4
ICPAX,2013,0.0942998355588498,energy,2
ICPAX,2014,0.1415491363973448,energy,4
ICPAX,2015,0.1950883189440895,energy,5
ICPAX,2016,0.2131571942288419,energy,5
ICPAX,2017,0.172041590931543,energy,5
ICPAX,2018,0.1763003621325146,energy,5
ICPAX,2019,0.1668053145023841,energy,5
ICPAX,2020,0.3316150802669708,energy,5
ICPAX,2021,0.2239122043032965,energy,5
ICPAX,2022,0.2754708575638938,energy,5
ICPAX,2023,0.2022176159622928,energy,5
ICPAX,2024,0.1455972304765136,energy,4
ICPAX,2025,0.1521719700134746,energy,4
PRNEX,1999,0.1593564382431574,energy,5
PRNEX,2000,0.190587691788055,energy,5
PRNEX,2001,0.1728835826888876,energy,5
PRNEX,2002,0.1297913435182238,energy,4
PRNEX,2003,0.098594039228848,energy,2
PRNEX,2004,0.1235858899776951,energy,3
PRNEX,2005,0.1327591411907375,energy,4
PRNEX,2006,0.1654901429917022,energy,5
PRNEX,2007,0.118029345702447,energy,3
PRNEX,2008,0.3156319992893018,energy,5
PRNEX,2009,0.1709098197081613,energy,5
PRNEX,2010,0.0984887933164552,energy,2
PRNEX,2011,0.1135621926003593,energy,3
PRNEX,2012,0.0857467758289474,energy,2
PRNEX,2013,0.0747924885223752,energy,1
PRNEX,2014,0.1140774705464242,energy,3
PRNEX,2015,0.1392536835779678,energy,4
PRNEX,2016,0.1255432592679036,energy,4
PRNEX,2017,0.0827358872774115,energy,2
PRNEX,2018,0.0968488573952998,energy,2
PRNEX,2019,0.0813342970379676,energy,2
PRNEX,2020,0.1657248978506877,energy,5
PRNEX,2021,0.1154807138765041,energy,3
PRNEX,2022,0.1617360958315527,energy,5
PRNEX,2023,0.1373632199612553,energy,4
PRNEX,2024,0.1180841909324441,energy,3
PRNEX,2025,0.1175070462067047,energy,3
RYEIX,1999,0.2361322854922538,energy,5
RYEIX,2000,0.2867810502102282,energy,5
RYEIX,2001,0.2319562214404844,energy,5
RYEIX,2002,0.1808577657740003,energy,5
RYEIX,2003,0.1416455370352823,energy,4
RYEIX,2004,0.1655896546650891,energy,5
RYEIX,2005,0.1978992972184696,energy,5
RYEIX,2006,0.2067394876551663,energy,5
RYEIX,2007,0.1416702075376714,energy,4
RYEIX,2008,0.3630294807909376,energy,5
RYEIX,2009,0.1816162825220803,energy,5
RYEIX,2010,0.104866350705085,energy,3
RYEIX,2011,0.1387541113654919,energy,4
RYEIX,2012,0.1056653264031436,energy,3
RYEIX,2013,0.088536129243536,energy,2
RYEIX,2014,0.1678391517787413,energy,5
RYEIX,2015,0.2323241803424838,energy,5
RYEIX,2016,0.2409265098722679,energy,5
RYEIX,2017,0.1739544995917721,energy,5
RYEIX,2018,0.175512462605407,energy,5
RYEIX,2019,0.1704671857456307,energy,5
RYEIX,2020,0.4217074727928142,energy,5
RYEIX,2021,0.2777312331071899,energy,5
RYEIX,2022,0.2967376974735504,energy,5
RYEIX,2023,0.2000525740380617,energy,5
RYEIX,2024,0.1621945645759325,energy,5
RYEIX,2025,0.1815259257058768,energy,5
SPY,1999,7.295920722536886e-06,energy,1
SPY,2000,7.919289927774363e-06,energy,1
SPY,2001,7.122641856693431e-06,energy,1
SPY,2002,8.58067931814203e-06,energy,1
SPY,2003,8.64934192944911e-06,energy,1
SPY,2004,7.650076521510294e-06,energy,1
SPY,2005,6.157244905375693e-06,energy,1
SPY,2006,5.838773460298096e-06,energy,1
SPY,2007,6.776067706460308e-06,energy,1
SPY,2008,6.183331002242675e-06,energy,1
SPY,2009,6.491415219928968e-06,energy,1
SPY,2010,5.430407568406071e-06,energy,1
SPY,2011,4.790213669406377e-06,energy,1
SPY,2012,5.544198958431018e-06,energy,1
SPY,2013,6.24315814547322e-06,energy,1
SPY,2014,5.343786278397521e-06,energy,1
SPY,2015,4.824160114454516e-06,energy,1
SPY,2016,4.808953814569827e-06,energy,1
SPY,2017,3.4974083905991817e-06,energy,1
SPY,2018,4.696512670229357e-06,energy,1
SPY,2019,4.484753849945574e-06,energy,1
SPY,2020,4.466574530142402e-06,energy,1
SPY,2021,3.128869266939762e-06,energy,1
SPY,2022,2.5187519170785e-06,energy,1
SPY,2023,2.142930654048192e-06,energy,1
SPY,2024,2.340284104344108e-06,energy,1
SPY,2025,1.529883074361443e-06,energy,1
VGENX,1999,0.2208110790749801,energy,5
VGENX,2000,0.2563775362257026,energy,5
VGENX,2001,0.2300283194584362,energy,5
VGENX,2002,0.1616899105786792,energy,5
VGENX,2003,0.1088580993223595,energy,3
VGENX,2004,0.1351774657918926,energy,4
VGENX,2005,0.1720937302385418,energy,5
VGENX,2006,0.1832624890835242,energy,5
VGENX,2007,0.1292099278349677,energy,4
VGENX,2008,0.3122010878448524,energy,5
VGENX,2009,0.1638619812646632,energy,5
VGENX,2010,0.090384574518239,energy,2
VGENX,2011,0.1108598839795796,energy,3
VGENX,2012,0.0893998981497045,energy,2
VGENX,2013,0.071741395272136,energy,1
VGENX,2014,0.1316050877493441,energy,4
VGENX,2015,0.1821008615712985,energy,5
VGENX,2016,0.1786339708353377,energy,5
VGENX,2017,0.1164869747644595,energy,3
VGENX,2018,0.1379719334569904,energy,4
VGENX,2019,0.1207161262774982,energy,3
VGENX,2020,0.2580738621911214,energy,5
VGENX,2021,0.1299377774839783,energy,4
VGENX,2022,0.1869596493481182,energy,5
VGENX,2023,0.1386341134602598,energy,4
VGENX,2024,0.1090696847296249,energy,3
VGENX,2025,0.1163692206356959,energy,3
