Fund,Year,L2_Norm,Sector,Cluster_k5,Cluster_k8
FSELX,2024,0.2209378816031714,technology,5,8
FSELX,2025,0.2179659939529073,technology,5,8
FSPTX,1999,0.2177994276099715,technology,5,8
FSPTX,2000,0.4027802128137027,technology,5,8
FSPTX,2001,0.316981459856796,technology,5,8
FSPTX,2002,0.2242362704436715,technology,5,8
FSPTX,2003,0.1425533828467664,technology,4,6
FSPTX,2004,0.1527412016817238,technology,4,7
FSPTX,2005,0.0874616517573338,technology,2,3
FSPTX,2006,0.0910401385962543,technology,2,3
FSPTX,2007,0.1129589053199379,technology,3,5
FSPTX,2008,0.1803495236885811,technology,5,7
FSPTX,2009,0.1175572715894954,technology,3,5
FSPTX,2010,0.0787774499021792,technology,2,2
FSPTX,2011,0.1058218415732279,technology,3,4
FSPTX,2012,0.0825335856642926,technology,2,3
FSPTX,2013,0.0712585482487062,technology,1,2
FSPTX,2014,0.0795964964970381,technology,2,2
FSPTX,2015,0.0733954482209216,technology,1,2
FSPTX,2016,0.0799366928559527,technology,2,2
FSPTX,2017,0.0845571618006517,technology,2,3
FSPTX,2018,0.1017855151147509,technology,3,4
FSPTX,2019,0.0704801007433791,technology,1,2
FSPTX,2020,0.135886357381793,technology,4,6
FSPTX,2021,0.1109686749381397,technology,3,4
FSPTX,2022,0.1144692729899675,technology,3,5
FSPTX,2023,0.106816169902569,technology,3,4
FSPTX,2024,0.1104002272694429,technology,3,4
FSPTX,2025,0.119189651773286,technology,3,5
ICTEX,1999,0.2212233047165223,technology,5,8
ICTEX,2000,0.2385347295861388,technology,5,8
ICTEX,2001,0.2520369232631764,technology,5,8
ICTEX,2002,0.1901760346247573,technology,5,8
ICTEX,2003,0.1976984257051492,technology,5,8
ICTEX,2004,0.1400782987678273,technology,4,6
ICTEX,2005,0.0782475512601663,technology,2,2
ICTEX,2006,0.0863240382174136,technology,2,3
ICTEX,2007,0.0982388411360257,technology,2,4
ICTEX,2008,0.1481305678778629,technology,4,7
ICTEX,2009,0.1063268812804877,technology,3,4
ICTEX,2010,0.0657253008483406,technology,1,1
ICTEX,2011,0.0735329186089733,technology,1,2
ICTEX,2012,0.0674599125635238,technology,1,2
ICTEX,2013,0.0728604688195365,technology,1,2
ICTEX,2014,0.0640779937236829,technology,1,1
ICTEX,2015,0.0709331436926558,technology,1,2
ICTEX,2016,0.0782394070268806,technology,2,2
ICTEX,2017,0.0856525283980331,technology,2,3
ICTEX,2018,0.0888742572075095,technology,2,3
ICTEX,2019,0.0632235785314189,technology,1,1
ICTEX,2020,0.142698767155283,technology,4,6
ICTEX,2021,0.0796828564956514,technology,2,2
ICTEX,2022,0.0992489338086991,technology,2,4
ICTEX,2023,0.0684314854730976,technology,1,2
ICTEX,2024,0.0733823580861103,technology,1,2
ICTEX,2025,0.0965100823287053,technology,2,3
KTCAX,1999,0.1987933778111472,technology,5,8
KTCAX,2000,0.3592658233546326,technology,5,8
KTCAX,2001,0.2771003835237555,technology,5,8
KTCAX,2002,0.2177030475967985,technology,5,8
KTCAX,2003,0.137103042627068,technology,4,6
KTCAX,2004,0.130167232997128,technology,4,6
KTCAX,2005,0.081228866178368,technology,2,2
KTCAX,2006,0.093065711688315,technology,2,3
KTCAX,2007,0.0938945135770811,technology,2,3
KTCAX,2008,0.1546991332545617,technology,4,7
KTCAX,2009,0.1034744555332514,technology,3,4
KTCAX,2010,0.0760269352768541,technology,1,2
KTCAX,2011,0.0969424410680908,technology,2,3
KTCAX,2012,0.0821906770170735,technology,2,2
KTCAX,2013,0.067961111671262,technology,1,2
KTCAX,2014,0.0695745332144712,technology,1,2
KTCAX,2015,0.062455031034172,technology,1,1
KTCAX,2016,0.0734072727091111,technology,1,2
KTCAX,2017,0.0736420269986413,technology,1,2
KTCAX,2018,0.0960679423610687,technology,2,3
KTCAX,2019,0.0661218323896167,technology,1,1
KTCAX,2020,0.1293845671532986,technology,4,6
KTCAX,2021,0.1050581147802202,technology,3,4
KTCAX,2022,0.1128798120986383,technology,3,5
KTCAX,2023,0.0911550980714427,technology,2,3
KTCAX,2024,0.0828396330061489,technology,2,3
KTCAX,2025,0.0972061574552033,technology,2,4
MTCAX,1999,0.25535999937406,technology,5,8
MTCAX,2000,0.3693320835289355,technology,5,8
MTCAX,2001,0.3772683718955498,technology,5,8
MTCAX,2002,0.2572662320134083,technology,5,8
MTCAX,2003,0.1321243282966671,technology,4,6
MTCAX,2004,0.1299747523946801,technology,4,6
MTCAX,2005,0.0910817322388709,technology,2,3
MTCAX,2006,0.102260762156947,technology,3,4
MTCAX,2007,0.082720431494461,technology,2,3
MTCAX,2008,0.1734120565813812,technology,5,7
MTCAX,2009,0.1203754503677931,technology,3,5
MTCAX,2010,0.0779265254927576,technology,2,2
MTCAX,2011,0.0978178341539344,technology,2,4
MTCAX,2012,0.0758043695176826,technology,1,2
MTCAX,2013,0.0677386262365298,technology,1,2
MTCAX,2014,0.0617299257229313,technology,1,1
MTCAX,2015,0.0586698802272183,technology,1,1
MTCAX,2016,0.0817732635330222,technology,2,2
MTCAX,2017,0.0748865619628954,technology,1,2
MTCAX,2018,0.1034063853220618,technology,3,4
MTCAX,2019,0.0716583089521344,technology,1,2
MTCAX,2020,0.1389348551537318,technology,4,6
MTCAX,2021,0.1129684699146174,technology,3,5
MTCAX,2022,0.1044412068100867,technology,3,4
MTCAX,2023,0.0889938632111313,technology,2,3
MTCAX,2024,0.0888544773293295,technology,2,3
MTCAX,2025,0.0912944030885849,technology,2,3
ROGSX,1999,0.2377518129723684,technology,5,8
ROGSX,2000,0.5159441874088958,technology,5,8
ROGSX,2001,0.5542721025888673,technology,5,8
ROGSX,2002,0.3816036430093238,technology,5,8
ROGSX,2003,0.1799706879941442,technology,5,7
ROGSX,2004,0.1411812091252392,technology,4,6
ROGSX,2005,0.1023253567487586,technology,3,4
ROGSX,2006,0.1120396795503596,technology,3,5
ROGSX,2007,0.0965174038477619,technology,2,3
ROGSX,2008,0.1888448251712486,technology,5,7
ROGSX,2009,0.1460756527068619,technology,4,7
ROGSX,2010,0.0827685802253097,technology,2,3
ROGSX,2011,0.0845070933815958,technology,2,3
ROGSX,2012,0.0703772315947751,technology,1,2
ROGSX,2013,0.0580396194459687,technology,1,1
ROGSX,2014,0.0531492118665798,technology,1,1
ROGSX,2015,0.0559205668218595,technology,1,1
ROGSX,2016,0.0645747401658663,technology,1,1
ROGSX,2017,0.060712254119832,technology,1,1
ROGSX,2018,0.0725312939793412,technology,1,2
ROGSX,2019,0.0590027483269235,technology,1,1
ROGSX,2020,0.1099360581159852,technology,3,4
ROGSX,2021,0.0771562519615177,technology,1,2
ROGSX,2022,0.0822145561454616,technology,2,3
ROGSX,2023,0.0764894853604402,technology,1,2
ROGSX,2024,0.0778205305409003,technology,2,2
ROGSX,2025,0.093030247322336,technology,2,3
RSIFX,1999,0.2542393476547758,technology,5,8
RSIFX,2000,0.3342433911470519,technology,5,8
RSIFX,2001,0.2493460479497745,technology,5,8
RSIFX,2002,0.3132580118729649,technology,5,8
RSIFX,2003,0.1952628967671458,technology,5,8
RSIFX,2004,0.199075702010686,technology,5,8
RSIFX,2005,0.1199631681196159,technology,3,5
RSIFX,2006,0.115885232283599,technology,3,5
RSIFX,2007,0.1183963080037138,technology,3,5
RSIFX,2008,0.1911585284892007,technology,5,8
RSIFX,2009,0.1206660042305061,technology,3,5
RSIFX,2010,0.1033390323638958,technology,3,4
RSIFX,2011,0.1291908514236162,technology,4,6
RSIFX,2012,0.1024607569409702,technology,3,4
RSIFX,2013,0.100653365286099,technology,3,4
RSIFX,2014,0.1214420655839921,technology,3,5
RSIFX,2015,0.0945681546445791,technology,2,3
RSIFX,2016,0.1319195101221513,technology,4,6
RSIFX,2017,0.120134040783405,technology,3,5
RSIFX,2018,0.1524122871751603,technology,4,7
RSIFX,2019,0.115921404902785,technology,3,5
RSIFX,2020,0.1827849868360668,technology,5,7
RSIFX,2021,0.2017855998898855,technology,5,8
RSIFX,2022,0.188730554176896,technology,5,7
RSIFX,2023,0.1136965267717437,technology,3,5
RSIFX,2024,0.1056798666729533,technology,3,4
RSIFX,2025,0.12373005587924,technology,3,5
SHGTX,1999,0.1569420713566396,technology,5,7
SHGTX,2000,0.3093162241122815,technology,5,8
SHGTX,2001,0.2195466314027049,technology,5,8
SHGTX,2002,0.1636111749070666,technology,5,7
SHGTX,2003,0.1193244833721781,technology,3,5
SHGTX,2004,0.1031066334460403,technology,3,4
SHGTX,2005,0.0792397345627624,technology,2,2
SHGTX,2006,0.0843911089753317,technology,2,3
SHGTX,2007,0.0815289986114713,technology,2,2
SHGTX,2008,0.1486538581401788,technology,4,7
SHGTX,2009,0.0957933064496161,technology,2,3
SHGTX,2010,0.0646056603814028,technology,1,1
SHGTX,2011,0.0808119330574823,technology,2,2
SHGTX,2012,0.0776371129090531,technology,2,2
SHGTX,2013,0.0646859010886074,technology,1,1
SHGTX,2014,0.0786637707707706,technology,2,2
SHGTX,2015,0.099631956663033,technology,3,4
SHGTX,2016,0.1043111743079279,technology,3,4
SHGTX,2017,0.1014947322001761,technology,3,4
SHGTX,2018,0.1072530299164494,technology,3,4
SHGTX,2019,0.0985900189851507,technology,2,4
SHGTX,2020,0.1320797747349266,technology,4,6
SHGTX,2021,0.1192268257352661,technology,3,5
SHGTX,2022,0.115113443388459,technology,3,5
SHGTX,2023,0.0969524684516754,technology,2,3
SHGTX,2024,0.0839419468511083,technology,2,3
SHGTX,2025,0.1295630984443385,technology,4,6
SLMCX,1999,0.1645360450568939,technology,5,7
SLMCX,2000,0.3352799512645775,technology,5,8
SLMCX,2001,0.2607313038358285,technology,5,8
SLMCX,2002,0.1841973853705099,technology,5,7
SLMCX,2003,0.110952492541788,technology,3,4
SLMCX,2004,0.1078709407219205,technology,3,4
SLMCX,2005,0.0825716038383901,technology,2,3
SLMCX,2006,0.0887705417895587,technology,2,3
SLMCX,2007,0.6308270177855894,technology,5,8
SLMCX,2008,0.1552795401459583,technology,4,7
SLMCX,2009,0.0995823666664901,technology,3,4
SLMCX,2010,0.0720131896107646,technology,1,2
SLMCX,2011,0.0861178440329503,technology,2,3
SLMCX,2012,0.0816532619765159,technology,2,2
SLMCX,2013,0.0725758493112719,technology,1,2
SLMCX,2014,0.0831651381256416,technology,2,3
SLMCX,2015,0.0989338067785188,technology,2,4
SLMCX,2016,0.1042276970562213,technology,3,4
SLMCX,2017,0.1024770165366429,technology,3,4
SLMCX,2018,0.1062316956153013,technology,3,4
SLMCX,2019,0.0964835134075114,technology,2,3
SLMCX,2020,0.1291960569132798,technology,4,6
SLMCX,2021,0.1172228856580092,technology,3,5
SLMCX,2022,0.1138343451213758,technology,3,5
SLMCX,2023,0.0959811098436076,technology,2,3
SLMCX,2024,0.0806534648592642,technology,2,2
SLMCX,2025,0.1311919247471884,technology,4,6
BULIX,1999,0.1012714598384577,utilities,3,4
BULIX,2000,0.1487025321201728,utilities,4,7
BULIX,2001,0.1418551579351147,utilities,4,6
BULIX,2002,0.1586543452570427,utilities,5,7
BULIX,2003,0.0796670982510288,utilities,2,2
BULIX,2004,0.0688856857628072,utilities,1,2
BULIX,2005,0.0767174918081873,utilities,1,2
BULIX,2006,0.0576686607477218,utilities,1,1
BULIX,2007,0.079835969206854,utilities,2,2
BULIX,2008,0.1400746359771169,utilities,4,6
BULIX,2009,0.1052080842722605,utilities,3,4
BULIX,2010,0.0607180219876976,utilities,1,1
BULIX,2011,0.0663717923912463,utilities,1,2
BULIX,2012,0.0645804545996255,utilities,1,1
BULIX,2013,0.0734960301885993,utilities,1,2
BULIX,2014,0.0854278396169989,utilities,2,3
BULIX,2015,0.0975600781184713,utilities,2,4
BULIX,2016,0.1131498845009684,utilities,3,5
BULIX,2017,0.0776553635023125,utilities,2,2
BULIX,2018,0.1179250982246402,utilities,3,5
BULIX,2019,0.0908390101992915,utilities,2,3
BULIX,2020,0.1891308639363073,utilities,5,8
BULIX,2021,0.1104693874866366,utilities,3,4
BULIX,2022,0.1416391738445056,utilities,4,6
BULIX,2023,0.150942448033423,utilities,4,7
BULIX,2024,0.1493759583628447,utilities,4,7
BULIX,2025,0.1328264488186531,utilities,4,6
EVUAX,1999,0.087246340545982,utilities,2,3
EVUAX,2000,0.1879354412130899,utilities,5,7
EVUAX,2001,0.140801428307454,utilities,4,6
EVUAX,2002,0.1484463113408641,utilities,4,7
EVUAX,2003,0.0756123321721503,utilities,1,2
EVUAX,2004,0.0666096270406851,utilities,1,2
EVUAX,2005,0.076096697706483,utilities,1,2
EVUAX,2006,0.0604380697330256,utilities,1,1
EVUAX,2007,0.0836692413924583,utilities,2,3
EVUAX,2008,0.1312716696052031,utilities,4,6
EVUAX,2009,0.0790435264216672,utilities,2,2
EVUAX,2010,0.0620698621694911,utilities,1,1
EVUAX,2011,0.0616874611207284,utilities,1,1
EVUAX,2012,0.0549094050121396,utilities,1,1
EVUAX,2013,0.060874955059997,utilities,1,1
EVUAX,2014,0.0779777919523276,utilities,2,2
EVUAX,2015,0.092691916074142,utilities,2,3
EVUAX,2016,0.1090522120028157,utilities,3,4
EVUAX,2017,0.0771081388215017,utilities,1,2
EVUAX,2018,0.1083912895789812,utilities,3,4
EVUAX,2019,0.0847701230567314,utilities,2,3
EVUAX,2020,0.1646027872104005,utilities,5,7
EVUAX,2021,0.1094578534100243,utilities,3,4
EVUAX,2022,0.1406347158520353,utilities,4,6
EVUAX,2023,0.1300874429980644,utilities,4,6
EVUAX,2024,0.1292282015172696,utilities,4,6
EVUAX,2025,0.1170484813667959,utilities,3,5
FIUIX,1999,0.1040968699575266,utilities,3,4
FIUIX,2000,0.186434435496108,utilities,5,7
FIUIX,2001,0.1186214972420914,utilities,3,5
FIUIX,2002,0.1616703922560067,utilities,5,7
FIUIX,2003,0.092371971694597,utilities,2,3
FIUIX,2004,0.0690619629412113,utilities,1,2
FIUIX,2005,0.0729601487947526,utilities,1,2
FIUIX,2006,0.0603403526683307,utilities,1,1
FIUIX,2007,0.0807576461183612,utilities,2,2
FIUIX,2008,0.1450465875941845,utilities,4,7
FIUIX,2009,0.1120639973274858,utilities,3,5
FIUIX,2010,0.0644400175149347,utilities,1,1
FIUIX,2011,0.0728337062573129,utilities,1,2
FIUIX,2012,0.0613102111804653,utilities,1,1
FIUIX,2013,0.0689406173333431,utilities,1,2
FIUIX,2014,0.0725483045583944,utilities,1,2
FIUIX,2015,0.079022115449209,utilities,2,2
FIUIX,2016,0.1000188612420187,utilities,3,4
FIUIX,2017,0.0650732758546085,utilities,1,1
FIUIX,2018,0.0998028156298948,utilities,3,4
FIUIX,2019,0.0834399999386324,utilities,2,3
FIUIX,2020,0.148302465776749,utilities,4,7
FIUIX,2021,0.1040128905061389,utilities,3,4
FIUIX,2022,0.1319771435527562,utilities,4,6
FIUIX,2023,0.1236841926899299,utilities,3,5
FIUIX,2024,0.135197247656734,utilities,4,6
FIUIX,2025,0.1244653303953545,utilities,4,5
FKUTX,1999,0.1093195912856654,utilities,3,4
FKUTX,2000,0.177885062739953,utilities,5,7
FKUTX,2001,0.1705190456867828,utilities,5,7
FKUTX,2002,0.177138444833053,utilities,5,7
FKUTX,2003,0.0884844380236383,utilities,2,3
FKUTX,2004,0.075292753068978,utilities,1,2
FKUTX,2005,0.0798238410707731,utilities,2,2
FKUTX,2006,0.0766765018926077,utilities,1,2
FKUTX,2007,0.1021699816535132,utilities,3,4
FKUTX,2008,0.1631308200358642,utilities,5,7
FKUTX,2009,0.1205989566460142,utilities,3,5
FKUTX,2010,0.071719708432078,utilities,1,2
FKUTX,2011,0.0776009533639622,utilities,2,2
FKUTX,2012,0.0680241708824835,utilities,1,2
FKUTX,2013,0.0788164868339325,utilities,2,2
FKUTX,2014,0.0988818249895888,utilities,2,4
FKUTX,2015,0.125064703309642,utilities,4,5
FKUTX,2016,0.1335616567602126,utilities,4,6
FKUTX,2017,0.0903292050474881,utilities,2,3
FKUTX,2018,0.1370985378936207,utilities,4,6
FKUTX,2019,0.103065080190439,utilities,3,4
FKUTX,2020,0.206541557781056,utilities,5,8
FKUTX,2021,0.1261038976753079,utilities,4,5
FKUTX,2022,0.1562501961832946,utilities,4,7
FKUTX,2023,0.1469436713621382,utilities,4,7
FKUTX,2024,0.1408688032420146,utilities,4,6
FKUTX,2025,0.1323390529894378,utilities,4,6
FSUTX,1999,0.1109064138407114,utilities,3,4
FSUTX,2000,0.1818649840331135,utilities,5,7
FSUTX,2001,0.1516690035181087,utilities,4,7
FSUTX,2002,0.1610968014139076,utilities,5,7
FSUTX,2003,0.0966405366379426,utilities,2,3
FSUTX,2004,0.0727535420643165,utilities,1,2
FSUTX,2005,0.0692497371638209,utilities,1,2
FSUTX,2006,0.0651282941691734,utilities,1,1
FSUTX,2007,0.1164580886476184,utilities,3,5
FSUTX,2008,0.1942982179175246,utilities,5,8
FSUTX,2009,0.1426816197372399,utilities,4,6
FSUTX,2010,0.0786427061189087,utilities,2,2
FSUTX,2011,0.0858938303187791,utilities,2,3
FSUTX,2012,0.0732840166392854,utilities,1,2
FSUTX,2013,0.0787286973373498,utilities,2,2
FSUTX,2014,0.0994034764358243,utilities,2,4
FSUTX,2015,0.1270747579882334,utilities,4,5
FSUTX,2016,0.1354733180715439,utilities,4,6
FSUTX,2017,0.0881056224600922,utilities,2,3
FSUTX,2018,0.1254355409016192,utilities,4,5
FSUTX,2019,0.0993505618557655,utilities,2,4
FSUTX,2020,0.2088458586700968,utilities,5,8
FSUTX,2021,0.1237893319359869,utilities,3,5
FSUTX,2022,0.1549672212364944,utilities,4,7
FSUTX,2023,0.1450727876426888,utilities,4,7
FSUTX,2024,0.1534801108960122,utilities,4,7
FSUTX,2025,0.1385570780142616,utilities,4,6
FUGAX,1999,0.1133760813531983,utilities,3,5
FUGAX,2000,0.2265549049702378,utilities,5,8
FUGAX,2001,0.1441237305526204,utilities,4,7
FUGAX,2002,0.1634863372942168,utilities,5,7
FUGAX,2003,0.0963717343461571,utilities,2,3
FUGAX,2004,0.0726579819570815,utilities,1,2
FUGAX,2005,0.0690214065539389,utilities,1,2
FUGAX,2006,0.0664494094290254,utilities,1,2
FUGAX,2007,0.1157737431491221,utilities,3,5
FUGAX,2008,0.1934410294252017,utilities,5,8
FUGAX,2009,0.1435396011089515,utilities,4,6
FUGAX,2010,0.0791206194281331,utilities,2,2
FUGAX,2011,0.0865637260832743,utilities,2,3
FUGAX,2012,0.0732276415488686,utilities,1,2
FUGAX,2013,0.0789886172456064,utilities,2,2
FUGAX,2014,0.1026539071705142,utilities,3,4
FUGAX,2015,0.1269174092209773,utilities,4,5
FUGAX,2016,0.1349200509417663,utilities,4,6
FUGAX,2017,0.0892676989681166,utilities,2,3
FUGAX,2018,0.1258056433817942,utilities,4,5
FUGAX,2019,0.0987588121285305,utilities,2,4
FUGAX,2020,0.2070643898102925,utilities,5,8
FUGAX,2021,0.1241247395893638,utilities,4,5
FUGAX,2022,0.1540254447535789,utilities,4,7
FUGAX,2023,0.145483818610405,utilities,4,7
FUGAX,2024,0.152630012975293,utilities,4,7
FUGAX,2025,0.1248176803245348,utilities,4,5
GASFX,1999,0.1031349229618903,utilities,3,4
GASFX,2000,0.1605225517640591,utilities,5,7
GASFX,2001,0.1733142098901141,utilities,5,7
GASFX,2002,0.1811733194361035,utilities,5,7
GASFX,2003,0.0980713006739159,utilities,2,4
GASFX,2004,0.0809395509506898,utilities,2,2
GASFX,2005,0.0813710859739134,utilities,2,2
GASFX,2006,0.0709199407468114,utilities,1,2
GASFX,2007,0.0839464348819978,utilities,2,3
GASFX,2008,0.1535986861784803,utilities,4,7
GASFX,2009,0.1051940105151298,utilities,3,4
GASFX,2010,0.0679353277797597,utilities,1,2
GASFX,2011,0.0758593884556208,utilities,1,2
GASFX,2012,0.0600521491475874,utilities,1,1
GASFX,2013,0.0665734178777792,utilities,1,2
GASFX,2014,0.08936708369407,utilities,2,3
GASFX,2015,0.1126165844998799,utilities,3,5
GASFX,2016,0.1186881442548172,utilities,3,5
GASFX,2017,0.0810301639880844,utilities,2,2
GASFX,2018,0.1153474697602687,utilities,3,5
GASFX,2019,0.0839671391101331,utilities,2,3
GASFX,2020,0.1764570719495504,utilities,5,7
GASFX,2021,0.1086673265781371,utilities,3,4
GASFX,2022,0.1444280802308398,utilities,4,7
GASFX,2023,0.1196951374426994,utilities,3,5
GASFX,2024,0.1181587261555263,utilities,3,5
GASFX,2025,0.1269588072121155,utilities,4,5
ICTUX,1999,0.1192254858688369,utilities,3,5
ICTUX,2000,0.1370016319257102,utilities,4,6
ICTUX,2001,0.1311206844385618,utilities,4,6
ICTUX,2002,0.1365719733546675,utilities,4,6
ICTUX,2003,0.1040587452828461,utilities,3,4
ICTUX,2004,0.1003106792622192,utilities,3,4
ICTUX,2005,0.0729079358018959,utilities,1,2
ICTUX,2006,0.0753436609629986,utilities,1,2
ICTUX,2007,0.0782269942047697,utilities,2,2
ICTUX,2008,0.1352010937384571,utilities,4,6
ICTUX,2009,0.0926738850931054,utilities,2,3
ICTUX,2010,0.0735322551791013,utilities,1,2
ICTUX,2011,0.0808525412974183,utilities,2,2
ICTUX,2012,0.0789574114161996,utilities,2,2
ICTUX,2013,0.0889146462354146,utilities,2,3
ICTUX,2014,0.1101102687757281,utilities,3,4
ICTUX,2015,0.1221610974049837,utilities,3,5
ICTUX,2016,0.1242489297439755,utilities,4,5
ICTUX,2017,0.0838441780369672,utilities,2,3
ICTUX,2018,0.1231078322192739,utilities,3,5
ICTUX,2019,0.0854606815454555,utilities,2,3
ICTUX,2020,0.2158010861728203,utilities,5,8
ICTUX,2021,0.1138377778473673,utilities,3,5
ICTUX,2022,0.1308587823134765,utilities,4,6
ICTUX,2023,0.1344519402509623,utilities,4,6
ICTUX,2024,0.1300005824181422,utilities,4,6
ICTUX,2025,0.1338763404698988,utilities,4,6
MMUFX,1999,0.0716430469430182,utilities,1,2
MMUFX,2000,0.1374602712266598,utilities,4,6
MMUFX,2001,0.1225056871572418,utilities,3,5
MMUFX,2002,0.1273333239016025,utilities,4,5
MMUFX,2003,0.0660410602402965,utilities,1,1
MMUFX,2004,0.059802308894451,utilities,1,1
MMUFX,2005,0.0694875466888066,utilities,1,2
MMUFX,2006,0.0666537097086024,utilities,1,2
MMUFX,2007,0.0696887919412002,utilities,1,2
MMUFX,2008,0.1534215752299122,utilities,4,7
MMUFX,2009,0.104956846659805,utilities,3,4
MMUFX,2010,0.0613035956269904,utilities,1,1
MMUFX,2011,0.0598657013365782,utilities,1,1
MMUFX,2012,0.0532013982724802,utilities,1,1
MMUFX,2013,0.0506528054769143,utilities,1,1
MMUFX,2014,0.0640841863318494,utilities,1,1
MMUFX,2015,0.0929604634369651,utilities,2,3
MMUFX,2016,0.1013661558324224,utilities,3,4
MMUFX,2017,0.0602523108657742,utilities,1,1
MMUFX,2018,0.0768670909635602,utilities,1,2
MMUFX,2019,0.0626756226780448,utilities,1,1
MMUFX,2020,0.1430932793435307,utilities,4,6
MMUFX,2021,0.0975692759798531,utilities,2,4
MMUFX,2022,0.1350467746391261,utilities,4,6
MMUFX,2023,0.1302243880933968,utilities,4,6
MMUFX,2024,0.1389969742079378,utilities,4,6
MMUFX,2025,0.1316265873769208,utilities,4,6
PRUAX,1999,0.0891713544578081,utilities,2,3
PRUAX,2000,0.1378041123281117,utilities,4,6
PRUAX,2001,0.1594059821502971,utilities,5,7
PRUAX,2002,0.1539494831802952,utilities,4,7
PRUAX,2003,0.0847289661166137,utilities,2,3
PRUAX,2004,0.0817455941302053,utilities,2,2
PRUAX,2005,0.0944346737090571,utilities,2,3
PRUAX,2006,0.0778223453337342,utilities,2,2
PRUAX,2007,0.0737986299882831,utilities,1,2
PRUAX,2008,0.1649195794977896,utilities,5,7
PRUAX,2009,0.0985905683237494,utilities,2,4
PRUAX,2010,0.0624285412342785,utilities,1,1
PRUAX,2011,0.0645010979312083,utilities,1,1
PRUAX,2012,0.0558993783425585,utilities,1,1
PRUAX,2013,0.0589170776319233,utilities,1,1
PRUAX,2014,0.1727822496251309,utilities,5,7
PRUAX,2015,0.1051932523509111,utilities,3,4
PRUAX,2016,0.1104010065043887,utilities,3,4
PRUAX,2017,0.0756661700018895,utilities,1,2
PRUAX,2018,0.1102625666107563,utilities,3,4
PRUAX,2019,0.0925141052898329,utilities,2,3
PRUAX,2020,0.1642221476219598,utilities,5,7
PRUAX,2021,0.0987722023430081,utilities,2,4
PRUAX,2022,0.1388798021089251,utilities,4,6
PRUAX,2023,0.1290695617497493,utilities,4,6
PRUAX,2024,0.1433937364915412,utilities,4,6
PRUAX,2025,0.140862222015404,utilities,4,6
SPY,1999,7.295920722536886e-06,utilities,1,1
SPY,2000,7.919289927774363e-06,utilities,1,1
SPY,2001,7.122641856693431e-06,utilities,1,1
SPY,2002,8.58067931814203e-06,utilities,1,1
SPY,2003,8.64934192944911e-06,utilities,1,1
SPY,2004,7.650076521510294e-06,utilities,1,1
SPY,2005,6.157244905375693e-06,utilities,1,1
SPY,2006,5.838773460298096e-06,utilities,1,1
SPY,2007,6.776067706460308e-06,utilities,1,1
SPY,2008,6.183331002242675e-06,utilities,1,1
SPY,2009,6.491415219928968e-06,utilities,1,1
SPY,2010,5.430407568406071e-06,utilities,1,1
SPY,2011,4.790213669406377e-06,utilities,1,1
SPY,2012,5.544198958431018e-06,utilities,1,1
SPY,2013,6.24315814547322e-06,utilities,1,1
SPY,2014,5.343786278397521e-06,utilities,1,1
SPY,2015,4.824160114454516e-06,utilities,1,1
SPY,2016,4.808953814569827e-06,utilities,1,1
SPY,2017,3.4974083905991817e-06,utilities,1,1
SPY,2018,4.696512670229357e-06,utilities,1,1
SPY,2019,4.484753849945574e-06,utilities,1,1
SPY,2020,4.466574530142402e-06,utilities,1,1
SPY,2021,3.128869266939762e-06,utilities,1,1
SPY,2022,2.5187519170785e-06,utilities,1,1
SPY,2023,2.142930654048192e-06,utilities,1,1
SPY,2024,2.340284104344108e-06,utilities,1,1
SPY,2025,1.529883074361443e-06,utilities,1,1
CSEIX,1999,0.0879028504594898,real estate,2,3
CSEIX,2000,0.0940285842038437,real estate,2,3
CSEIX,2001,0.0796157795102266,real estate,2,2
CSEIX,2002,0.1153988651323531,real estate,3,5
CSEIX,2003,0.0814664679327671,real estate,2,2
CSEIX,2004,0.1465798293555812,real estate,4,7
CSEIX,2005,0.1051665343306465,real estate,3,4
CSEIX,2006,0.0953439754482288,real estate,2,3
CSEIX,2007,0.1372431979209837,real estate,4,6
CSEIX,2008,0.4282829057615896,real estate,5,8
CSEIX,2009,0.3205570123085785,real estate,5,8
CSEIX,2010,0.1256879029998523,real estate,4,5
CSEIX,2011,0.1237853870190418,real estate,3,5
CSEIX,2012,0.0899185414859722,real estate,2,3
CSEIX,2013,0.1058160710015678,real estate,3,4
CSEIX,2014,0.1080887613117831,real estate,3,4
CSEIX,2015,0.1208494163909327,real estate,3,5
CSEIX,2016,0.1304842517336823,real estate,4,6
CSEIX,2017,0.0886123027626925,real estate,2,3
CSEIX,2018,0.1321489713966444,real estate,4,6
CSEIX,2019,0.1081560147980955,real estate,3,4
CSEIX,2020,0.2026747370056893,real estate,5,8
CSEIX,2021,0.1088749429324549,real estate,3,4
CSEIX,2022,0.1473434881589506,real estate,4,7
CSEIX,2023,0.1463104130860609,real estate,4,7
CSEIX,2024,0.1373456374007158,real estate,4,6
CSEIX,2025,0.1302342707535437,real estate,4,6
DFREX,1999,0.0935832199346931,real estate,2,3
DFREX,2000,0.0969270107400009,real estate,2,3
DFREX,2001,0.0839110708512192,real estate,2,3
DFREX,2002,0.124940930596788,real estate,4,5
DFREX,2003,0.0908283031695854,real estate,2,3
DFREX,2004,0.1585499147150565,real estate,5,7
DFREX,2005,0.1195982107972491,real estate,3,5
