Fund,I_without_fund,marginal_impact
FBDIX,9.09375,0.5729166666666643
FSHCX,9.25,0.4166666666666643
VGHCX,9.40625,0.2604166666666643
PRHSX,9.421875,0.2447916666666643
FSMEX,9.59375,0.0729166666666643
PHSTX,9.609375,0.0572916666666643
ETHSX,9.65625,0.010416666666664298
FSPHX,9.796875,-0.1302083333333357
FACDX,9.8125,-0.1458333333333357
