Date,Fund_Return,SPY_Return,Residual
1999-01-05,-0.0018976015088372,0.0114301361336019,-0.012198923113474763
1999-01-06,0.009505879656378,0.0241087440913316,-0.011692715184286965
1999-01-07,-0.0056497552699504,-0.00490469989152,-0.0019112728184231356
1999-01-08,0.003787765958197,0.0073927808818474,-0.003043445719864903
1999-01-11,-0.0075471938292629,-0.0095399053042989,0.00017525121946495009
1999-01-12,-0.0101393662086146,-0.0180289888331161,0.004879452625421592
1999-01-13,-0.0019205154806589,-0.0070430694643736,0.0036558972541204954
1999-01-14,-0.0083387251986489,-0.0174769679560642,0.006205631269386096
1999-01-15,0.0206984711756459,0.0260378212502239,-0.0021581669584085916
1999-01-19,-0.000633653127717,0.0065328463668903,-0.006725750432511681
1999-01-20,0.0019020813552106,0.0079879394708821,-0.00544066958529262
1999-01-21,-0.0113921527786557,-0.0264978868569926,0.01090569038375481
1999-01-22,-0.0006402279208032,-0.0022900933755404,0.0008509982306381599
1999-01-25,0.0,0.0101993801226749,-0.00924348587198697
1999-01-26,0.0115311485742328,0.0181724577092745,-0.004565203581094931
1999-01-27,0.011399613739732,-0.0116508276691498,0.020936398175442558
1999-01-28,0.0106448483499814,0.0168049136974601,-0.004276098681320152
1999-01-29,0.0117719311202988,0.0076461826338987,0.004722920442551954
1999-02-01,0.007348784487593,-0.0058750959548181,0.01192132309766547
1999-02-02,0.0024313783954867,-0.0061559867110634,0.007245342825371925
1999-02-03,0.0042449904911925,0.0101583994799185,-0.004963272487004125
1999-02-04,-0.0138889925039979,-0.014961860313886,-0.0015063729779216557
1999-02-05,-0.0146969251144944,-0.0114546069062992,-0.005328792574519847
1999-02-08,-0.0043506040218459,0.0020153903793898,-0.006559944450519304
1999-02-09,-0.0224718225415729,-0.022372465494127,-0.003719782195589331
1999-02-10,-0.0006385927024858,0.0064283467336547,-0.006640872492595147
1999-02-11,0.0191694350541256,0.0229941933026314,-0.001071202531264255
1999-02-12,-0.0075234529043005,-0.0119882825241451,0.002303374237357588
1999-02-16,0.0082122190227282,-0.0060669716672651,0.01294967495439177
1999-02-17,-0.016917326977354,-0.0010169853895025,-0.016520338113561038
