Fund,I_without_fund,marginal_impact
MMUFX,5.419753086419751,0.3102469135802499
PRUAX,5.444444444444444,0.28555555555555756
ICTUX,5.5679012345679,0.1620987654321011
FKUTX,5.629629629629629,0.10037037037037244
FUGAX,5.641975308641975,0.08802469135802671
GASFX,5.6913580246913575,0.03864197530864377
EVUAX,5.716049382716048,0.013950617283953193
FSUTX,5.728395061728395,0.0016049382716065708
FIUIX,5.765432098765431,-0.03543209876542974
BULIX,5.987654320987653,-0.25765432098765206
