Fund,I_without_fund,marginal_impact
PRNEX,6.72,1.280000000000002
VGENX,7.360000000000001,0.6400000000000006
ICPAX,7.5200000000000005,0.4800000000000013
FNARX,7.92,0.08000000000000185
FSENX,8.280000000000001,-0.27999999999999936
RYEIX,8.280000000000001,-0.27999999999999936
